DLiP-ID,C003DB
AXp-5dv,0.03797752587285849
AXp-6dv,0.02062136885194229
AXp-7dv,0.011059586952977747
BertzCT,700.5141335072892
ECIndex,5200000000
GATS1dv,0.7137711442786069
GATS1pe,1.0382190265029654
GATS1se,1.040465095744509
GATS2dv,0.7672084024322828
GATS2pe,0.4065634243546482
GATS2se,0.3672177324485138
GATS3dv,0.9027952689383272
GATS3pe,0.6318624010235436
GATS3se,0.6058709390095672
GATS4dv,1.1425375601332182
GATS4pe,0.8879438552708805
GATS4se,0.8811579758633055
GATS5dv,1.2713913764510778
GATS5pe,1.107346908437281
GATS5se,1.082135500296693
GATS6dv,1.1518388059701492
GATS6pe,1.005255224607075
GATS6se,0.9540550513222015
GATS7dv,1.0853031982942432
GATS7pe,0.8333330244230746
GATS7se,0.8501132058940598
GATS8dv,1.2217671641791046
GATS8pe,0.9227608502170497
GATS8se,0.8974399266264795
MATS1dv,0.11448717198322111
MATS1pe,-0.2812124111683641
MATS1se,-0.25924883916493574
MATS2dv,0.12868840980283763
MATS2pe,0.14911888424348782
MATS2se,0.15361950737476662
MATS3dv,0.037549610438374154
MATS3pe,0.03830730147957228
MATS3se,0.04725370034712974
MATS4dv,-0.08250285761276263
MATS4pe,-0.04790120592733795
MATS4se,-0.06952132303578182
MATS5dv,-0.1269231619679381
MATS5pe,-0.0621270998994656
MATS5se,-0.027192508342327813
MATS6dv,-0.054410613598673274
MATS6pe,-0.0748534889800299
MATS6se,-0.06929362197886145
MATS7dv,-0.05384392324093815
MATS7pe,-0.06631997097738948
MATS7se,-0.10202051023612671
MATS8dv,-0.1346308457711443
MATS8pe,-0.046881598160799315
MATS8se,-0.006967183401633014
MAXaaCH,1.8241561840159075
MAXaasC,0.6541166042034101
MAXdssC,-0.3758456685143188
MAXsCH3,1.7883330708826741
MAXsNH2,5.93918053718401
MAXssNH,2.6641609977324263
MAXsssN,1.3392734315948602
MDEC-11,0.4999999999999999
MDEC-12,1.0233506251226911
MDEC-13,3.8098117071711775
MDEC-14,2.0
MDEC-22,6.083643418932058
MDEC-23,8.046584492469227
MDEC-24,0.570212857432193
MDEC-33,9.595433520528273
MDEC-34,2.6198399628695115
MDEN-12,0.33333333333333337
MDEN-13,0.16666666666666669
MDEN-23,0.33333333333333337
MDEO-11,1.1952660568975342
MINaaCH,1.7430894691694654
MINaasC,0.6541166042034101
MINdssC,-1.033228263272455
MINsCH3,1.7883330708826741
MINsNH2,5.93918053718401
MINssNH,2.6641609977324263
MINsssN,1.3392734315948602
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,232.53000000000003
TpiPC10,7.31046659889368
VAdjMat,5.700439718141092
Xch-3dv,0.0
Xch-4dv,0.07453559924999299
Xch-5dv,0.2933041647237546
Xch-6dv,0.6558667885477332
Xch-7dv,1.147031841225591
Xpc-4dv,3.6948571029124184
Xpc-5dv,5.729412528284636
Xpc-6dv,7.7111038397590805
Zagreb1,132.0
Zagreb2,161.0
fragCpx,26.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,1
n4FRing,0
n4HRing,1
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,1
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,6
nBondsD,3
nBondsM,9
nBondsO,26
nBondsS,42
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,11
naHRing,0
AATS0are,6.557274999999999
AATS1are,6.615921568627453
AATS2are,6.287837037037038
AATS3are,6.323316981132076
AATS4are,6.301570247933884
AATS5are,6.515018518518519
AATS6are,6.300807777777778
AATS7are,6.1886
AATS8are,6.450815384615385
AATSC0dv,4.129684418145957
AATSC0pe,0.17900754437869817
AATSC0se,0.12872370229289934
AATSC1dv,0.47279589021670454
AATSC1pe,-0.05033914317206165
AATSC1se,-0.033371470392446936
AATSC2dv,0.53144252075876
AATSC2pe,0.0266934052889181
AATSC2se,0.019774471733691318
AATSC3dv,0.15506804113480452
AATSC3pe,0.006857295969632705
AATSC3se,0.006082671255721803
AATSC4dv,-0.3407107655359404
AATSC4pe,-0.008574677245831108
AATSC4se,-0.008949042089466465
AATSC5dv,-0.5241526042808095
AATSC5pe,-0.011121219592373404
AATSC5se,-0.0035003203484549874
AATSC6dv,-0.2246986631602015
AATSC6pe,-0.013399339250493098
AATSC6se,-0.008919731566403669
AATSC7dv,-0.22235841081994925
AATSC7pe,-0.011871775147929023
AATSC7se,-0.013132457787404865
AATSC8dv,-0.555982905982906
AATSC8pe,-0.008392159763313577
AATSC8se,-0.0008968416420118379
ATSC0are,10.202867307692301
ATSC1are,-2.776258321005913
ATSC2are,2.3730028476331344
ATSC3are,1.442491642011833
ATSC4are,-1.948137389053255
ATSC5are,-1.18702440828402
ATSC6are,-1.3102530325443789
ATSC7are,-1.0354559911242618
ATSC8are,-0.3328629807692291
BalabanJ,2.253332516211418e-06
Diameter,100000000
GATS1are,1.0490825448577712
GATS2are,0.40067440401735577
GATS3are,0.5993527432061727
GATS4are,0.9177358182243536
GATS5are,1.1083736118338952
GATS6are,0.9991219160174495
GATS7are,0.8351081010759825
GATS8are,0.9077294448336641
HybRatio,0.4375
Lipinski,True
MATS1are,-0.2774411029082516
MATS2are,0.14931187376797656
MATS3are,0.06935671982672077
MATS4are,-0.0820569397576777
MATS5are,-0.05601663271895853
MATS6are,-0.07419826825536878
MATS7are,-0.07539016787378547
MATS8are,-0.026099563640763768
MAXsssCH,-0.3745154111027129
MAXssssC,-0.6178732809698717
MINsssCH,-0.8926399538746226
MINssssC,-0.6178732809698717
NsssssAs,0
RotRatio,0.15384615384615385
SMR_VSA1,35.918714454700265
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,5.733667477162185
SMR_VSA5,42.09389215301143
SMR_VSA6,0.0
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,297.8800000000004
mZagreb2,5.097222222222221
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,1
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,1
n7FHRing,1
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,45
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.19620898668639042
AATSC1are,-0.054436437666782606
AATSC2are,0.029296331452260918
AATSC3are,0.013608411717092764
AATSC4are,-0.016100309000440124
AATSC5are,-0.010990966743370556
AATSC6are,-0.014558367028270876
AATSC7are,-0.014792228444632311
AATSC8are,-0.005120968934911217
LabuteASA,159.56291887016442
PEOE_VSA1,37.48546871450379
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,11.761884949391115
PEOE_VSA6,30.33183534230805
PEOE_VSA7,19.410925891078243
PEOE_VSA8,4.747022453217559
PEOE_VSA9,0.0
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,1
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,23.499395300412623
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
SlogP_VSA1,11.050456081168516
SlogP_VSA2,66.42325430447235
SlogP_VSA3,14.383611552215466
SlogP_VSA4,0.0
SlogP_VSA5,25.452766720226204
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
EState_VSA1,34.749029957964794
EState_VSA2,27.709628049964333
EState_VSA3,5.563451491696996
EState_VSA4,0.0
EState_VSA5,16.66179468024159
EState_VSA6,38.112942673227685
EState_VSA7,6.06636706846161
EState_VSA8,5.316788604006331
EState_VSA9,5.733667477162185
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),207.23000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,63.199213960275465
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,19.490138947056174
FilterItLogS,-1.5984621292271635
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.5925925925925926
MDEDescriptor,"0.4999999999999999,1.0233506251226911,3.8098117071711775,2.0,6.083643418932058,8.046584492469227,0.570212857432193,9.595433520528273,2.6198399628695115,0.0,1.1952660568975342,0.0,0.0,0.0,0.33333333333333337,0.16666666666666669,0.0,0.33333333333333337,0.0"
APolDescriptor,56.64382499999997
BCUTDescriptor,"11.996177824847619,31.97207240879075,-0.412000247848443,0.2975456411821609,1.4369999999999963,12.10093605440308"
BPolDescriptor,28.716174999999993
TPSADescriptor,138.03
ALOGPDescriptor,"0.2604999999999993,0.06786024999999962,86.6289"
XLogPDescriptor,-3.133
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,403.1413213399999
ChiPathDescriptor,"17.64589989101247,11.2368879901222,11.196874943727584,9.058795073056803,7.744231330802634,5.815383196651149,3.7959687274662377,2.477739366375766,15.617419625679355,8.45486410433092,8.243644799210875,5.985380645859336,4.75106280851914,3.3420222768115457,2.0002727786384016,1.0617203474858636"
ChiChainDescriptor,"0.0,0.1111111111111111,0.4004373630287239,0.8773149175767592,1.5124921337891726,0.0,0.07453559924999299,0.2933041647237546,0.6558667885477334,1.1206795273908543"
AtomCountDescriptor,52
BondCountDescriptor,26
SmallRingDescriptor,"3,1,2,1,0,1,1,1,0,0,0"
ChiClusterDescriptor,"2.650580938459173,0.20412414523193154,0.8365496032857048,0.06804138174397717,2.3570403909684225,0.35355339059327373,0.42900164032890453,0.07905694150420949"
RuleOfFiveDescriptor,1
CarbonTypesDescriptor,"0,0,3,5,1,3,3,1,0"
ZagrebIndexDescriptor,132.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.01
WeightedPathDescriptor,"51.03758709965298,1.890281003690851,25.075513192361704,12.958980793653502,9.062492715327657"
FractionalPSADescriptor,0.342386137797045
WienerNumbersDescriptor,"7.500000129E10,39.0"
AminoAcidCountDescriptor,"3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0"
ChiPathClusterDescriptor,"5.549972857057981,9.433672936746992,13.280494910174179,3.6948571029124198,5.729412528284634,7.250374805966139"
FractionalCSP3Descriptor,0.4375
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,5,4,0,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,6
LargestPiSystemDescriptor,6
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"27.0,10.15625,4.950743801652893"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1899.11
HBondAcceptorCountDescriptor,10
HybridizationRatioDescriptor,0.4375
AutocorrelationDescriptorMass,"39.62897719106607,31.665029916718897,51.331811692882056,50.21029419964513,53.64981868194175"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.669708247092899,-0.3038899340939076,-0.1087314107448205,0.2992087564359772,-0.3512117109284227"
EccentricConnectivityIndexDescriptor,460392396
AutocorrelationDescriptorPolarizability,"1800.459300857896,2190.666993867572,3104.1537842221765,2927.917715286013,2504.6004175761973"
