DLiP-ID,C000FT
AATSC7p,-0.03550920490961898
AATSC7s,0.6209370607747234
AATSC7v,-3.505152301818511
AATSC8Z,0.4677247427896779
AATSC8c,0.0021762925028415837
AATSC8d,-0.03952774498229044
AATSC8i,-0.10692514027610132
AATSC8m,2.103197302032352
AATSC8p,-0.015542571311183015
AATSC8s,0.1571100148048202
AATSC8v,-1.9713070995505604
ATS0are,382.52979999999985
ATS1are,362.50300000000004
ATS2are,606.688
ATS3are,679.2889999999999
ATS4are,687.5739
ATS5are,617.4889999999999
ATS6are,548.7480000000002
ATS7are,596.2989999999999
ATS8are,620.3929999999999
ATSC0dv,296.83636363636367
ATSC0pe,14.36709818181818
ATSC0se,9.947048436363637
ATSC1dv,65.12429752066117
ATSC1pe,-0.7011491239669363
ATSC1se,-0.5897994102479321
ATSC2dv,97.8284297520661
ATSC2pe,6.191444760330585
ATSC2se,4.293336239338843
ATSC3dv,5.100165289256203
ATSC3pe,-0.6341073719008483
ATSC3se,-1.0519354671074217
ATSC4dv,-59.14214876033058
ATSC4pe,-4.248054710743807
ATSC4se,-3.3221243239669374
ATSC5dv,-18.356694214876043
ATSC5pe,-0.5401496198347155
ATSC5se,0.41679809057851674
ATSC6dv,20.01322314049588
ATSC6pe,0.30943752066112473
ATSC6se,0.2573539041322569
ATSC7dv,107.27338842975209
ATSC7pe,5.893266876033015
ATSC7se,3.7322390042975506
ATSC8dv,24.655206611570254
ATSC8pe,2.771421421487578
ATSC8se,2.1325984952066284
AXp-0dv,0.5464206646276558
AXp-1dv,0.3037255388738689
AXp-2dv,0.15818621842651434
AXp-3dv,0.09194058114969779
AXp-4dv,0.051367659651340214
AXp-5dv,0.02853053868209465
AXp-6dv,0.015829037672964424
AXp-7dv,0.008838828584857775
BertzCT,687.2164486396919
ECIndex,5800000000
GATS1dv,0.47164032831067
GATS1pe,0.6744054977129562
GATS1se,0.7328976074298761
GATS2dv,0.7011012970281083
GATS2pe,0.6119149869634036
GATS2se,0.6318594394756833
GATS3dv,0.850086039011221
GATS3pe,0.7522725671530096
GATS3se,0.7738166089129354
GATS4dv,1.0984406993227278
GATS4pe,1.1050964064212516
GATS4se,1.1042525499167528
GATS5dv,1.0015189190457199
GATS5pe,0.9254622804509749
GATS5se,0.8717464251198118
GATS6dv,0.709481808158765
GATS6pe,0.5821801935331028
GATS6se,0.5632968247662772
GATS7dv,0.5578212541907611
GATS7pe,0.4195063400581191
GATS7se,0.3861873673939712
GATS8dv,0.8789629412955919
GATS8pe,0.8094483188056024
GATS8se,0.7338231039972817
MATS1dv,0.22345747070113114
MATS1pe,-0.04970616598883618
MATS1se,-0.06039194695712438
MATS2dv,0.2036669983909308
MATS2pe,0.26631499832974437
MATS2se,0.2667309135387384
MATS3dv,0.008831735629538809
MATS3pe,-0.02268676927702519
MATS3se,-0.054359290185186274
MATS4dv,-0.10436464185086014
MATS4pe,-0.15487967625692933
MATS4se,-0.1749423832914713
MATS5dv,-0.036183636074555416
MATS5pe,-0.021997830482482782
MATS5se,0.02451694336978485
MATS6dv,0.041202172403936484
MATS6pe,0.013162066875132633
MATS6se,0.015810904240508558
MATS7dv,0.20282034166110402
MATS7pe,0.23020972320760263
MATS7se,0.2105774335355559
MATS8dv,0.046615264996112384
MATS8pe,0.10826052370493425
MATS8se,0.12032378348902703
MAXaaCH,1.4065308484504913
MAXaasC,0.6133687641723358
MAXdsCH,0.5578703703703702
MAXdssC,0.6095162509448226
MAXsCH3,1.6202596013940918
MAXsNH2,5.325039854976273
MDEC-12,0.12594294671001133
MDEC-13,0.0009425841796025284
MDEC-14,0.09090909090909091
MDEC-22,0.10049986918811316
MDEC-23,0.011891177407263918
MDEC-24,0.14836444877864002
MDEC-33,0.0001107566343248289
MDEC-34,0.0017328621078878653
MDEN-12,0.25
MDEO-11,1.628650569956944
MDEO-12,8e-08
MDEO-22,0.14285714285714285
MINaaCH,1.0445825459813554
MINaasC,-0.682537459300627
MINdsCH,0.5578703703703702
MINdssC,-1.2570370370370372
MINsCH3,1.6202596013940918
MINsNH2,5.325039854976273
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,131.44
TpiPC10,7.296328519420083
VAdjMat,5.857980995127572
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.027777777777777776
Xch-7dv,0.027777777777777776
Xpc-4dv,0.7471742030508418
Xpc-5dv,0.785984019229504
Xpc-6dv,0.8704315088605974
Zagreb1,130.0
Zagreb2,137.0
fragCpx,29.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,6
nBondsD,4
nBondsM,10
nBondsO,29
nBondsS,44
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,11
naHRing,0
AATS0are,6.95508727272727
AATS1are,6.71301851851852
AATS2are,6.816719101123596
AATS3are,6.348495327102802
AATS4are,6.548322857142857
AATS5are,6.569031914893616
AATS6are,6.097200000000002
AATS7are,6.084683673469386
AATS8are,6.33054081632653
AATSC0dv,5.3970247933884306
AATSC0pe,0.2612199669421487
AATSC0se,0.1808554261157025
AATSC1dv,1.2060055096418736
AATSC1pe,-0.012984243036424746
AATSC1se,-0.010922211300887632
AATSC2dv,1.099195839910855
AATSC2pe,0.06956679505989422
AATSC2se,0.04823973302627913
AATSC3dv,0.04766509616127292
AATSC3pe,-0.005926237120568676
AATSC3se,-0.009831172589788988
AATSC4dv,-0.563258559622196
AATSC4pe,-0.04045766391184578
AATSC4se,-0.03163927927587559
AATSC5dv,-0.1952839810093196
AATSC5pe,-0.005746272551433144
AATSC5se,0.004434022240196987
AATSC6dv,0.2223691460055098
AATSC6pe,0.003438194674012497
AATSC6se,0.0028594878236917433
AATSC7dv,1.0946264125484908
AATSC7pe,0.06013537628605117
AATSC7se,0.038084071472423986
AATSC8dv,0.25158374093439034
AATSC8pe,0.02827981042334263
AATSC8se,0.021761209134761515
ATSC0are,16.2213709090909
ATSC1are,-0.8394696198347081
ATSC2are,7.352097983471073
ATSC3are,-1.0737615867768824
ATSC4are,-5.076877190082648
ATSC5are,-0.44456119008264844
ATSC6are,0.46076033057847626
ATSC7are,6.55448819834706
ATSC8are,3.112128198347082
BalabanJ,8.897726218365461e-07
Diameter,100000000
GATS1are,0.6873186034943354
GATS2are,0.6056317670773526
GATS3are,0.7534593135901094
GATS4are,1.1132314340879608
GATS5are,0.9169835850758837
GATS6are,0.561914282774441
GATS7are,0.4063703820608204
GATS8are,0.8020541815029663
HybRatio,0.42105263157894735
Lipinski,True
MATS1are,-0.0527091919867375
MATS2are,0.28008923312109446
MATS3are,-0.034025085118054486
MATS4are,-0.16393908001242186
MATS5are,-0.016035364174812085
MATS6are,0.01735832064711206
MATS7are,0.22677117215346715
MATS8are,0.10767293159655131
MAXssCH2,0.8403210034013605
MAXssssC,-4.342906387493779
MINssCH2,0.26607717624086713
MINssssC,-4.342906387493779
NsssssAs,0
RotRatio,0.3793103448275862
SMR_VSA1,42.54782583838619
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,10.889380203912726
SMR_VSA5,25.438763386221503
SMR_VSA6,26.868317876215947
SMR_VSA7,47.544411470908194
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,308.9300000000008
mZagreb1,13.368055555555555
mZagreb2,7.111111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,47
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2949340165289255
AATSC1are,-0.015545733700642743
AATSC2are,0.08260784251091094
AATSC3are,-0.010035155016606378
AATSC4are,-0.04835121133412046
AATSC5are,-0.004729374362581367
AATSC6are,0.005119559228649736
AATSC7are,0.06688253263619448
AATSC8are,0.031756410187215124
LabuteASA,171.31633878262068
PEOE_VSA1,25.521173804380275
PEOE_VSA2,0.0
PEOE_VSA3,9.589074368143644
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,17.28844686367376
PEOE_VSA7,36.958650497398246
PEOE_VSA8,32.41347612537079
PEOE_VSA9,11.275136494467699
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,6.606881964512918
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,54.73166824457175
SlogP_VSA3,25.339824423123797
SlogP_VSA4,0.0
SlogP_VSA5,30.38936785217202
SlogP_VSA6,41.57322121426474
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
EState_VSA1,23.678360585044167
EState_VSA2,6.606881964512918
EState_VSA3,42.99963670148696
EState_VSA4,24.974377382775238
EState_VSA5,12.13273413692322
EState_VSA6,7.109797541277533
EState_VSA7,0.0
EState_VSA8,5.15571272675054
EState_VSA9,25.521173804380275
GhoseFilter,True
SlogP_VSA10,13.171245143024459
SlogP_VSA11,0.0
TopoPSA(NO),131.44
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,37.721520156996874
VSA_EState9,58.861813176336476
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,22.760319511168102
FilterItLogS,-3.444951794409919
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.2
MDEDescriptor,"0.0,0.08580393076162088,3.752495209001518E-4,0.09090909090909091,0.0,0.004384211787203663,0.10107952229989016,2.7820808712713086E-5,6.898648310065531E-4,0.0,1.628650569956944,8.000000008E-9,0.14285714285714285,0.0,0.25,0.0,0.0,0.0,0.0"
APolDescriptor,58.792824999999986
BCUTDescriptor,"11.996157092856514,19.000418659570176,-0.3839717654340725,0.41672583686468107,3.5338117675781255,9.867231556604125"
BPolDescriptor,36.027175
TPSADescriptor,131.44
ALOGPDescriptor,"0.9731000000000003,0.9469236100000006,100.54020000000003"
XLogPDescriptor,2.826
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,434.1664713799999
ChiPathDescriptor,"22.993353063746344,14.111609430770653,12.447969869574383,7.591553820740988,5.228864315994742,3.9537490912004323,2.4492325453840516,1.8869289973106562,16.392619938829675,8.8080406273422,5.694703863354517,3.30986092138912,1.9519710667509278,1.2268131633300705,0.6964776576104356,0.4242637720731731"
ChiChainDescriptor,"0.0,0.0,0.0,0.08333333333333333,0.08977918909913549,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776"
AtomCountDescriptor,55
BondCountDescriptor,29
SmallRingDescriptor,"1,1,1,1,0,0,0,1,0,0,0"
ChiClusterDescriptor,"2.6601928853429047,0.2886751345948129,0.5163460352255527,0.14433756729740646,0.48527318301048117,0.01349873117890097,0.0620665995490222,0.004499577059633658"
RuleOfFiveDescriptor,1
CarbonTypesDescriptor,"0,0,2,7,2,4,3,0,0"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"57.56634513400752,1.918878171133584,27.78096417333504,15.158310500478489,5.480147296895417"
FractionalPSADescriptor,0.30274101908933093
WienerNumbersDescriptor,"1.76000001114E11,33.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.3820410292874294,3.8794154739451803,4.5015047142052005,0.7471742030508417,0.7859840192295042,0.7805177007004672"
FractionalCSP3Descriptor,0.42105263157894735
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,6,0,2,4,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"30.0,17.54320987654321,16.333333333333332"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,2046.11
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.42105263157894735
AutocorrelationDescriptorMass,"39.872907232926586,33.955824637930924,46.78979739543505,40.03354383886729,37.00597258702927"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,12
AutocorrelationDescriptorCharge,"0.9943365757036584,-0.49806297132457483,0.01563752251849799,0.06501834442751911,-0.2172248874045862"
EccentricConnectivityIndexDescriptor,-2129542202
AutocorrelationDescriptorPolarizability,"1256.1573782709934,1351.6261143404045,1637.9635706295355,1604.081722311989,1413.3201032188397"
