DLiP-ID,C001LR
AATSC6dv,0.5486968449931413
AATSC6pe,0.043529132231405275
AATSC6se,0.019358927685950347
ATSC0are,2.3828590909090894
ATSC1are,-0.055271900826448866
ATSC2are,-1.2889857438016552
ATSC3are,-0.38337892561983394
ATSC4are,1.640754545454553
ATSC5are,-1.3125805785123967
ATSC6are,0.3295803719008281
ATSC7are,0.0
ATSC8are,0.0
BalabanJ,0.0
Diameter,100000000
GATS1are,1.1367814447502904
GATS2are,1.6054799241078521
GATS3are,0.7471447354114327
GATS4are,0.34096072517926335
GATS5are,2.2737391483492906
GATS6are,0.0
HybRatio,1.0
Lipinski,True
MATS1are,-0.025515185157632705
MATS2are,-0.3216404858759639
MATS3are,-0.07374138973616481
MATS4are,0.22952183110816193
MATS5are,-0.4039513266148957
MATS6are,0.33809842645103766
MAXssCH2,0.8333333333333334
MAXssssN,0.84375
MINssCH2,0.28125
MINssssN,0.84375
NsssssAs,0
RotRatio,0.3333333333333333
SMR_VSA1,26.571009104661613
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,34.29465431845706
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,125.52000000000015
mZagreb2,1.625
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,0
nBondsKS,20
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.10831177685950406
AATSC1are,-0.0027635950413224435
AATSC2are,-0.03483745253517987
AATSC3are,-0.007987060950413207
AATSC4are,0.024859917355372015
AATSC5are,-0.04375268595041323
AATSC6are,0.03662004132231424
LabuteASA,61.47576050685818
PEOE_VSA1,26.571009104661613
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,0.0
PEOE_VSA8,0.0
PEOE_VSA9,27.749897912544487
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,0
nAromBond,0
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,6.544756405912575
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,16.981450852126283
SlogP_VSA2,43.88421257099239
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,0.0
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,8
EState_VSA1,0.0
EState_VSA2,23.588332816639202
EState_VSA3,0.0
EState_VSA4,11.027787263607198
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,21.143015948031568
EState_VSA9,5.106527394840706
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),20.23
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.84375
VSA_EState9,15.65625
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-2.1877438600538808
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.0
MDEDescriptor,"1.5000000000000004,2.449489742783178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,23.087101999999998
BCUTDescriptor,"11.996400496908823,78.91833720607646,-0.41993208625761,0.08079359871401239,3.499996507465654,8.414378071786937"
BPolDescriptor,17.944898000000002
TPSADescriptor,20.23
XLogPDescriptor,0.013000000000000012
VAdjMaDescriptor,3.584962500721156
WeightDescriptor,183.02587628
ChiPathDescriptor,"5.914213562373096,3.0606601717798214,3.310660171779822,1.0,0.75,0.0,0.0,0.0,7.371309576791595,3.4375481095764804,4.198480531902895,1.2187740547882402,0.4743416490252569,0.0,0.0,0.0"
ChiChainDescriptor,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
AtomCountDescriptor,22
BondCountDescriptor,6
SmallRingDescriptor,"0,0,0,0,0,0,0,0,0,0,0"
ChiClusterDescriptor,"1.5606601717798212,0.35355339059327373,0.0,0.0,2.2071067811865475,0.5,0.0,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,0,0,2,0,0,0"
ZagrebIndexDescriptor,28.0
LargestChainDescriptor,5
MannholdLogPDescriptor,1.6799999999999997
WeightedPathDescriptor,"13.448985386504598,1.6811231733130747,6.528490257669732,2.373160171779821,3.1553300858899105"
FractionalPSADescriptor,0.11053081898130825
WienerNumbersDescriptor,"7.000000039E9,4.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"0.75,1.0,0.25,1.0606601717798212,0.8278950396185306,0.15811388300841897"
FractionalCSP3Descriptor,1.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,0
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"10.88888888888889,3.9375,11.25"
AromaticAtomsCountDescriptor,0
AromaticBondsCountDescriptor,0
FragmentComplexityDescriptor,344.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,1.0
AutocorrelationDescriptorMass,"52.39254012813283,6.996819709854345,8.49827391031301,4.553461597066616,3.996275931397695"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.20663751209642012,-0.12325535408795996,-0.0419475711847097,0.11212356056513526,-0.05023939134067566"
EccentricConnectivityIndexDescriptor,-884901900
AutocorrelationDescriptorPolarizability,"301.97633089062515,284.3616576562502,328.1462579648441,144.1739955937501,76.08173987109379"
