DLiP-ID,C001RV
AATSC8s,0.15645633503699052
AATSC8v,-8.664239844527835
ATS0are,427.07489999999996
ATS1are,435.57500000000005
ATS2are,725.6289999999999
ATS3are,982.828
ATS4are,1032.886
ATS5are,978.5200000000001
ATS6are,795.786
ATS7are,592.2260000000001
ATS8are,548.7579999999999
ATSC0dv,260.98550724637687
ATSC0pe,9.62909855072463
ATSC0se,6.77303524637681
ATSC1dv,49.449275362318836
ATSC1pe,-0.8821420289854944
ATSC1se,-0.6521191884057991
ATSC2dv,-3.496954421340055
ATSC2pe,2.5581995799201915
ATSC2se,2.306410274312119
ATSC3dv,-61.40075614366729
ATSC3pe,-1.4149705103969699
ATSC3se,-0.29453121613106487
ATSC4dv,74.65952530980886
ATSC4pe,3.3045558076034354
ATSC4se,2.646679860533504
ATSC5dv,160.7153959252258
ATSC5pe,6.8801179164041075
ATSC5se,5.881083461457677
ATSC6dv,96.9857172862844
ATSC6pe,4.562831905061936
ATSC6se,3.5150925326612152
ATSC7dv,-31.050199537912214
ATSC7pe,0.06871526990125845
ATSC7se,0.264754896870417
ATSC8dv,-30.9355177483722
ATSC8pe,0.4108847090947034
ATSC8se,0.8193852661205766
AXp-0dv,0.5764198991607814
AXp-1dv,0.333978742780539
AXp-2dv,0.18814728493473992
AXp-3dv,0.11517145441008295
AXp-4dv,0.06890077463802009
AXp-5dv,0.041549783624651754
AXp-6dv,0.030121949749188415
AXp-7dv,0.02096449825718015
BertzCT,809.7325728708707
ECIndex,6800000000
GATS1dv,0.6362727676588182
GATS1pe,0.8296690677020954
GATS1se,0.8453763174000689
GATS2dv,0.9130320610801977
GATS2pe,0.5704990447948344
GATS2se,0.49129241064253537
GATS3dv,1.048636819849614
GATS3pe,0.980374324546082
GATS3se,0.9221956446010761
GATS4dv,0.8193044581342138
GATS4pe,0.7916380389593135
GATS4se,0.7517050925475061
GATS5dv,0.6953351339418335
GATS5pe,0.730892210912591
GATS5se,0.660771884539916
GATS6dv,0.7029249989612929
GATS6pe,0.5517093091702472
GATS6se,0.44659539200735016
GATS7dv,0.813606950370066
GATS7pe,0.49443488807087316
GATS7se,0.3507258644165744
GATS8dv,0.67482674366948
GATS8pe,0.29205309148989494
GATS8se,0.10305385024732937
MATS1dv,0.18947134606841398
MATS1pe,-0.09161210930997374
MATS1se,-0.09628167648391404
MATS2dv,-0.007835030005496615
MATS2pe,0.15535165173037213
MATS2se,0.19912248879858982
MATS3dv,-0.10020546423811637
MATS3pe,-0.0625886859111392
MATS3se,-0.01852175226931244
MATS4dv,0.11409636821656653
MATS4pe,0.13687699013225446
MATS4se,0.15585511669595803
MATS5dv,0.26067691796147857
MATS5pe,0.30246263845234644
MATS5se,0.36756613648610936
MATS6dv,0.1844699717791293
MATS6pe,0.2352248111484766
MATS6se,0.2576248292108986
MATS7dv,-0.07744461581016404
MATS7pe,0.0046452688095890175
MATS7se,0.025445084141352412
MATS8dv,-0.0817880941803643
MATS8pe,0.02944309353381891
MATS8se,0.08347451519990862
MAXaaCH,2.227865724993701
MAXaasC,1.45633205313806
MAXdssC,-1.5776388888888884
MAXsCH3,2.2688832199546485
MAXsssN,2.575277777777778
MDEC-12,0.6039324388796935
MDEC-13,3.86998698250288e-05
MDEC-14,1e-08
MDEC-22,0.0
MDEC-23,0.0
MDEC-24,1.3208663127373662e-06
MDEC-33,8.996234164269359e-05
MDEC-34,0.0023908812494750917
MDEO-11,5.065277270656926
MINaaCH,2.0887190290869944
MINaasC,1.45633205313806
MINdssC,-1.8636111111111104
MINsCH3,2.2688832199546485
MINsssN,2.575277777777778
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,135.37
TpiPC10,6.974595835900946
VAdjMat,6.087462841250339
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.06415002990995841
Xch-7dv,0.045360921162651446
Xpc-4dv,1.5281182104778688
Xpc-5dv,1.7535356258315777
Xpc-6dv,1.5248662171579797
Zagreb1,154.0
Zagreb2,166.0
fragCpx,34.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,34
nBondsS,54
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.1894913043478255
AATS1are,6.312681159420291
AATS2are,6.149398305084745
AATS3are,6.0668395061728395
AATS4are,5.970439306358381
AATS5are,6.00319018404908
AATS6are,5.725079136690647
AATS7are,5.587037735849058
AATS8are,5.4875799999999995
AATSC0dv,3.782398655744592
AATSC0pe,0.1395521529090526
AATSC0se,0.09815993110691029
AATSC1dv,0.7166561646712875
AATSC1pe,-0.012784667086746295
AATSC1se,-0.009451002730518828
AATSC2dv,-0.02963520696050894
AATSC2pe,0.021679657456950777
AATSC2se,0.019545849782306092
AATSC3dv,-0.37901701323251413
AATSC3pe,-0.008734385866647962
AATSC3se,-0.0018180939267349683
AATSC4dv,0.43155794976768125
AATSC4pe,0.019101478656667257
AATSC4se,0.015298727517534704
AATSC5dv,0.9859840240811399
AATSC5pe,0.042209312370577345
AATSC5se,0.03608026663470967
AATSC6dv,0.6977389732826216
AATSC6pe,0.03282612881339522
AATSC6se,0.025288435486771333
AATSC7dv,-0.2929264107350209
AATSC7pe,0.0006482572632194193
AATSC7se,0.0024976877063246886
AATSC8dv,-0.309355177483722
AATSC8pe,0.004108847090947034
AATSC8se,0.008193852661205765
ATSC0are,10.350481159420285
ATSC1are,-0.981736231884049
ATSC2are,3.013265553455161
ATSC3are,-1.1919456206679229
ATSC4are,3.752812455366512
ATSC5are,8.035024217601338
ATSC6are,5.043087229573597
ATSC7are,0.15352169712243308
ATSC8are,0.7608997689560781
BalabanJ,3.8483513858421915e-07
Diameter,100000000
GATS1are,0.8342954580841445
GATS2are,0.5469060414465938
GATS3are,0.9651459229280438
GATS4are,0.7771170379644564
GATS5are,0.7033171746821375
GATS6are,0.5196052189208756
GATS7are,0.4461661145154722
GATS8are,0.21528390474600903
HybRatio,0.4230769230769231
Lipinski,True
MATS1are,-0.09484933277623922
MATS2are,0.17023307778352723
MATS3are,-0.049048979879962595
MATS4are,0.14461032753779182
MATS5are,0.328615570391325
MATS6are,0.24186344332052115
MATS7are,0.009655003799351565
MATS8are,0.05072429315055142
MAXssCH2,1.2531649974804737
MAXssssC,-2.7384259259259256
MINssCH2,-1.1442129629629632
MINssssC,-2.7384259259259256
NsssssAs,0
RotRatio,0.4117647058823529
SMR_VSA1,34.809721131578286
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,51.049717748230364
SMR_VSA6,19.634269217737724
SMR_VSA7,71.7905736680101
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,378.7100000000015
mZagreb1,13.479166666666666
mZagreb2,7.916666666666665
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,60
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15000697332493168
AATSC1are,-0.014228061331652884
AATSC2are,0.025536148758094585
AATSC3are,-0.0073576890164686595
AATSC4are,0.02169255754547117
AATSC5are,0.0492946271018487
AATSC6are,0.036281203090457535
AATSC7are,0.001448317897381444
AATSC8are,0.007608997689560781
LabuteASA,200.02485305976143
PEOE_VSA1,25.326019310213297
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,67.58740788430673
PEOE_VSA7,56.44445869283575
PEOE_VSA8,0.0
PEOE_VSA9,12.841643245852019
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,0.0
PEOE_VSA11,5.601050810983688
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,68.46925520279025
SlogP_VSA3,27.225254798067482
SlogP_VSA4,0.0
SlogP_VSA5,43.73392667478865
SlogP_VSA6,60.6636706846161
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
EState_VSA1,36.350609920691255
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,6.544756405912575
EState_VSA5,49.89970228692319
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,72.48731761515721
EState_VSA9,20.426109579362823
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),135.37
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,92.08333333333333
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,14.383611552215466
FilterItLogS,-4.220187362773025
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.5588235294117647
MDEDescriptor,"0.0,0.4739420028794026,9.720967797300269E-6,1.000000001E-9,0.0,0.0,1.683146903285132E-7,2.2597518545469636E-5,9.518269697386698E-4,0.0,5.065277270656926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,75.81175499999999
BCUTDescriptor,"11.996125656155709,16.001677403719345,-0.3780873944790981,0.31110485071796845,3.9324531250000083,9.327570413755645"
BPolDescriptor,43.116245
TPSADescriptor,135.37
ALOGPDescriptor,"1.8913000000000004,3.5770156900000014,124.68500000000002"
XLogPDescriptor,2.6909999999999994
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,473.24135273999985
ChiPathDescriptor,"25.399130457682162,16.15772150720816,14.148825438644916,9.619298871255253,7.314607483515378,4.885098064191987,2.2631520988174483,1.393950550859379,19.598276571466567,11.355277254538327,8.09033325219382,5.297886902863817,3.4450387319010063,1.9943896139832857,0.9940243417232175,0.6289349477154046"
ChiChainDescriptor,"0.0,0.0,0.0,0.20412414523193154,0.14433756729740646,0.0,0.0,0.0,0.06415002990995841,0.045360921162651446"
AtomCountDescriptor,69
BondCountDescriptor,34
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.5201300089796033,0.14433756729740646,0.5525858577612696,0.14433756729740646,0.9634764166196877,0.05590169943749474,0.051689286688863204,0.010206207261596576"
RuleOfFiveDescriptor,1
CarbonTypesDescriptor,"0,0,3,10,2,4,6,1,0"
ZagrebIndexDescriptor,154.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.4400000000000004
WeightedPathDescriptor,"66.3495321076339,1.9514568266951149,20.095322247919125,16.754366295774638,3.340955952144486"
FractionalPSADescriptor,0.2860485441862319
WienerNumbersDescriptor,"2.73000001155E11,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.260212176313257,5.761547804149645,6.791791528683083,1.5281182104778688,1.75353562583158,1.3635205361618465"
FractionalCSP3Descriptor,0.4230769230769231
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,9,0,0,10,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,6
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,3
KappaShapeIndicesDescriptor,"32.029411764705884,18.275824770146023,15.001890359168241"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,3639.08
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.4230769230769231
AutocorrelationDescriptorMass,"39.7812635500631,36.823189639469284,48.81078070035725,45.20222170876842,43.41534373411544"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,14
AutocorrelationDescriptorCharge,"0.7962204080441072,-0.26334659187361437,0.028050055880090914,-0.06744314688190667,-0.34506730437963656"
EccentricConnectivityIndexDescriptor,-719476804
AutocorrelationDescriptorPolarizability,"1723.78432031109,1864.73656846321,2266.648793451733,2065.100182378467,1681.0377544173195"
