DLiP-ID,C004RE
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,91.12
TpiPC10,3.8066624897703196
VAdjMat,3.807354922057604
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.0
Xch-7dv,0.0
Xpc-4dv,0.3642499189555918
Xpc-5dv,0.2846539824145796
Xpc-6dv,0.15618743776325028
Zagreb1,30.0
Zagreb2,31.0
fragCpx,23.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,0
nBondsD,1
nBondsM,1
nBondsO,7
nBondsS,16
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,0
AATS0are,6.383547368421054
AATS1are,6.507470588235295
AATS2are,6.422692307692308
AATS3are,6.4102344827586215
AATS4are,6.6033928571428575
AATS5are,5.8034444444444455
AATS6are,4.980250000000001
AATS7are,4.840000000000001
AATSC0dv,3.9770185698163525
AATSC0pe,0.17915678670360102
AATSC0se,0.13247487534626037
AATSC1dv,1.4759111400793004
AATSC1pe,-0.02999579599152693
AATSC1se,-0.027915042528922903
AATSC2dv,0.6545353862990058
AATSC2pe,0.011330662689111391
AATSC2se,0.006515351374387389
AATSC3dv,-0.6581594808423221
AATSC3pe,0.022491307670264554
AATSC3se,0.01305411194956538
AATSC4dv,-2.8157125269313634
AATSC4pe,-0.1017088543727741
AATSC4se,-0.06252341669964377
AATSC5dv,-0.5605504447712307
AATSC5pe,-0.03582754693751906
AATSC5se,-0.012694992305324766
AATSC6dv,1.6747033275195782
AATSC6pe,0.07202545013850456
AATSC6se,0.03950213123268684
AATSC7dv,1.9047228206969666
AATSC7pe,0.10172742382271512
AATSC7se,0.05836038781163416
ATSC0are,3.336052631578946
ATSC1are,-0.40562603878116327
ATSC2are,0.4305700831024931
ATSC3are,0.7370775623268694
ATSC4are,-3.0592249307479213
ATSC5are,-0.6865656509695286
ATSC6are,1.0628819944598331
ATSC7are,0.2550548476454292
ATSC8are,0.0
BalabanJ,0.0
Diameter,100000000
GATS1are,0.9262655387942037
GATS2are,0.957251776384852
GATS3are,0.8950832487834336
GATS4are,2.1663519985575683
GATS5are,0.941876626962215
GATS6are,0.044311351266072364
GATS7are,0.0
HybRatio,0.75
Lipinski,True
MATS1are,-0.1358931645546126
MATS2are,0.09431726749230894
MATS3are,0.1447557754608536
MATS4are,-0.6222631537429991
MATS5are,-0.21723523791994243
MATS6are,0.3783430622386999
MATS7are,0.48420919775972215
MAXssCH2,0.32606481481481486
MAXsssCH,-0.5802469135802473
MINssCH2,0.32606481481481486
MINsssCH,-0.5802469135802473
NsssssAs,0
RotRatio,0.2857142857142857
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,6.041840829147961
SMR_VSA6,12.862651148024323
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,124.09000000000007
mZagreb2,2.111111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,1
nBondsKS,16
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.17558171745152348
AATSC1are,-0.02386035522242137
AATSC2are,0.01656038781163435
AATSC3are,0.025416467666443773
AATSC4are,-0.10925803324099718
AATSC5are,-0.03814253616497381
AATSC6are,0.06643012465373957
AATSC7are,0.08501828254847639
LabuteASA,65.75719531353388
PEOE_VSA1,10.470530430962235
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,12.628789148012991
PEOE_VSA5,12.407033161179976
PEOE_VSA6,0.0
PEOE_VSA7,0.0
PEOE_VSA8,5.752853606746789
PEOE_VSA9,7.109797541277533
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,0
nAromBond,0
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,24.873797265124132
SlogP_VSA3,9.53140013787187
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,0.0
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,9
EState_VSA1,12.011146117099809
EState_VSA2,12.407033161179976
EState_VSA3,5.752853606746789
EState_VSA4,0.0
EState_VSA5,7.109797541277533
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,17.36565210181304
EState_VSA9,5.733667477162185
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),52.32
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,20.439228395061726
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,4.794537184071822
FilterItLogS,-0.7796233389416751
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.0
MDEDescriptor,"0.0,0.25,0.8164965809277259,0.0,0.0,1.4142135623730951,0.0,1.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,21.491929999999996
BCUTDescriptor,"11.99853728659623,34.96885334449068,-0.3193271935541549,0.2790414883912291,2.729997364893079,8.430936602866302"
BPolDescriptor,15.84607
TPSADescriptor,91.12
ALOGPDescriptor,"-0.37319999999999975,0.1392782399999998,32.9371"
XLogPDescriptor,0.424
VAdjMaDescriptor,3.807354922057604
WeightDescriptor,171.01207732
ChiPathDescriptor,"6.568914100752346,3.718744015013406,2.7710643493131504,2.2593056225097894,0.804737854124365,0.16666666666666666,0.0,0.0,6.744689558384987,2.7954366373702495,1.6773753687600608,1.0940229384551332,0.3749815128272895,0.11180339887498948,0.0,0.0"
ChiChainDescriptor,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
AtomCountDescriptor,19
BondCountDescriptor,7
SmallRingDescriptor,"0,0,0,0,0,0,0,0,0,0,0"
ChiClusterDescriptor,"0.47140452079103173,0.0,0.16666666666666666,0.0,0.16596365263022675,0.0,0.019641855032959652,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,0,0,1,1,0,0"
ZagrebIndexDescriptor,30.0
LargestChainDescriptor,6
MannholdLogPDescriptor,1.3499999999999999
WeightedPathDescriptor,"15.491605750444002,1.7212895278271114,10.87664419755979,5.077950154067383,2.417403372780189"
FractionalPSADescriptor,0.5328278647214786
WienerNumbersDescriptor,"8.00000006E9,8.0"
AminoAcidCountDescriptor,"1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.2761423749153968,1.1380711874576983,0.6666666666666666,0.36424991895559183,0.2846539824145795,0.15618743776325025"
FractionalCSP3Descriptor,0.75
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,3
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"11.755102040816327,6.125,4.5"
AromaticAtomsCountDescriptor,0
AromaticBondsCountDescriptor,0
FragmentComplexityDescriptor,217.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.75
AutocorrelationDescriptorMass,"24.749621318657162,9.832243069131122,11.440802060719951,13.886439601106057,9.278980836484948"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.3428818924673118,-0.1748994848744823,-0.008262776428076199,-0.01420558819759065,0.04073582818229404"
EccentricConnectivityIndexDescriptor,1115098098
AutocorrelationDescriptorPolarizability,"348.0488862832033,330.10577005078136,345.4600086406251,287.3582722070314,132.30585617187506"
