DLiP-ID,C003CQ
GATS6dv,1.1572086042176857
GATS6pe,0.6818341775291373
GATS6se,0.36798010420926563
GATS7dv,1.0345241813899082
GATS7pe,0.31923962689758967
GATS7se,0.17898334864766122
GATS8dv,0.10312311742787661
GATS8pe,0.4745403159824761
GATS8se,0.31132277849085355
MATS1dv,0.2772340935475956
MATS1pe,0.12436455611283855
MATS1se,0.056601256906432806
MATS2dv,-0.062128714942323575
MATS2pe,0.07370610819374059
MATS2se,0.07576073117610381
MATS3dv,-0.14078013788794938
MATS3pe,-0.019594080824609856
MATS3se,0.010332306531261833
MATS4dv,-0.006927865414221642
MATS4pe,-0.00322887463067021
MATS4se,0.007897595777488664
MATS5dv,-0.013151889722094318
MATS5pe,-7.623369294530819e-06
MATS5se,0.012971307076265294
MATS6dv,-0.034748173283169606
MATS6pe,-0.07234610314884216
MATS6se,-0.014991051092720442
MATS7dv,-0.3337487608890364
MATS7pe,-0.06827680860095077
MATS7se,0.012028271513098487
MATS8dv,0.24333430018518948
MATS8pe,-0.23402239663483906
MATS8se,-0.06913294632987926
MAXdssC,0.3306453136810279
MDEC-22,4.130851920890754
MDEC-23,13.183585727331508
MDEC-33,7.331459295448271
MINdssC,0.3306453136810279
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,41.32000000000001
TpiPC10,6.240275845170769
VAdjMat,5.0
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.2926435951945342
Xch-6dv,0.5438660936569544
Xch-7dv,0.9848309505830791
Xpc-4dv,2.1118727577563097
Xpc-5dv,3.836046471506668
Xpc-6dv,5.317267399640908
Zagreb1,80.0
Zagreb2,98.0
fragCpx,46.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,3
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,0
nBondsD,1
nBondsM,1
nBondsO,16
nBondsS,30
nBondsT,0
nFARing,1
nFHRing,0
nFaRing,0
nHetero,4
naHRing,0
AATS0are,5.544510000000001
AATS1are,6.038709677419354
AATS2are,5.909118750000003
AATS3are,5.611562499999999
AATS4are,5.503733333333332
AATS5are,5.513757575757574
AATS6are,5.5292972972972985
AATS7are,5.614857142857143
AATS8are,5.368000000000001
AATSC0dv,2.459204389574759
AATSC0pe,0.14707566666666658
AATSC0se,0.20683383222222224
AATSC1dv,0.6817752997920264
AATSC1pe,0.018290999999999794
AATSC1se,0.011707054874552019
AATSC2dv,-0.15278720850480104
AATSC2pe,0.010840374999999854
AATSC2se,0.015669882361111137
AATSC3dv,-0.34620713305898493
AATSC3pe,-0.0028818125000000423
AATSC3se,0.0021370705555555807
AATSC4dv,-0.017037037037037017
AATSC4pe,-0.00047488888888890803
AATSC4se,0.001633490000000021
AATSC5dv,-0.0323431849357775
AATSC5pe,-1.121212121239316e-06
AATSC5se,0.00268290515151518
AATSC6dv,-0.08545286026767505
AATSC6pe,-0.010640351351351387
AATSC6se,-0.0031006565465465014
AATSC7dv,-0.8207564177934549
AATSC7pe,-0.01004185714285723
AATSC7se,0.002487853492063548
AATSC8dv,0.59840877914952
AATSC8pe,-0.034419000000000026
AATSC8se,-0.014299032222222143
ATSC0are,3.9804966666666655
ATSC1are,0.47995677777777446
ATSC2are,0.446000444444439
ATSC3are,-0.18976933333333618
ATSC4are,-0.10321000000000136
ATSC5are,-0.028239333333334435
ATSC6are,-0.3791492222222228
ATSC7are,-0.09495844444444479
ATSC8are,-0.11487911111111083
BalabanJ,8.533330037334649e-07
Diameter,100000000
GATS1are,0.3944993193830379
GATS2are,0.5121039648318593
GATS3are,0.48407746855710626
GATS4are,0.4873043481173622
GATS5are,0.519766872399584
GATS6are,0.7389095566031609
GATS7are,0.18734201989390392
GATS8are,0.20982306228117228
HybRatio,0.9090909090909091
Lipinski,True
MATS1are,0.11668752418884053
MATS2are,0.052521764453179
MATS3are,-0.014898371141289965
MATS4are,-0.008642975039128399
MATS5are,-0.0032247384386859036
MATS6are,-0.07723113823022643
MATS7are,-0.05111984709254417
MATS8are,-0.10822686281192692
MAXssCH2,1.4691217876039304
MAXsssCH,1.0264285714285712
MINssCH2,1.224814814814815
MINsssCH,0.3790277777777775
NsssssAs,0
RotRatio,0.0625
SMR_VSA1,56.12139786008668
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,23.671624184645573
SMR_VSA5,38.20807450237835
SMR_VSA6,0.0
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,217.27999999999966
mZagreb2,2.9444444444444446
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,1
nBondsKS,30
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13268322222222217
AATSC1are,0.015482476702508853
AATSC2are,0.006968756944444359
AATSC3are,-0.0019767638888889185
AATSC4are,-0.0011467777777777928
AATSC5are,-0.00042786868686870355
AATSC6are,-0.010247276276276291
AATSC7are,-0.006782746031746056
AATSC8are,-0.014359888888888854
LabuteASA,144.92113554668398
PEOE_VSA1,29.583525544859736
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.4208216229260096
PEOE_VSA7,49.354910676349604
PEOE_VSA8,4.382659644159314
PEOE_VSA9,6.103966387748303
n10AHRing,0
n10FARing,1
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,0
nAromBond,0
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,51.38453490628663
SlogP_VSA2,10.486626031907615
SlogP_VSA3,17.36565210181304
SlogP_VSA4,23.671624184645573
SlogP_VSA5,32.10410811463005
SlogP_VSA6,0.0
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,15
EState_VSA1,0.0
EState_VSA2,51.38453490628663
EState_VSA3,10.486626031907615
EState_VSA4,23.671624184645573
EState_VSA5,32.10410811463005
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,29.583525544859736
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),9.23
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.3306453136810279
VSA_EState9,16.61526455026455
nBridgehead,2
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-1.632612460222596
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.6666666666666666
MDEDescriptor,"0.0,0.0,0.0,0.0,4.130851920890754,13.183585727331508,0.0,7.331459295448271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,79.363895
BPolDescriptor,20.594104999999995
TPSADescriptor,41.32000000000001
XLogPDescriptor,3.046
VAdjMaDescriptor,5.0
WeightDescriptor,266.0201389
ChiPathDescriptor,"9.706742302257043,6.7540201954234895,6.543580433421208,5.340367055641812,5.0866811464039685,3.692611324963753,2.810516601716159,1.9427951299603694,9.624323381386018,6.369544401264602,5.93312604921436,4.789514957781044,4.487870599144859,3.1167263359825474,2.2705053553086825,1.4922968413466124"
ChiChainDescriptor,"0.0,0.0,0.2926435951945342,0.5726237653350122,1.064792297458147,0.0,0.0,0.2926435951945342,0.5438660936569544,0.9848309505830789"
AtomCountDescriptor,30
BondCountDescriptor,16
SmallRingDescriptor,"4,0,1,0,0,0,3,1,0,0,0"
ChiClusterDescriptor,"1.1498299142610593,0.0,0.24719387459906544,0.0,0.9384012439078917,0.0,0.21843620292100757,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,0,0,0,6,4,0"
ZagrebIndexDescriptor,80.0
LargestChainDescriptor,8
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"29.966533617838476,1.9977689078558984,8.797902173734707,2.9843644073352182,0.0"
FractionalPSADescriptor,0.15532658606547328
WienerNumbersDescriptor,"1.4000000271E10,17.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.403842339289226,4.4383306208865365,5.7888813453894405,2.1025126900414066,3.8209038439666285,4.741930241238726"
FractionalCSP3Descriptor,0.9090909090909091
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,4
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"11.484375,4.107638888888889,1.7439446366782008"
AromaticAtomsCountDescriptor,0
AromaticBondsCountDescriptor,0
FragmentComplexityDescriptor,751.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.9090909090909091
AutocorrelationDescriptorMass,"37.626819074102215,20.003754363371094,35.90473589601964,21.335846340503657,21.343324772477057"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,2
EccentricConnectivityIndexDescriptor,1935228896
AutocorrelationDescriptorPolarizability,"1162.462942690918,1392.2032815507814,2038.3020016760258,1422.7417561484378,1130.7764501875001"
