DLiP-ID,C001BF
GATS1pe,0.7369000682283303
GATS1se,0.7883226944236236
GATS2dv,1.0122375596232085
GATS2pe,0.9023455607439671
GATS2se,0.8674265209045039
GATS3dv,1.0824599850987513
GATS3pe,1.1031475895471952
GATS3se,1.0658237579626786
GATS4dv,0.8867035583957236
GATS4pe,0.797274513747374
GATS4se,0.7744714734535498
GATS5dv,1.1134026870230587
GATS5pe,1.0614054595038571
GATS5se,1.0752818042166032
GATS6dv,1.1653496257892426
GATS6pe,1.0330479672085742
GATS6se,1.0190199370367656
GATS7dv,1.1050530889684593
GATS7pe,0.9481394643043202
GATS7se,0.8526486203551457
GATS8dv,0.9212081755726499
GATS8pe,0.6144713110748725
GATS8se,0.5315114481431421
MATS1dv,0.3011893067221949
MATS1pe,-0.012265850396336047
MATS1se,-0.06477942751079091
MATS2dv,0.043702438744176224
MATS2pe,0.058383304714797045
MATS2se,0.07992739087872672
MATS3dv,-0.023517594498491372
MATS3pe,-0.14675260061320317
MATS3se,-0.14378001864008783
MATS4dv,0.07703820276418746
MATS4pe,0.022142395025890674
MATS4se,0.00046811509423784676
MATS5dv,-0.04454832200644596
MATS5pe,-0.07166807609456818
MATS5se,-0.09529140552839724
MATS6dv,-0.10971326982051853
MATS6pe,-0.05252628068907297
MATS6se,-0.04534325717932011
MATS7dv,-0.09413554551645564
MATS7pe,-0.026542820004749088
MATS7se,0.031250716978738234
MATS8dv,0.005807265598421858
MATS8pe,0.15945894584023754
MATS8se,0.17314978712191018
MAXaaCH,2.023779634149854
MAXaasC,1.0378003671879936
MAXdssC,0.03127459162677426
MAXsCH3,1.7588068897050455
MAXssNH,2.7296106212610542
MAXsssN,2.255600168480309
MDEC-12,1.6167206724156316
MDEC-13,1.0276518217225226
MDEC-22,17.779166010028717
MDEC-23,22.866407238421477
MDEC-33,7.172670442283093
MDEN-23,0.3535533905932738
MDEN-33,0.25
MDEO-11,0.12499999999999997
MDEO-12,0.6475445426291286
MDEO-22,0.07692307692307693
MINaaCH,1.826462450338262
MINaasC,0.59551888881254
MINdssC,-0.5078642646057527
MINsCH3,1.7588068897050455
MINssNH,2.7296106212610542
MINsssN,1.7757412131519275
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,96.41
TpiPC10,8.79747765641727
VAdjMat,6.044394119358453
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.1317102452968489
Xch-7dv,0.22714062362198356
Xpc-4dv,1.9845775597691733
Xpc-5dv,2.9256193316536936
Xpc-6dv,4.305837026315143
Zagreb1,156.0
Zagreb2,183.0
fragCpx,159.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,2
n6FRing,0
n6HRing,2
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,33
nBondsS,45
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,9
naHRing,0
AATS0are,6.220652631578948
AATS1are,6.395423728813559
AATS2are,6.392245098039216
AATS3are,6.213166412213742
AATS4are,6.107434586466167
AATS5are,6.137106474820142
AATS6are,6.218153846153847
AATS7are,6.157014062499999
AATS8are,6.017546825396827
AATSC0dv,3.9922711261584762
AATSC0pe,0.12702277623884264
AATSC0se,0.08821772176054168
AATSC1dv,1.2024293727347077
AATSC1pe,-0.0015580423702729132
AATSC1se,-0.005714693511954132
AATSC2dv,0.17447198434108424
AATSC2pe,0.007416009450871832
AATSC2se,0.007051012329585571
AATSC3dv,-0.09388861347303054
AATSC3pe,-0.01864092275015915
AATSC3se,-0.012683945679116765
AATSC4dv,0.3075573925066077
AATSC4pe,0.002812588488765774
AATSC4se,4.1296047135384116e-05
AATSC5dv,-0.17784897966514449
AATSC5pe,-0.009103477993228684
AATSC5se,-0.008406390699075091
AATSC6dv,-0.43800511926089025
AATSC6pe,-0.006672033998626758
AATSC6se,-0.004000078845561946
AATSC7dv,-0.3758146203105229
AATSC7pe,-0.00337154268621112
AATSC7se,0.002756867055247765
AATSC8dv,0.023184178770513007
AATSC8pe,0.020254917996746225
AATSC8se,0.015274879743217696
ATSC0are,7.3690877192982445
ATSC1are,-0.09681711295782991
ATSC2are,1.0632851338873557
ATSC3are,-2.6925068636503493
ATSC4are,0.4993847953216374
ATSC5are,-1.8280174207448434
ATSC6are,-0.6015263773468724
ATSC7are,-0.4926215450907949
ATSC8are,2.751506094182823
BalabanJ,2.7224956200823955e-06
Diameter,100000000
GATS1are,0.767672238855548
GATS2are,0.9554831593668135
GATS3are,1.17610381961443
GATS4are,0.8270937391378873
GATS5are,1.1491199168996047
GATS6are,1.0801662706707487
GATS7are,1.0026194430622941
GATS8are,0.6273202265826741
HybRatio,0.36363636363636365
Lipinski,True
MATS1are,-0.012692911319322498
MATS2are,0.08063260662970875
MATS3are,-0.15898152290038148
MATS4are,0.029043222619994247
MATS5are,-0.10172475659190953
MATS6are,-0.03579088631907642
MATS7are,-0.029769021642089395
MATS8are,0.16891221746603866
MAXssCH2,0.8511052677881682
MINssCH2,0.2977700127086851
NsssssAs,0
RotRatio,0.15151515151515152
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,23.135525773652184
SMR_VSA6,49.671613446133286
SMR_VSA7,42.46456947923127
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,335.87000000000114
mZagreb2,6.722222222222223
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,2
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,51
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.12928224068944288
AATSC1are,-0.0016409680162344053
AATSC2are,0.010424364057719173
AATSC3are,-0.020553487508781294
AATSC4are,0.0037547728971551683
AATSC5are,-0.013151204465790241
AATSC6are,-0.004627125979591327
AATSC7are,-0.0038486058210218353
AATSC8are,0.02183734995383193
LabuteASA,192.02212362349937
PEOE_VSA1,9.473725907600098
PEOE_VSA2,19.911145249779107
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,23.894619086314336
PEOE_VSA7,37.255572541998674
PEOE_VSA8,41.53344406638284
PEOE_VSA9,31.19541844290588
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,10.216698334856808
SlogP_VSA2,56.35524464241687
SlogP_VSA3,14.268263091671919
SlogP_VSA4,0.0
SlogP_VSA5,13.344558822616634
SlogP_VSA6,52.255536430266815
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
EState_VSA1,6.093240070938415
EState_VSA2,18.314212890531483
EState_VSA3,38.4736101970609
EState_VSA4,34.255252312227825
EState_VSA5,0.0
EState_VSA6,23.58553187993222
EState_VSA7,42.46456947923127
EState_VSA8,10.216698334856808
EState_VSA9,9.473725907600098
GhoseFilter,True
SlogP_VSA10,21.85669600812251
SlogP_VSA11,0.0
TopoPSA(NO),71.11
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,65.87712712181599
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
EState_VSA10,9.589074368143644
FilterItLogS,-5.25590966621982
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.7419354838709677
MDEDescriptor,"0.0,1.6167206724156316,1.0276518217225226,0.0,17.779166010028717,22.866407238421477,0.0,7.172670442283093,0.0,0.0,0.12499999999999997,0.6475445426291286,0.07692307692307693,0.0,0.0,0.0,0.0,0.3535533905932738,0.25"
APolDescriptor,67.64461799999997
BCUTDescriptor,"11.998530908559276,34.96885433089524,-0.3781382312210847,0.3417817406608581,2.7299937261521627,12.187796157123998"
BPolDescriptor,41.491381999999994
TPSADescriptor,96.41
ALOGPDescriptor,"3.335700000000001,11.126894490000007,115.6929"
XLogPDescriptor,2.8
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,463.1332552
ChiPathDescriptor,"20.924074484064487,14.652198343190413,12.812675153793498,10.648093155394484,9.269784295025392,7.805725553798465,5.3837796679969,4.224946177395611,18.968109448271765,10.948690714854308,8.114699748603783,6.173017522709024,4.614960647479445,3.5229134573654948,2.164650256622102,1.4506396080637403"
ChiChainDescriptor,"0.0,0.0,0.0,0.2987977088559277,0.46920482597477103,0.0,0.0,0.0,0.1317102452968489,0.22714062362198356"
AtomCountDescriptor,57
BondCountDescriptor,33
SmallRingDescriptor,"4,3,2,1,0,0,0,4,0,0,0"
ChiClusterDescriptor,"1.649235656874545,0.0,0.3053720259450958,0.0,0.8862181403495583,0.0,0.1396993847451204,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,12,0,7,1,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"62.839688366794846,2.027086721509511,25.190956023378654,10.9443368458316,10.043593884450274"
FractionalPSADescriptor,0.20816902892962455
WienerNumbersDescriptor,"3.000000247E10,48.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.8280559916875223,6.7014760509148505,10.206522103828204,1.9845775597691728,2.925619331653693,3.9356466877403102"
FractionalCSP3Descriptor,0.36363636363636365
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,7,0,0,7,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.619834710743802,12.459259259259259,6.533333333333333"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2551.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.36363636363636365
AutocorrelationDescriptorMass,"49.01851999229201,39.66157773734492,57.10418188528741,60.83424694772007,57.26842531732594"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.7731549175995046,-0.5194536002445558,0.08345770063094798,0.02604245157658167,0.1706457060062823"
EccentricConnectivityIndexDescriptor,1575490494
AutocorrelationDescriptorPolarizability,"2325.8247586731804,2764.869507404191,3934.131898082585,4234.585280401012,3894.9422358848724"
