DLiP-ID,C001ZW
GATS2dv,1.147216840820685
GATS2pe,0.8723531786624525
GATS2se,0.857293866166653
GATS3dv,1.142213269912149
GATS3pe,1.1934206020197984
GATS3se,1.1031999238122316
GATS4dv,0.91414244527496
GATS4pe,0.8954191863965376
GATS4se,0.8825995587004598
GATS5dv,1.0383555792845702
GATS5pe,0.9295268796761352
GATS5se,0.9820502655868363
GATS6dv,1.2451525406627963
GATS6pe,1.5506582857521287
GATS6se,1.6430594243753698
GATS7dv,1.1637373198077952
GATS7pe,1.216013116246461
GATS7se,1.282565390392693
GATS8dv,1.355627821191089
GATS8pe,1.1341105836598868
GATS8se,1.084256615495197
MATS1dv,0.30349172450613987
MATS1pe,-0.06315103193587503
MATS1se,-0.07340956760503148
MATS2dv,-0.0345270601566842
MATS2pe,-0.0020034677819520718
MATS2se,-0.03435503464053112
MATS3dv,-0.032980876571373136
MATS3pe,-0.08703352601991685
MATS3se,-0.009142536880620679
MATS4dv,0.14567261078483712
MATS4pe,0.11233626862557387
MATS4se,0.09668392859592743
MATS5dv,0.035573182823583224
MATS5pe,0.05931973293432731
MATS5se,-0.002007183840566718
MATS6dv,-0.05864010324924016
MATS6pe,-0.19205431310380872
MATS6se,-0.19072191515069792
MATS7dv,0.05106475478605748
MATS7pe,0.02196279900070866
MATS7se,-0.010927162792578009
MATS8dv,-0.21170703295636562
MATS8pe,-0.11665966355458869
MATS8se,-0.08025454499375537
MAXaaCH,2.02208734761942
MAXaasC,1.1415984764396425
MAXdssC,0.04792535378348872
MAXsCH3,2.04293806316041
MAXssNH,3.2368138020520014
MDEC-11,1.5000000000000004
MDEC-12,4.094453241619755
MDEC-13,1.992309951710222
MDEC-14,3.0
MDEC-22,17.7947326316094
MDEC-23,17.780008246020817
MDEC-24,1.5532212832564571
MDEC-33,3.3416253097913438
MDEC-34,0.7762459742868165
MDEO-11,0.14285714285714285
MDEO-12,0.5773502691896258
MINaaCH,1.7774377598261526
MINaasC,0.5281206958091882
MINdssC,0.04792535378348872
MINsCH3,2.04293806316041
MINssNH,3.2368138020520014
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,58.559999999999995
TpiPC10,7.524274487932141
VAdjMat,5.754887502163468
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05985279273275698
Xch-7dv,0.04790957976087747
Xpc-4dv,1.328243393316741
Xpc-5dv,1.4375041140565359
Xpc-6dv,1.6289302639682728
Zagreb1,126.0
Zagreb2,138.0
fragCpx,27.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,27
nBondsS,44
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,0
AATS0are,5.910242105263158
AATS1are,6.154035087719299
AATS2are,6.017632653061224
AATS3are,6.048712121212122
AATS4are,5.751713333333333
AATS5are,5.836230158730159
AATS6are,6.049921259842521
AATS7are,5.8866587301587305
AATS8are,5.959828282828283
AATSC0dv,3.202694846277487
AATSC0pe,0.10296294244382882
AATSC0se,0.06856048261003385
AATSC1dv,0.9719913819636811
AATSC1pe,-0.006502216066481896
AATSC1se,-0.005032995383194865
AATSC2dv,-0.11057963762092524
AATSC2pe,-0.0002062829379211966
AATSC2se,-0.002355397755039244
AATSC3dv,-0.10562768342085066
AATSC3pe,-0.008961227930272177
AATSC3se,-0.0006268167408153871
AATSC4dv,0.4665449198043841
AATSC4pe,0.011566472760849456
AATSC4se,0.006628696805170837
AATSC5dv,0.1139300492947768
AATSC5pe,0.00610773424790044
AATSC5se,-0.0001376134927963154
AATSC6dv,-0.1878063564615212
AATSC6pe,-0.01977447718619654
AATSC6se,-0.013075986547041774
AATSC7dv,0.1635448269797299
AATSC7pe,0.0022613544094153473
AATSC7se,-0.0007491715546175535
AATSC8dv,-0.6780330233700502
AATSC8pe,-0.01201162222408755
AATSC8se,-0.005502290336420544
ATSC0are,5.6774842105263135
ATSC1are,-0.28905263157894256
ATSC2are,-0.09987811634348548
ATSC3are,-0.7812686980609328
ATSC4are,1.7144626038781128
ATSC5are,0.5312770083102492
ATSC6are,-2.553927977839326
ATSC7are,0.11169806094183024
ATSC8are,-1.0570831024930705
BalabanJ,3.6449946499581842e-06
Diameter,100000000
GATS1are,0.8586110848454621
GATS2are,0.9482771544210913
GATS3are,1.2803451536619117
GATS4are,0.9677957929228599
GATS5are,1.0233366685557332
GATS6are,1.7214489464326312
GATS7are,1.3555143133366254
GATS8are,1.2169246889777294
HybRatio,0.4090909090909091
Lipinski,True
MATS1are,-0.05091209783428827
MATS2are,-0.010232062589256206
MATS3are,-0.05942174671003719
MATS4are,0.11475078843297883
MATS5are,0.042332059427288786
MATS6are,-0.20189420122648133
MATS7are,0.008900082028283896
MATS8are,-0.10719952392598317
MAXssCH2,0.7005310155513076
MAXsssCH,-0.6373130342714581
MAXssssC,-0.06320299900244297
MINssCH2,0.14489940439751026
MINsssCH,-0.6373130342714581
MINssssC,-0.06320299900244297
NsssssAs,0
RotRatio,0.3333333333333333
SMR_VSA1,14.637927532712578
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,45.25574648505554
SMR_VSA6,13.151638370425493
SMR_VSA7,65.72420659954848
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SsssssAs,0
VMcGowan,319.7100000000007
mZagreb2,5.763888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,50
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.09960498614958445
AATSC1are,-0.005071098799630571
AATSC2are,-0.0010191644524845456
AATSC3are,-0.00591870225803737
AATSC4are,0.011429750692520751
AATSC5are,0.004216484192938485
AATSC6are,-0.020109669116845086
AATSC7are,0.0008864925471573829
AATSC8are,-0.0106776070958896
LabuteASA,167.91017498743116
PEOE_VSA1,15.160178952647087
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,42.46456947923127
PEOE_VSA7,44.8882188506181
PEOE_VSA8,18.50450328122193
PEOE_VSA9,5.563451491696996
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,18.460360185545124
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.05365155780638
SlogP_VSA2,35.68430235176279
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,0.0
SlogP_VSA5,43.11347338946369
SlogP_VSA6,54.59730361615449
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
EState_VSA1,6.103966387748303
EState_VSA2,30.33608532444118
EState_VSA3,30.699362976745494
EState_VSA4,5.563451491696996
EState_VSA5,0.0
EState_VSA6,12.13273413692322
EState_VSA7,63.23578107830314
EState_VSA8,5.316788604006331
EState_VSA9,4.736862953800049
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
TopoPSA(NO),58.559999999999995
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,58.25000000000001
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,9.901064578912528
FilterItLogS,-6.147537521096003
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.5555555555555556
MDEDescriptor,"1.5000000000000004,4.094453241619755,1.992309951710222,3.0,17.7947326316094,17.780008246020817,1.5532212832564571,3.3416253097913438,0.7762459742868165,0.0,0.14285714285714285,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,64.40978999999996
BCUTDescriptor,"11.849999999999996,34.96885384550016,-0.3892018026771641,0.16567090000044093,2.7299943648822653,9.897534106048546"
BPolDescriptor,36.750209999999996
TPSADescriptor,58.559999999999995
ALOGPDescriptor,"3.4657999999999984,12.01176963999999,104.9269"
XLogPDescriptor,4.266
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,391.19142174
ChiPathDescriptor,"18.99335306374634,12.34915520981396,11.54891860550595,7.8711683115848095,5.854720512867248,4.921050492050468,2.6499648467950916,1.8509969157598065,17.090384864461726,9.070312939225971,7.500662893120092,3.970269190417208,2.528977463761195,1.7939747239931472,0.827136351556744,0.4929527181736324"
ChiChainDescriptor,"0.0,0.0,0.0,0.1853954059492991,0.17920687118005102,0.0,0.0,0.0,0.05985279273275698,0.04790957976087747"
AtomCountDescriptor,57
BondCountDescriptor,27
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.5919111421567025,0.35355339059327373,0.1642664266089148,0.0,1.7002137074676238,0.25,0.03784367876932762,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,11,2,5,3,1,0"
ZagrebIndexDescriptor,126.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"52.735138389050974,1.9531532736685546,12.029194635199898,8.153110519194014,2.8760841160058837"
FractionalPSADescriptor,0.14969653408944406
WienerNumbersDescriptor,"2.600000194E10,33.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.031438467583286,3.9476144170698997,5.271910236896147,1.3282433933167412,1.4375041140565352,1.529431618688454"
FractionalCSP3Descriptor,0.4090909090909091
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,9,1,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.037037037037038,12.53858024691358,9.846153846153847"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2547.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.4090909090909091
AutocorrelationDescriptorMass,"37.3963373157481,28.660731774891147,38.98937157264972,36.81875640571595,33.652574472535505"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.4339183331681472,-0.1289661157636367,-0.17678018255593503,0.002026961701367039,0.19415106945544314"
EccentricConnectivityIndexDescriptor,-1834574902
AutocorrelationDescriptorPolarizability,"1555.5393456600475,1715.3196515031282,2189.806737896931,2042.7920959977384,1828.210793415165"
