DLiP-ID,C001GY
GATS2dv,0.7826828527496724
GATS2pe,0.5195104474519499
GATS2se,0.47338383831082925
GATS3dv,1.027409522769984
GATS3pe,1.0683586162341983
GATS3se,1.0893518164582312
GATS4dv,1.1640025486387413
GATS4pe,1.1477790104089025
GATS4se,1.2394135220551017
GATS5dv,1.3683091678628323
GATS5pe,1.3123017945198319
GATS5se,1.4150222089493976
GATS6dv,1.1766265494789192
GATS6pe,1.1954269867808538
GATS6se,1.2072447745901778
GATS7dv,0.9196537045122343
GATS7pe,0.6307161706009479
GATS7se,0.5569061827328099
GATS8dv,1.0745738771185342
GATS8pe,1.1382145684690859
GATS8se,1.030538968695823
MATS1dv,0.28916816461188993
MATS1pe,-0.13375810982724382
MATS1se,-0.15835761263184847
MATS2dv,0.15214032157026533
MATS2pe,0.21801496014879593
MATS2se,0.2553487357702107
MATS3dv,0.03762410068528263
MATS3pe,-0.10614789597727801
MATS3se,-0.12916624088995837
MATS4dv,-0.05654906228189692
MATS4pe,-0.04361557102124778
MATS4se,-0.07366886006210445
MATS5dv,-0.22225284633929437
MATS5pe,-0.09047146073514345
MATS5se,-0.05471973791103555
MATS6dv,-0.20391085631845704
MATS6pe,-0.258876377334166
MATS6se,-0.2468452495831971
MATS7dv,-0.06656814372412619
MATS7pe,0.15595623018623264
MATS7se,0.18038176387772972
MATS8dv,-0.22651599999309713
MATS8pe,-0.19022456704506524
MATS8se,-0.15681127948151485
MAXaaCH,1.8958374013185522
MAXaaaC,0.6516973733938021
MAXaasC,0.7545417611489043
MAXaasN,1.5816203703703704
MAXdssC,0.0018696984966832808
MAXsNH2,5.410835537918872
MDEC-22,11.930427728954054
MDEC-23,16.908392911663217
MDEC-33,5.604225379836905
MDEN-11,0.4999999999999999
MDEN-12,0.3999999999999999
MDEN-13,0.3999999999999999
MDEN-23,0.4999999999999999
MINaaCH,1.7698442617787855
MINaaaC,0.5721556122448979
MINaasC,0.5787962962962965
MINaasN,1.5816203703703704
MINdssC,0.0018696984966832808
MINsNH2,5.410835537918872
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,110.06000000000002
TpiPC10,9.157249410120682
VAdjMat,5.584962500721156
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07235279273275698
Xch-7dv,0.07528156665298967
Xpc-4dv,1.069370063055059
Xpc-5dv,1.5196296999042531
Xpc-6dv,2.177985588002681
Zagreb1,114.0
Zagreb2,134.0
fragCpx,70.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,24
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.21081052631579
AATS1are,6.3837179487179485
AATS2are,6.313623333333334
AATS3are,6.296126315789473
AATS4are,6.337675324675325
AATS5are,6.3422897435897445
AATS6are,6.162066666666666
AATS7are,5.96508108108108
AATS8are,5.941818181818181
AATSC0dv,3.60309154953661
AATSC0pe,0.09626066481994452
AATSC0se,0.058445141274238166
AATSC1dv,1.041899370308112
AATSC1pe,-0.012875644577029645
AATSC1se,-0.009255233042119466
AATSC2dv,0.5481755069936054
AATSC2pe,0.020986265004616807
AATSC2se,0.01492389293628808
AATSC3dv,0.1355630792380564
AATSC3pe,-0.010217867036011097
AATSC3se,-0.007549139196675895
AATSC4dv,-0.20375144844212223
AATSC4pe,-0.004198463863006818
AATSC4se,-0.004305586933841777
AATSC5dv,-0.8007973525055703
AATSC5pe,-0.008708842957596415
AATSC5se,-0.0031981028126997586
AATSC6dv,-0.7347094832598063
AATSC6pe,-0.02491961218836564
AATSC6se,-0.014426905484764534
AATSC7dv,-0.2398511161207376
AATSC7pe,0.015012450400539055
AATSC7se,0.010542437673130184
AATSC8dv,-0.816157885409963
AATSC8pe,-0.01831114328884409
AATSC8se,-0.00916485738269118
ATSC0are,3.6823368421052605
ATSC1are,-0.4922930747922437
ATSC2are,1.4391628808864254
ATSC3are,-0.9871157894736841
ATSC4are,-0.411408864265928
ATSC5are,-0.6306703601108036
ATSC6are,-1.8408227146814387
ATSC7are,1.4476493074792243
ATSC8are,-1.1523955678670348
BalabanJ,1.9199983352015035e-06
Diameter,100000000
GATS1are,0.8803307513608754
GATS2are,0.5393916286949744
GATS3are,1.1683802762547808
GATS4are,1.2525247905298331
GATS5are,1.4140646015724632
GATS6are,1.2455192259682544
GATS7are,0.5915740719565951
GATS8are,1.1506292680797143
HybRatio,0.0625
Lipinski,True
MATS1are,-0.13026243823049063
MATS2are,0.2475248364406279
MATS3are,-0.1340338800875875
MATS4are,-0.05513698358059209
MATS5are,-0.0834387715715935
MATS6are,-0.2532857662849487
MATS7are,0.20187927234653869
MATS8are,-0.18018462376450148
MAXssCH2,0.36537887377173117
MINssCH2,0.36537887377173117
NsssssAs,0
RotRatio,0.125
SMR_VSA1,0.0
SMR_VSA2,5.409283605791522
SMR_VSA3,9.551078168738563
SMR_VSA4,5.733667477162185
SMR_VSA5,5.752853606746789
SMR_VSA6,0.0
SMR_VSA7,70.77551219327825
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SsssssAs,0
VMcGowan,255.51999999999975
mZagreb2,4.888888888888888
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,30
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.09690360110803317
AATSC1are,-0.012622899353647275
AATSC2are,0.023986048014773758
AATSC3are,-0.012988365650969527
AATSC4are,-0.00534297226319387
AATSC5are,-0.008085517437317995
AATSC6are,-0.02454430286241918
AATSC7are,0.019562828479448978
AATSC8are,-0.017460538907076283
LabuteASA,147.37188946871177
PEOE_VSA1,5.733667477162185
PEOE_VSA2,14.770920437654699
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,16.981450852126283
PEOE_VSA6,42.093720291699164
PEOE_VSA7,24.26546827384644
PEOE_VSA8,0.0
PEOE_VSA9,22.343164813511407
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,5.824404497999927
PEOE_VSA11,5.167651769578048
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
SlogP_VSA1,11.29293437221419
SlogP_VSA2,14.71872993831661
SlogP_VSA3,5.752853606746789
SlogP_VSA4,5.409283605791522
SlogP_VSA5,5.824404497999927
SlogP_VSA6,59.39184080022631
SlogP_VSA7,0.0
SlogP_VSA8,16.590311206764618
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
EState_VSA1,0.0
EState_VSA2,27.708369516756335
EState_VSA3,22.480183036827775
EState_VSA4,17.44927122407468
EState_VSA5,0.0
EState_VSA6,10.633466716252965
EState_VSA7,48.53093654769288
EState_VSA8,4.9839785209472085
EState_VSA9,11.142951082953708
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),84.76000000000002
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.5816203703703704
VSA_EState9,49.60237859032502
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,4.794537184071822
FilterItLogS,-4.6029077178523305
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.6956521739130435
MDEDescriptor,"0.0,0.0,0.0,0.0,11.930427728954054,16.908392911663217,0.0,5.604225379836905,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.3999999999999999,0.3999999999999999,0.0,0.4999999999999999,0.0"
APolDescriptor,49.31389499999999
BCUTDescriptor,"11.85,78.91833743808525,-0.2839219078643151,0.24563186189288022,3.8869946858564965,11.766202041370445"
BPolDescriptor,23.566104999999997
TPSADescriptor,110.06
ALOGPDescriptor,"3.9015000000000004,15.221702250000003,81.59049999999999"
XLogPDescriptor,3.9560000000000004
VAdjMaDescriptor,5.584962500721157
WeightDescriptor,390.01499432
ChiPathDescriptor,"15.526733258565956,10.664703797946448,9.509927473312725,7.709138552640296,6.672897196217695,5.632201806453751,3.779059243447623,2.94895827552488,14.62935016949782,7.680818370362732,5.691394722818954,3.929874626849959,2.7394073214128234,1.9971761697404986,1.1659378986027198,0.7751044157435009"
ChiChainDescriptor,"0.0,0.0,0.0,0.23075632711195054,0.33373875870176206,0.0,0.0,0.0,0.07235279273275698,0.07528156665298966"
AtomCountDescriptor,38
BondCountDescriptor,24
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.3478922547928038,0.0,0.3218699428968853,0.0,0.5602867246470367,0.0,0.07953251268671939,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,1,0,0,0"
ZagrebIndexDescriptor,114.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"46.01420315369252,2.000617528421414,18.07514339275704,2.6142210892285553,11.522770576238521"
FractionalPSADescriptor,0.2821942786889312
WienerNumbersDescriptor,"2.2000000973E10,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.013778336222483,5.295700060640533,8.04528457147558,1.0693700630550593,1.5196296999042522,1.9855695326272782"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.32638888888889,8.909090909090908,4.545454545454546"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1015.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"74.60023407041228,28.83493591850165,41.66548345561253,42.217097782378985,42.88509642819282"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.3280732083169601,-0.20430197930032903,0.09961902119791108,-0.05536328150112306,-0.09755698132886005"
EccentricConnectivityIndexDescriptor,755359696
AutocorrelationDescriptorPolarizability,"1724.3095504313121,2001.7416982039151,2781.1059918261417,2975.5484157402793,2735.608848252061"
