DLiP-ID,C001NO
GATS5se,1.356655336948953
GATS6dv,2.015385963966205
GATS6pe,2.480712200887252
GATS6se,3.098476363725129
GATS7dv,1.1914140560987572
GATS7pe,0.8844325876830693
GATS7se,0.7065827930968166
GATS8dv,1.0509888817501254
GATS8pe,0.7172918553496468
GATS8se,0.43202679359346785
MATS1dv,0.42350513057179995
MATS1pe,0.0707493372206315
MATS1se,0.039885366655081446
MATS2dv,0.09478822409079926
MATS2pe,-0.1457414311568209
MATS2se,-0.16248130931201132
MATS3dv,0.08828878947321706
MATS3pe,-0.15106396158961788
MATS3se,-0.08472775637746255
MATS4dv,0.22083992465746075
MATS4pe,0.22433119461855672
MATS4se,0.17388202810083567
MATS5dv,-0.09739844670690555
MATS5pe,0.1538323357707208
MATS5se,0.0775493665036274
MATS6dv,-0.5746948192664847
MATS6pe,-0.527953805599825
MATS6se,-0.4781736991624256
MATS7dv,-0.3128820128063326
MATS7pe,-0.10874766614121427
MATS7se,-0.06393300959270942
MATS8dv,-0.28066217056306525
MATS8pe,-0.09735419540541605
MATS8se,-0.03708406779809848
MAXaaCH,2.04755361866969
MAXaaaC,1.132961545729403
MAXaasC,0.8486574074074076
MAXdssC,0.23597222222222225
MAXsCH3,2.107520313681028
MDEC-11,1.5000000000000004
MDEC-12,4.608767062648529
MDEC-13,2.229006959896032
MDEC-22,11.579675131192698
MDEC-23,14.82508254045467
MDEC-33,3.965406456500188
MINaaCH,1.9308796296296296
MINaaaC,1.0614899848828423
MINaasC,0.8486574074074076
MINdssC,0.23597222222222225
MINsCH3,2.107520313681028
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,17.07
TpiPC10,8.150714206146718
VAdjMat,5.247927513443585
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.051834038994012184
Xch-7dv,0.06973230475227347
Xpc-4dv,1.4674489312692003
Xpc-5dv,1.6512939942153242
Xpc-6dv,1.8722179489006254
Zagreb1,92.0
Zagreb2,104.0
fragCpx,19.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,1
nBondsM,12
nBondsO,19
nBondsS,27
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,1
nHetero,3
naHRing,0
AATS0are,5.727153846153846
AATS1are,6.075641025641025
AATS2are,5.981289855072465
AATS3are,5.807989247311828
AATS4are,5.536347826086956
AATS5are,5.749999999999999
AATS6are,6.0459275362318845
AATS7are,5.677262295081966
AATS8are,5.522227272727272
AATSC0dv,2.9428014383000147
AATSC0pe,0.0696368178829717
AATSC0se,0.03659244181459564
AATSC1dv,1.2462915073741285
AATSC1pe,0.004926758711374066
AATSC1se,0.0014595029585798807
AATSC2dv,0.2789429221883082
AATSC2pe,-0.010148969499471193
AATSC2se,-0.005945587856959091
AATSC3dv,0.25981637664755036
AATSC3pe,-0.010519613581896452
AATSC3se,-0.0031003954953235328
AATSC4dv,0.6498880479160424
AATSC4pe,0.015621710545121913
AATSC4se,0.006362767995883712
AATSC5dv,-0.28662428905726894
AATSC5pe,0.010712394350577838
AATSC5se,0.0028377206815427373
AATSC6dv,-1.6912127407209783
AATSC6pe,-0.03676502301117685
AATSC6se,-0.017497543263871016
AATSC7dv,-0.9207496373046792
AATSC7pe,-0.007572841422273945
AATSC7se,-0.0023394649335532042
AATSC8dv,-0.8259330392093924
AATSC8pe,-0.006779436375590198
AATSC8se,-0.0013569965931504383
ATSC0are,2.637758974358973
ATSC1are,0.242051282051279
ATSC2are,-0.7347838264299835
ATSC3are,-0.753420118343197
ATSC4are,1.593885075608154
ATSC5are,0.7768155161078221
ATSC6are,-2.3173786982248563
ATSC7are,-0.3810332675871137
ATSC8are,-0.39080749506903156
BalabanJ,1.804998815350802e-06
Diameter,100000000
GATS1are,0.7571734358808856
GATS2are,1.2997704463325634
GATS3are,1.0199489779183808
GATS4are,0.7685252396188819
GATS5are,1.1516082742090468
GATS6are,2.6934941648805126
GATS7are,0.8441188102693181
GATS8are,0.6368836087283951
HybRatio,0.3125
Lipinski,True
MATS1are,0.09176398768962665
MATS2are,-0.15744903214605158
MATS3are,-0.11977984921280369
MATS4are,0.20492203568973355
MATS5are,0.13837871613289632
MATS6are,-0.49656650027822624
MATS7are,-0.09235545618210629
MATS8are,-0.08754844694929771
MAXssCH2,0.863149329176115
MAXssssN,0.8159782848324514
MINssCH2,0.5947496220710506
MINssssN,0.8159782848324514
NsssssAs,0
RotRatio,0.21052631578947367
SMR_VSA1,33.25420816702851
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.4208216229260096
SMR_VSA6,27.687772353944144
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,241.31999999999965
mZagreb2,3.8749999999999996
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,33
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.06763484549638392
AATSC1are,0.0062064431295199745
AATSC2are,-0.010649040962753384
AATSC3are,-0.00810129159508814
AATSC4are,0.0138598702226796
AATSC5are,0.009359223085636411
AATSC6are,-0.03358519852499792
AATSC7are,-0.006246447009624814
AATSC8are,-0.005921325682864115
LabuteASA,131.57784001108814
PEOE_VSA1,28.45967098295668
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,42.46456947923127
PEOE_VSA7,10.772448428929591
PEOE_VSA8,5.563451491696996
PEOE_VSA9,34.108593976870154
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,0.0
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,23.97664012526206
SlogP_VSA2,37.95404815800371
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,16.778810298694825
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
EState_VSA1,0.0
EState_VSA2,29.759885071626996
EState_VSA3,6.4208216229260096
EState_VSA4,27.363687184233786
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,42.46456947923127
EState_VSA8,21.143015948031568
EState_VSA9,0.0
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),17.07
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.8159782848324514
VSA_EState9,37.35068838183422
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,4.794537184071822
FilterItLogS,-5.888723685870626
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.5263157894736842
MDEDescriptor,"1.5000000000000004,4.608767062648529,2.229006959896032,0.0,11.579675131192698,14.82508254045467,0.0,3.965406456500188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,48.74785999999999
BCUTDescriptor,"11.849999999999993,126.90447315716567,-0.3504861425965296,0.16456349087560002,5.474223408506071,10.312452851136905"
BPolDescriptor,25.462139999999998
TPSADescriptor,17.07
XLogPDescriptor,3.707
VAdjMaDescriptor,5.247927513443585
WeightDescriptor,369.05896242
ChiPathDescriptor,"13.173362107437436,8.472145112102217,8.379768777154078,5.710768185293416,4.569501552557111,3.9630970963806536,2.246889687780388,1.6168172655816335,13.916228398262604,7.250365084430765,7.174759075670322,3.5545424762591202,2.2941151206906514,1.6579266290611017,0.8841710558464321,0.5718701049411351"
ChiChainDescriptor,"0.0,0.0,0.0,0.15137471507731048,0.2425468424622047,0.0,0.0,0.0,0.051834038994012184,0.06973230475227346"
AtomCountDescriptor,39
BondCountDescriptor,19
SmallRingDescriptor,"2,2,1,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.235194625817912,0.35355339059327373,0.21982198216447035,0.0,2.5069464654659908,0.5,0.06572292788290107,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,8,3,1,1,0,0"
ZagrebIndexDescriptor,92.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"36.98393605725323,1.946522950381749,6.761491316346586,2.5526307297311144,3.2088605866154727"
FractionalPSADescriptor,0.04625277188248808
WienerNumbersDescriptor,"1.80000006E10,25.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.6359874500856932,3.847395606867925,5.512301231045599,1.7781091030490213,1.9207463443688684,1.9838109790054868"
FractionalCSP3Descriptor,0.3125
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,2,0,0,7,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"17.05263157894737,7.135802469135802,4.795005202913631"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1179.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.3125
AutocorrelationDescriptorMass,"130.77311192137404,19.996819709854343,27.830365887445573,26.162457864578137,23.715919461644752"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.24017700010347634,-0.11440653149401166,-0.012975582220375922,-0.052225830566695663,0.11885638398953446"
EccentricConnectivityIndexDescriptor,-654705702
AutocorrelationDescriptorPolarizability,"1234.0566705755461,1372.1015871508864,1865.650931324946,1737.9592060530474,1426.9503565865175"
