DLiP-ID,J100HJ
ECIndex,5400000000
GATS1dv,0.3697427254375427
GATS1pe,0.6003222210846181
GATS1se,0.623698427942979
GATS2dv,0.7075045916470911
GATS2pe,0.7744603899981325
GATS2se,0.7093025409726719
GATS3dv,0.8378513077547115
GATS3pe,0.8259875747840754
GATS3se,0.7386159154807831
GATS4dv,0.8616525615068363
GATS4pe,0.7569142975678541
GATS4se,0.7314545357937433
GATS5dv,1.2318147293337998
GATS5pe,1.193362784170662
GATS5se,1.1860884078784384
GATS6dv,1.458684132743863
GATS6pe,1.2249436338476383
GATS6se,1.1836294544297172
GATS7dv,1.401722839303414
GATS7pe,1.29546175586121
GATS7se,1.225071986199883
GATS8dv,1.4272750251997603
GATS8pe,1.1072050705851184
GATS8se,0.9295096797648359
MATS1dv,0.5483228834539731
MATS1pe,0.19760150060754428
MATS1se,0.15610845619992414
MATS2dv,0.3019225174240967
MATS2pe,0.19716286429451366
MATS2se,0.2084302654421566
MATS3dv,0.09868580293054874
MATS3pe,0.0014888191880311342
MATS3se,0.027309840345986984
MATS4dv,0.17798278958064825
MATS4pe,0.17552216689915454
MATS4se,0.10584408454849228
MATS5dv,-0.02709328913475746
MATS5pe,-0.08064716192620786
MATS5se,-0.13719488119891063
MATS6dv,-0.2504673202819894
MATS6pe,-0.1884242526099983
MATS6se,-0.1871352090665211
MATS7dv,-0.2956105669154287
MATS7pe,-0.290123055940963
MATS7se,-0.26390237104223696
MATS8dv,-0.4854510628108788
MATS8pe,-0.26187290673859737
MATS8se,-0.15351735837485028
MAXaaCH,1.9426496756109852
MAXaaaC,0.540538784958428
MAXaasC,0.8572293083900229
MAXaasN,1.7958270677034205
MAXsCH3,2.094982377692792
MDEC-11,0.7137779938626254
MDEC-12,3.6098438313508323
MDEC-13,3.4200580260340847
MDEC-22,1.951638720962779
MDEC-23,5.965180668497926
MDEC-33,3.558425508957993
MDEN-22,4.023580535599607
MDEN-23,4.837970321995926
MDEN-33,0.6850067105944414
MINaaCH,1.9426496756109852
MINaaaC,0.540538784958428
MINaasC,0.6052774214088248
MINaasN,1.7011238662131518
MINsCH3,1.9219978269085412
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,141.72
TpiPC10,8.824508414487662
VAdjMat,5.754887502163468
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0423606797749979
Xch-6dv,0.10163725754406065
Xch-7dv,0.16004279310025737
Xpc-4dv,1.632408666733135
Xpc-5dv,2.0970433238569055
Xpc-6dv,2.6482205278279185
Zagreb1,128.0
Zagreb2,148.0
fragCpx,79.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,0
nBondsM,16
nBondsO,27
nBondsS,29
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,12
naHRing,3
AATS0are,6.349095454545454
AATS1are,6.658413333333334
AATS2are,6.498806578947369
AATS3are,6.218081395348837
AATS4are,6.103547422680413
AATS5are,6.5833555555555545
AATS6are,6.731152000000001
AATS7are,6.501296153846154
AATS8are,6.226514925373136
AATSC0dv,4.056040199979595
AATSC0pe,0.10695392561983463
AATSC0se,0.061854435433884275
AATSC1dv,2.224019657858041
AATSC1pe,0.021134256198347
AATSC1se,0.00965600042470156
AATSC2dv,1.224609867951176
AATSC2pe,0.02108734232274896
AATSC2se,0.012892336396259238
AATSC3dv,0.40027358385356987
AATSC3pe,0.0001592350566980645
AATSC3se,0.0016892347563905398
AATSC4dv,0.7219053494436187
AATSC4pe,0.018772784783164374
AATSC4se,0.006546926093763305
AATSC5dv,-0.10989146988024666
AATSC5pe,-0.008625530558106394
AATSC5se,-0.008486111920977441
AATSC6dv,-1.0159055198449138
AATSC6pe,-0.020152713498622687
AATSC6se,-0.011575142706611564
AATSC7dv,-1.199008342947737
AATSC7pe,-0.031029799745708877
AATSC7se,-0.016323532170481016
AATSC8dv,-1.9690090258837438
AATSC8pe,-0.02800833538916983
AATSC8se,-0.00949572953157765
ATSC0are,4.660118181818178
ATSC1are,1.138092768595041
ATSC2are,1.518932231404959
ATSC3are,-0.27119008264462807
ATSC4are,1.385771280991733
ATSC5are,-0.6579539256198327
ATSC6are,-1.2430878099173521
ATSC7are,-1.9869731404958642
ATSC8are,-1.9481708677685934
BalabanJ,2.4299970534037296e-06
Diameter,100000000
GATS1are,0.6689744505113995
GATS2are,0.886287947602208
GATS3are,0.9150894534473375
GATS4are,0.8458614737216301
GATS5are,1.3198532702924908
GATS6are,1.3378012652819966
GATS7are,1.3618332408208982
GATS8are,1.1832687869534468
HybRatio,0.5
Lipinski,True
MATS1are,0.23879261743264427
MATS2are,0.18870375897606984
MATS3are,-0.029773582763986402
MATS4are,0.1348886997226519
MATS5are,-0.07669485123822004
MATS6are,-0.156493495092789
MATS7are,-0.24052107685374863
MATS8are,-0.2745414909755173
MAXssCH2,0.9301448735404015
MAXsssNH,1.333381511363252
MINssCH2,0.5173166522800221
MINsssNH,1.333381511363252
NsssssAs,0
RotRatio,0.25925925925925924
SMR_VSA1,17.306942892030456
SMR_VSA2,0.0
SMR_VSA3,39.78929167856704
SMR_VSA4,0.0
SMR_VSA5,28.807326547913856
SMR_VSA6,26.392953978013743
SMR_VSA7,11.760295063310071
SMR_VSA8,0.0
SMR_VSA9,12.343784214475903
SsssssAs,0
VMcGowan,286.76000000000005
mZagreb2,5.583333333333331
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,6
nBondsKS,38
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.10591177685950405
AATSC1are,0.025290950413223136
AATSC2are,0.019985950413223142
AATSC3are,-0.003153373054007303
AATSC4are,0.014286301865894156
AATSC5are,-0.008122887970615219
AATSC6are,-0.01657450413223136
AATSC7are,-0.02547401462174185
AATSC8are,-0.02907717713087453
LabuteASA,165.2954010681964
PEOE_VSA1,17.306942892030456
PEOE_VSA2,0.0
PEOE_VSA3,9.665781456092393
PEOE_VSA4,9.499376414562832
PEOE_VSA5,16.620713512222334
PEOE_VSA6,17.682319268246758
PEOE_VSA7,35.17875940885308
PEOE_VSA8,5.693927994848461
PEOE_VSA9,32.937710383926316
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,5.025959978669241
PEOE_VSA11,0.0
PEOE_VSA12,10.312872963641414
PEOE_VSA13,5.777653723919194
SlogP_VSA1,17.306942892030456
SlogP_VSA2,66.18224565658076
SlogP_VSA3,6.544756405912575
SlogP_VSA4,19.267521414166527
SlogP_VSA5,5.693927994848461
SlogP_VSA6,21.40520001077227
SlogP_VSA7,0.0
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,21.843380294307394
EState_VSA4,23.809400785342852
EState_VSA5,28.42367962963271
EState_VSA6,9.197200828760806
EState_VSA7,12.990104268152233
EState_VSA8,50.60786913401625
EState_VSA9,6.423349895620259
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),91.11999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,3.4969509339165725
VSA_EState9,48.32139902187025
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-4.241334309146946
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.5769230769230769
MDEDescriptor,"0.7137779938626254,3.6098438313508323,3.4200580260340847,0.0,1.951638720962779,5.965180668497926,0.0,3.558425508957993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023580535599607,4.837970321995926,0.6850067105944414"
APolDescriptor,54.522273999999996
BCUTDescriptor,"11.988360235034996,34.96885438944479,-0.35858645977685627,0.25967576731016123,2.3429956275692607,12.331860252691541"
BPolDescriptor,32.157726
TPSADescriptor,141.71999999999997
XLogPDescriptor,1.7539999999999998
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,411.0815114000001
ChiPathDescriptor,"17.811190308942127,12.062881945713373,10.89821095762681,8.365545074130218,7.169327920663572,5.573930013242028,4.272525648184027,3.1048764975286987,17.119715969649466,10.261753882061262,8.430897022201313,5.295513185556872,3.651155823001676,2.5717643380931663,1.850148760570311,1.123402194531624"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.41386054126573213,0.6320139335780742,0.0,0.0,0.0423606797749979,0.10163725754406064,0.16004279310025735"
AtomCountDescriptor,44
BondCountDescriptor,27
SmallRingDescriptor,"3,3,2,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.7037970004452285,0.0,0.21941609682128765,0.0,1.2749446090185939,0.0,0.08408517252140155,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,1,1,2,0,4,0,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,15
MannholdLogPDescriptor,1.68
WeightedPathDescriptor,"51.75795235012613,1.9906904750048513,35.782884929044506,0.0,28.592289115841385"
FractionalPSADescriptor,0.3447491460205815
WienerNumbersDescriptor,"2.5000001567E10,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.1997513810470415,5.208756294578172,6.933784899286476,1.7519818226021848,2.1624753804052856,2.5860798734665877"
FractionalCSP3Descriptor,0.42857142857142855
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,3,1,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,3
KappaShapeIndicesDescriptor,"22.290809327846365,10.51862673484295,5.9972838388411045"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,1375.12
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.5
AutocorrelationDescriptorMass,"49.20827869623712,37.27942715466362,55.25471013813692,53.849254773932664,50.92454039917532"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.4401708975862492,-0.33408884174021447,0.19213147428675545,-0.09077523733674962,0.013582581097337884"
EccentricConnectivityIndexDescriptor,-1834574902
AutocorrelationDescriptorPolarizability,"1940.674074866589,2253.674633053833,3106.173591398357,2937.0188763694705,2837.108115653862"
