DLiP-ID,J100HO
GATS2se,0.6757262161675409
GATS3dv,0.8671784021246917
GATS3pe,0.786657042526483
GATS3se,0.6802652515410619
GATS4dv,0.8708092979576538
GATS4pe,0.7383111974134032
GATS4se,0.7025949130019777
GATS5dv,1.1620113280943154
GATS5pe,1.1442504261317668
GATS5se,1.1690256230497995
GATS6dv,1.467990478262257
GATS6pe,1.2988768656562693
GATS6se,1.3048643247995242
GATS7dv,1.5089084379157705
GATS7pe,1.4571200066510572
GATS7se,1.420923236059679
GATS8dv,1.517992808437112
GATS8pe,1.2418470956292005
GATS8se,1.0951090150820326
MATS1dv,0.5008406708494646
MATS1pe,0.20537290847817483
MATS1se,0.1820652051486907
MATS2dv,0.2458841578389089
MATS2pe,0.18458652735701286
MATS2se,0.22551022282023409
MATS3dv,0.056968411906903535
MATS3pe,0.019756417728919326
MATS3se,0.059307629749125915
MATS4dv,0.1560846403808687
MATS4pe,0.17669358297450224
MATS4se,0.12185355765050197
MATS5dv,0.06390303609442391
MATS5pe,0.00534916198063652
MATS5se,-0.06776364070561894
MATS6dv,-0.1640239082264992
MATS6pe,-0.13932295704393952
MATS6se,-0.16940403774188445
MATS7dv,-0.2851575948465471
MATS7pe,-0.31726971319539515
MATS7se,-0.302523128898645
MATS8dv,-0.4717565028519805
MATS8pe,-0.31675091990190657
MATS8se,-0.2282823884578894
MAXaaCH,2.09895369127179
MAXaaaC,0.5831686455446379
MAXaasC,1.2336044272953546
MAXaasN,1.8206893266565884
MAXsCH3,2.1081229672619535
MDEC-11,0.5129927840030091
MDEC-12,3.185193117820734
MDEC-13,2.857093353450393
MDEC-22,7.692542516258697
MDEC-23,10.92891022258409
MDEC-33,4.266788761738145
MDEN-22,4.023580535599607
MDEN-23,4.837970321995926
MDEN-33,0.6850067105944414
MINaaCH,1.9803618669690097
MINaaaC,0.5831686455446379
MINaasC,0.6987061818018708
MINaasN,1.7650883408919122
MINsCH3,1.9522858927521627
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,141.72
TpiPC10,9.007995141582114
VAdjMat,6.0
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0423606797749979
Xch-6dv,0.13371227249903983
Xch-7dv,0.1827232536815831
Xpc-4dv,1.912828997518496
Xpc-5dv,2.4537299043700345
Xpc-6dv,3.0561629932207532
Zagreb1,152.0
Zagreb2,176.0
fragCpx,154.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,0
nBondsM,21
nBondsO,32
nBondsS,33
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,12
naHRing,3
AATS0are,6.225388461538461
AATS1are,6.534788888888889
AATS2are,6.382166304347827
AATS3are,6.082247706422018
AATS4are,5.980269747899158
AATS5are,6.418140816326529
AATS6are,6.688397752808989
AATS7are,6.548345161290324
AATS8are,6.283589285714284
AATSC0dv,3.8005150120534736
AATSC0pe,0.09803446745562125
AATSC0se,0.05551171116863904
AATSC1dv,1.903452488210323
AATSC1pe,0.02013362371246991
AATSC1se,0.010106751082073132
AATSC2dv,0.934486433092899
AATSC2pe,0.018095841908927216
AATSC2se,0.012518458354772267
AATSC3dv,0.21650930466503274
AATSC3pe,0.0019368098908854002
AATSC3se,0.0032922680127300623
AATSC4dv,0.5932020189184594
AATSC4pe,0.017322061309730952
AATSC4se,0.006764299497165772
AATSC5dv,0.24286444799265303
AATSC5pe,0.0005244022461055574
AATSC5se,-0.0037616756505857497
AATSC6dv,-0.6233753255504915
AATSC6pe,-0.013658451898145007
AATSC6se,-0.009403908013928717
AATSC7dv,-1.0837457200153646
AATSC7pe,-0.031103367372908253
AATSC7se,-0.01679357655325454
AATSC8dv,-1.7929176711227992
AATSC8pe,-0.03105250774866155
AATSC8se,-0.012672346012961414
ATSC0are,4.989669230769228
ATSC1are,1.2984204142011815
ATSC2are,1.6665390532544353
ATSC3are,-0.024098964497041412
ATSC4are,1.6919454142011827
ATSC5are,0.12098875739644813
ATSC6are,-0.963533875739647
ATSC7are,-2.502712278106508
ATSC8are,-2.699661834319525
BalabanJ,2.5599957580073596e-06
Diameter,100000000
GATS1are,0.6515962981976605
GATS2are,0.856007556348364
GATS3are,0.8547902566167301
GATS4are,0.8090487620686168
GATS5are,1.2672570214382979
GATS6are,1.442641956181443
GATS7are,1.57233772389374
GATS8are,1.3516516488243069
HybRatio,0.3333333333333333
Lipinski,True
MATS1are,0.25058389873230363
MATS2are,0.18878142270005213
MATS3are,-0.0023041113896117306
MATS4are,0.14817364793655174
MATS5are,0.012866206796566927
MATS6are,-0.11282583809767187
MATS7are,-0.28045265933330144
MATS8are,-0.3349358752006068
MAXssCH2,0.9374833871838604
MAXsssNH,1.342550832896928
MINssCH2,0.750406624443768
MINsssNH,1.342550832896928
NsssssAs,0
RotRatio,0.25
SMR_VSA1,17.306942892030456
SMR_VSA2,0.0
SMR_VSA3,39.78929167856704
SMR_VSA4,0.0
SMR_VSA5,34.56018015466065
SMR_VSA6,20.640100371266954
SMR_VSA7,47.655581897315116
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,327.9600000000008
mZagreb2,6.333333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,45
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.09595517751479285
AATSC1are,0.024044822485207066
AATSC2are,0.018114554926678645
AATSC3are,-0.00022109141740404964
AATSC4are,0.014218028690766242
AATSC5are,0.0012345791571066135
AATSC6are,-0.010826223322917381
AATSC7are,-0.026910884710822664
AATSC8are,-0.032138831360946724
LabuteASA,188.62338565360787
PEOE_VSA1,17.306942892030456
PEOE_VSA2,0.0
PEOE_VSA3,9.665781456092393
PEOE_VSA4,9.499376414562832
PEOE_VSA5,10.197363616602075
PEOE_VSA6,42.093720291699164
PEOE_VSA7,40.74221090055008
PEOE_VSA8,11.44678160159525
PEOE_VSA9,27.18485677717953
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,5.025959978669241
PEOE_VSA11,0.0
PEOE_VSA12,10.312872963641414
PEOE_VSA13,5.777653723919194
SlogP_VSA1,17.306942892030456
SlogP_VSA2,60.42939204983399
SlogP_VSA3,12.297610012659364
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.257379486545457
SlogP_VSA6,51.73703535308031
SlogP_VSA7,0.0
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,10.934090205739901
EState_VSA4,34.71869087391035
EState_VSA5,22.225246171938586
EState_VSA6,16.277282843006738
EState_VSA7,35.87100840868225
EState_VSA8,56.82016895208383
EState_VSA9,0.0
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),91.12
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,3.5857776675485007
VSA_EState9,53.17908215755438
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-5.867848718909021
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.7666666666666667
MDEDescriptor,"0.5129927840030091,3.185193117820734,2.857093353450393,0.0,7.692542516258697,10.92891022258409,0.0,4.266788761738145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023580535599607,4.837970321995926,0.6850067105944414"
APolDescriptor,64.22944599999998
BCUTDescriptor,"11.988305926303156,34.968854564212386,-0.358551639873502,0.23232596414686363,2.3429951798573896,12.379609858646711"
BPolDescriptor,36.530553999999995
TPSADescriptor,141.71999999999997
XLogPDescriptor,3.1960000000000006
VAdjMaDescriptor,6.0
WeightDescriptor,463.11281156000007
ChiPathDescriptor,"20.216967702877938,14.080520035918413,12.837368546382237,10.107527366827128,8.623747962601154,6.775291701628158,4.903238116669263,3.5819114538852594,19.429117046407967,11.883762349989409,9.712371436622869,6.388337847634361,4.542841528772179,3.2655894807939427,2.2571183545235614,1.4127482464475176"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.5159226138816979,0.7041827172267776,0.0,0.0,0.0423606797749979,0.13371227249903983,0.18272325368158307"
AtomCountDescriptor,52
BondCountDescriptor,32
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.9079211456771603,0.0,0.21941609682128765,0.0,1.392795739216352,0.0,0.08408517252140153,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,7,1,4,0,0,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.12
WeightedPathDescriptor,"60.64737513794755,2.0215791712649183,35.93364271700713,0.0,28.641441806218673"
FractionalPSADescriptor,0.30601615084371075
WienerNumbersDescriptor,"2.9000002453E10,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.6327640829392607,5.783671251708699,7.59666283382318,2.032402153387546,2.5191619609184137,2.9459098164269513"
FractionalCSP3Descriptor,0.3333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,3
KappaShapeIndicesDescriptor,"24.638671875,11.743801652892563,6.75"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,2046.12
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.3333333333333333
AutocorrelationDescriptorMass,"53.208278696237116,42.27942715466362,62.25471013813694,61.51903997848564,58.26411080828132"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.4251518003867848,-0.3261902050169005,0.18303973554616584,-0.06371611046615379,-0.009849464376023952"
EccentricConnectivityIndexDescriptor,-424509504
AutocorrelationDescriptorPolarizability,"2311.1093110615902,2690.971550818435,3702.2331963061242,3497.7902613298947,3314.0125859207114"
