DLiP-ID,C003GA
GATS3dv,1.2046740230450288
GATS3pe,0.9037658993785371
GATS3se,0.7548755658408192
GATS4dv,1.0110487355896463
GATS4pe,0.9049325501002441
GATS4se,0.681226449917856
GATS5dv,0.861930410489166
GATS5pe,0.5273201124885126
GATS5se,0.3822226073088594
GATS6dv,1.105965501688486
GATS6pe,0.7739398518703439
GATS6se,0.7279533752401017
GATS7dv,1.6967115002081694
GATS7pe,1.3203574606489592
GATS7se,1.0380776588443985
GATS8dv,1.194045706921017
GATS8pe,0.7793221132730237
GATS8se,0.4618592430367987
MATS1dv,0.4270300276684142
MATS1pe,-0.05458600190983621
MATS1se,-0.08084970807518886
MATS2dv,0.08456307535735766
MATS2pe,0.01373236876454979
MATS2se,-0.06387197488039204
MATS3dv,-0.1449366651436813
MATS3pe,-0.13576135508416218
MATS3se,-0.08909679225379664
MATS4dv,-0.06836254352816191
MATS4pe,-0.09526452709605043
MATS4se,-0.02394642537914016
MATS5dv,0.13280569734438966
MATS5pe,0.22390139878645463
MATS5se,0.19134861035812778
MATS6dv,-0.09331775917102281
MATS6pe,-0.03638615731829573
MATS6se,-0.1027688477214054
MATS7dv,-0.5741214141044387
MATS7pe,-0.36250653417023504
MATS7se,-0.2419514396903679
MATS8dv,-0.3185111631564735
MATS8pe,-0.021558787941487804
MATS8se,0.10109190859383341
MAXaaCH,2.1691345427059714
MAXaaaC,1.1823639455782315
MAXaasC,1.1851700155370792
MAXsCH3,2.043310710086504
MAXsNH2,5.978767164273116
MAXsssN,2.097083070882674
MDEC-11,0.5129927840030091
MDEC-12,3.3041464115683334
MDEC-13,4.561318890933098
MDEC-22,2.9278891135523564
MDEC-23,13.431759987990107
MDEC-33,7.478012285100988
MDEN-12,0.19999999999999996
MDEN-13,0.12499999999999997
MDEN-23,0.19999999999999996
MINaaCH,2.017962962962963
MINaaaC,1.0155583900226761
MINaasC,0.8274668262366677
MINsCH3,2.0143438733518098
MINsNH2,5.978767164273116
MINsssN,2.097083070882674
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,42.150000000000006
TpiPC10,9.482388069058914
VAdjMat,5.392317422778761
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.08238959454956774
Xch-7dv,0.21052323930888278
Xpc-4dv,2.065462285325846
Xpc-5dv,2.436615715431701
Xpc-6dv,3.6750671176080885
Zagreb1,104.0
Zagreb2,124.0
fragCpx,61.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,0
nBondsM,16
nBondsO,21
nBondsS,21
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,1
AATS0are,5.928533333333334
AATS1are,6.216432432432433
AATS2are,6.064096774193549
AATS3are,6.086463013698629
AATS4are,5.812351724137931
AATS5are,5.634377215189874
AATS6are,5.796250000000001
AATS7are,5.994608695652175
AATS8are,5.745881395348837
AATSC0dv,3.2947721383935376
AATSC0pe,0.07541566358024687
AATSC0se,0.0432397222222222
AATSC1dv,1.4069666374193124
AATSC1pe,-0.004116639556222921
AATSC1se,-0.0034959189189189216
AATSC2dv,0.2786160646242951
AATSC2pe,0.0010356357029071774
AATSC2se,-0.002761806451612906
AATSC3dv,-0.47753328614707496
AATSC3pe,-0.010238532682225613
AATSC3se,-0.003852520547945206
AATSC4dv,-0.2252390037263033
AATSC4pe,-0.0071844375266070515
AATSC4se,-0.0010354367816091926
AATSC5dv,0.4375645114302196
AATSC5pe,0.016885672566025956
AATSC5se,0.008273860759493675
AATSC6dv,-0.307460752934004
AATSC6pe,-0.0027440861992945285
AATSC6se,-0.004443696428571423
AATSC7dv,-1.8915992392464034
AATSC7pe,-0.027338670826623713
AATSC7se,-0.010461913043478255
AATSC8dv,-1.049421706135267
AATSC8pe,-0.0016258702985931272
AATSC8se,0.004371186046511634
ATSC0are,2.3062999999999985
ATSC1are,-0.14316388888888948
ATSC2are,-0.10276111111111191
ATSC3are,-0.6654138888888891
ATSC4are,-0.7080083333333325
ATSC5are,1.325202777777778
ATSC6are,0.07052222222222257
ATSC7are,-1.1494388888888882
ATSC8are,0.09115277777777814
BalabanJ,1.4699989902507133e-06
Diameter,100000000
GATS1are,0.970104215128713
GATS2are,1.0408901004681426
GATS3are,1.0607588267752592
GATS4are,1.0479952214847785
GATS5are,0.5401920551137582
GATS6are,0.7955925074795124
GATS7are,1.5546640676106467
GATS8are,0.8106006903234717
HybRatio,0.2
Lipinski,True
MATS1are,-0.06039743077422506
MATS2are,-0.025871630722579187
MATS3are,-0.14228388113796706
MATS4are,-0.12702985973951403
MATS5are,0.26184359078078395
MATS6are,0.01965733611659998
MATS7are,-0.39004503731744244
MATS8are,0.0330893437490233
NsssssAs,0
RotRatio,0.047619047619047616
SMR_VSA1,12.407033161179976
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,24.728921173367045
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,228.91999999999965
mZagreb2,4.027777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,30
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.06406388888888885
AATSC1are,-0.0038692942942943104
AATSC2are,-0.001657437275985676
AATSC3are,-0.00911525875190259
AATSC4are,-0.008138026819923361
AATSC5are,0.016774718706047822
AATSC6are,0.001259325396825403
AATSC7are,-0.024987801932367135
AATSC8are,0.0021198320413436775
LabuteASA,128.01287495721292
PEOE_VSA1,23.040610369192642
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,30.686289896772447
PEOE_VSA8,37.60285065164472
PEOE_VSA9,0.0
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,14
nAromBond,16
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
PEOE_VSA10,11.033401435232523
PEOE_VSA11,0.0
PEOE_VSA12,11.336785877934737
PEOE_VSA13,9.399839832938202
SlogP_VSA1,23.040610369192642
SlogP_VSA2,19.07932248630159
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.563451491696996
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,20.433241268170725
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,20
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,0.0
EState_VSA4,26.984159118082182
EState_VSA5,10.387306191152664
EState_VSA6,11.336785877934737
EState_VSA7,27.085448233506614
EState_VSA8,29.16537800469692
EState_VSA9,10.717645998109393
GhoseFilter,True
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
TopoPSA(NO),42.150000000000006
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,36.76347222222223
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
EState_VSA10,0.0
FilterItLogS,-5.054702151478147
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.7
MDEDescriptor,"0.5129927840030091,3.3041464115683334,4.561318890933098,0.0,2.9278891135523564,13.431759987990107,0.0,7.478012285100988,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.12499999999999997,0.0,0.19999999999999996,0.0"
APolDescriptor,45.448688
BCUTDescriptor,"11.993342617175397,34.9688538114268,-0.3365043802385266,0.07975710116405606,2.3429969870739242,12.005406309811312"
BPolDescriptor,22.411311999999995
TPSADescriptor,42.150000000000006
XLogPDescriptor,3.5279999999999996
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,305.07534632
ChiPathDescriptor,"13.568549621822843,9.041713895658194,8.754844552338147,7.321360675174204,5.727186821116602,5.154712810916675,3.74208302437639,2.776423307786449,13.272742368510766,7.160870691309599,6.2721093940623,4.615845071159079,3.3298643915396027,2.7630824967958367,1.738479944506922,1.1640221851564132"
ChiChainDescriptor,"0.0,0.0,0.0,0.17915249285508827,0.48232212643748384,0.0,0.0,0.0,0.08441806530167248,0.21846555433225218"
AtomCountDescriptor,36
BondCountDescriptor,21
SmallRingDescriptor,"3,3,1,1,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.6380711874576985,0.0,0.5,0.0,1.0631610329681553,0.0,0.22805737702140777,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,11,1,1,0,0,0"
ZagrebIndexDescriptor,104.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"39.920740160607984,1.9960370080303993,12.94952229210665,0.0,8.766044544555578"
FractionalPSADescriptor,0.138162590023869
WienerNumbersDescriptor,"1.9000000665E10,32.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.8299528961217173,4.900396451613503,7.572834235337885,2.1172459139708413,2.51695632432813,3.604076700950868"
FractionalCSP3Descriptor,0.2
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"16.3718820861678,6.40582726326743,3.276621058893516"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,989.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.2
AutocorrelationDescriptorMass,"34.92064385012823,25.336662008188636,39.00859628365548,42.28823348785807,32.39739061705249"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.18522523219442677,-0.09795797846174865,-0.01881319264436266,0.0036313036405630616,-0.008811339574290134"
EccentricConnectivityIndexDescriptor,-949673002
AutocorrelationDescriptorPolarizability,"1643.482466982706,1954.0487305908389,2823.241990979272,2828.3442400886834,2098.5368095326235"
