DLiP-ID,C003EZ
BertzCT,875.696184009559
ECIndex,6200000000
GATS1dv,0.5409364147040404
GATS1pe,0.7095201706450582
GATS1se,0.7545907675944323
GATS2dv,1.0936660912926737
GATS2pe,0.9509529001176348
GATS2se,0.9305219125612226
GATS3dv,1.1314515685195377
GATS3pe,1.0557798990703475
GATS3se,1.017123298103751
GATS4dv,0.8558958457225385
GATS4pe,0.8478652381996171
GATS4se,0.8681717049164784
GATS5dv,0.963360831279462
GATS5pe,0.9016714097170891
GATS5se,0.9112878962072478
GATS6dv,1.307667918929913
GATS6pe,1.1772982522954873
GATS6se,1.196826325516936
GATS7dv,1.2877319175733457
GATS7pe,1.189360871929056
GATS7se,1.1339410591636605
GATS8dv,0.8852332140891579
GATS8pe,0.8643704611817307
GATS8se,0.8083365993261783
MATS1dv,0.3474901196553624
MATS1pe,0.010449961705464266
MATS1se,-0.040133043529243885
MATS2dv,0.013175491152582567
MATS2pe,0.018390005897446264
MATS2se,0.011836329057501932
MATS3dv,-0.0452147083104017
MATS3pe,-0.06895606741792348
MATS3se,-0.015950636847238214
MATS4dv,0.11672801246985047
MATS4pe,0.011824628835739773
MATS4se,-0.03095090792497239
MATS5dv,0.08897635170935643
MATS5pe,0.07633981296006548
MATS5se,0.05086163481065495
MATS6dv,-0.16830103969754256
MATS6pe,-0.10615483413350478
MATS6se,-0.11371400294876922
MATS7dv,-0.2588933708352736
MATS7pe,-0.18916219890218286
MATS7se,-0.12114152765055741
MATS8dv,0.01693808844052205
MATS8pe,0.026135009839879274
MATS8se,0.04512748922938533
MAXaaCH,2.0025897581254726
MAXaasC,0.9815520544637609
MAXdssC,-0.20803883744855955
MAXsCH3,1.9649442821909244
MAXsssN,2.023532094809151
MDEC-11,0.7445907394028493
MDEC-12,6.097031721539575
MDEC-13,5.50073172881286
MDEC-22,11.029056641980885
MDEC-23,21.901257221503837
MDEC-33,9.653833912699705
MDEN-33,0.33333333333333337
MDEO-11,0.19999999999999996
MDEO-12,0.8773826753016615
MDEO-22,0.14285714285714285
MINaaCH,1.8529805209120684
MINaasC,0.7321707480563904
MINdssC,-0.47131723985890583
MINsCH3,1.3385150279247502
MINsssN,1.7355787037037036
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,84.38000000000001
TpiPC10,8.393902045182497
VAdjMat,5.954196310386875
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05555555555555555
Xch-7dv,0.0966428017445218
Xpc-4dv,2.3868991323978968
Xpc-5dv,3.387171264354814
Xpc-6dv,5.0169494347188826
Zagreb1,148.0
Zagreb2,173.0
fragCpx,91.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,1
n7FRing,0
n7HRing,1
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,31
nBondsS,44
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,0
AATS0are,6.140215789473684
AATS1are,6.314241379310345
AATS2are,6.295333333333334
AATS3are,6.2870856
AATS4are,6.047845637583894
AATS5are,6.1293043478260865
AATS6are,6.202290683229815
AATS7are,6.159551282051282
AATS8are,5.861553571428571
AATSC0dv,3.9768817755890704
AATSC0pe,0.12296885195444748
AATSC0se,0.08570966635887962
AATSC1dv,1.3819271240546762
AATSC1pe,0.001285019793888881
AATSC1se,-0.003439789770857886
AATSC2dv,0.05239737064914064
AATSC2pe,0.0022613979126444857
AATSC2se,0.0010144878144324027
AATSC3dv,-0.1798135494682122
AATSC3pe,-0.008479448445675533
AATSC3se,-0.0013671237623884389
AATSC4dv,0.46421350549208207
AATSC4pe,0.0014540610327183746
AATSC4se,-0.0026527919917537866
AATSC5dv,0.35384843157134305
AATSC5pe,0.009387419158116504
AATSC5se,0.004359333750088413
AATSC6dv,-0.6693133375858498
AATSC6pe,-0.013053738082811878
AATSC6se,-0.009746389253071664
AATSC7dv,-1.0295883282956224
AATSC7pe,-0.023261058432180272
AATSC7se,-0.010382999917134266
AATSC8dv,0.06736077523242803
AATSC8pe,0.0032137921558281425
AATSC8se,0.0038678620454645498
ATSC0are,7.065350877192979
ATSC1are,0.10238156355801808
ATSC2are,0.24438180978762788
ATSC3are,-0.8990554324407494
ATSC4are,-0.11018562634656862
ATSC5are,1.5056264696829793
ATSC6are,-2.318898091720529
ATSC7are,-3.3381304709141246
ATSC8are,1.144730747922437
BalabanJ,3.203328968022885e-06
Diameter,100000000
GATS1are,0.7306614207949723
GATS2are,1.026393512378738
GATS3are,1.125007510335837
GATS4are,0.9092828928428437
GATS5are,0.96588698189238
GATS6are,1.2705286107954779
GATS7are,1.2464378154591078
GATS8are,0.8666660872804022
HybRatio,0.36363636363636365
Lipinski,True
MATS1are,0.014240816335267753
MATS2are,0.019914747449665905
MATS3are,-0.05802532447700036
MATS4are,-0.005965952585594556
MATS5are,0.0754453515241085
MATS6are,-0.11619753318715015
MATS7are,-0.17263141483260663
MATS8are,0.054971196225712324
MAXssCH2,0.6991417407948792
MAXsssCH,-0.3585071806500377
MINssCH2,0.5104206051617667
MINsssCH,-0.9162433862433865
NsssssAs,0
RotRatio,0.1935483870967742
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,23.17312509293888
SMR_VSA6,39.19456404930754
SMR_VSA7,54.09438803938988
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SsssssAs,0
VMcGowan,336.75000000000097
mZagreb2,6.499999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,1
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,1
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,50
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.12395352416128033
AATSC1are,0.001765199371689967
AATSC2are,0.0024685031291679584
AATSC3are,-0.007192443459525995
AATSC4are,-0.0007395008479635477
AATSC5are,0.009351717202999871
AATSC6are,-0.014403093737394589
AATSC7are,-0.021398272249449516
AATSC8are,0.006813873499538315
LabuteASA,187.47809259342057
PEOE_VSA1,19.273545369301054
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,24.16891811057109
PEOE_VSA6,24.26546827384644
PEOE_VSA7,43.92426373089781
PEOE_VSA8,24.90873348703355
PEOE_VSA9,18.04712184594327
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,1
n11FHRing,1
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,5.749511833283905
PEOE_VSA11,6.103966387748303
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,9.636772684650527
SlogP_VSA2,57.17501545435919
SlogP_VSA3,14.325937321943691
SlogP_VSA4,0.0
SlogP_VSA5,17.737126721369794
SlogP_VSA6,53.42642002321065
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,1
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
EState_VSA1,12.073271675700152
EState_VSA2,23.564150920513654
EState_VSA3,13.08951281182515
EState_VSA4,21.89583307518224
EState_VSA5,6.923737199690624
EState_VSA6,23.771592221519125
EState_VSA7,67.52619024389773
EState_VSA8,0.0
EState_VSA9,9.473725907600098
GhoseFilter,True
SlogP_VSA10,5.687386274683562
SlogP_VSA11,5.749511833283905
TopoPSA(NO),59.080000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,64.95791265117158
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,9.589074368143644
FilterItLogS,-5.030190409082299
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.5666666666666667
MDEDescriptor,"0.7445907394028493,6.097031721539575,5.50073172881286,0.0,11.029056641980885,21.901257221503837,0.0,9.653833912699705,0.0,0.0,0.19999999999999996,0.8773826753016615,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.33333333333333337"
APolDescriptor,67.21141099999998
BCUTDescriptor,"11.850000000000001,34.96885428067683,-0.34878715968192187,0.2592775496385606,2.7299940190186938,13.620195361754233"
BPolDescriptor,41.924589
TPSADescriptor,84.38
ALOGPDescriptor,"3.3484999999999996,11.212452249999997,114.1883"
XLogPDescriptor,3.351000000000001
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,450.1380062399999
ChiPathDescriptor,"20.965890847321376,13.9010859031649,12.584574282470951,9.888546296605542,8.217551865554928,7.166471306111661,5.34389703268233,4.0021449824828155,19.164626349907905,10.313423743961504,8.285917447117116,6.074916214764,4.556752117176847,3.5452297284724823,2.500823038906851,1.713439087544466"
ChiChainDescriptor,"0.0,0.0,0.0,0.16666666666666666,0.21407617506269555,0.0,0.0,0.0,0.05555555555555555,0.07382102851513989"
AtomCountDescriptor,57
BondCountDescriptor,31
SmallRingDescriptor,"3,2,2,2,0,0,0,2,1,0,0"
ChiClusterDescriptor,"2.0907352031746838,0.0,0.40432871486274263,0.0,1.2090810398421044,0.0,0.20922986778628666,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,3,2,0,0"
ZagrebIndexDescriptor,148.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"59.628604241606794,1.9876201413868932,21.502742794903938,10.796351454078511,6.497886402349689"
FractionalPSADescriptor,0.18745362273411575
WienerNumbersDescriptor,"2.9000002048E10,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.2524505462788,6.810333907749719,10.55663170160513,2.386899132397896,3.387171264354815,4.578431894918397"
FractionalCSP3Descriptor,0.36363636363636365
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,2,0,0,8,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"26.253902185223726,12.296376419686316,6.75"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2494.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.36363636363636365
AutocorrelationDescriptorMass,"47.658539691015534,37.329213870984034,54.16262495664965,67.52988131879263,68.38579470940358"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.7480442952353513,-0.41880216357111827,-0.06020319191744162,0.30627949737547444,-0.3410343579453833"
EccentricConnectivityIndexDescriptor,1870457794
AutocorrelationDescriptorPolarizability,"2380.1726287278807,2819.4845219931544,4010.0502430821953,4850.688473132168,4598.206084596584"
