DLiP-ID,J000HW
GATS1pe,0.6415878266556365
GATS1se,0.6167698880523927
GATS2dv,1.0519545251590656
GATS2pe,0.922292304839742
GATS2se,0.8064057297235545
GATS3dv,1.1076643291845019
GATS3pe,0.8779080073412654
GATS3se,0.7868442718122762
GATS4dv,1.0880271365430074
GATS4pe,0.7885322966788872
GATS4se,0.6981553085541118
GATS5dv,1.1866267553723364
GATS5pe,1.0223226477265879
GATS5se,1.1428706280422376
GATS6dv,1.64105077925813
GATS6pe,1.6568646072776059
GATS6se,1.6080137188067487
GATS7dv,1.0252303818819997
GATS7pe,0.8591321724016329
GATS7se,0.6825518815563353
GATS8dv,0.8737678302076703
GATS8pe,0.8370251785212928
GATS8se,0.766364937646944
MATS1dv,0.3157514995453899
MATS1pe,0.05600232302946074
MATS1se,-0.004297322858216389
MATS2dv,0.06545160636842086
MATS2pe,0.006916409791633283
MATS2se,0.02492080327126919
MATS3dv,-0.0400962595842004
MATS3pe,-0.026156413989493543
MATS3se,-0.005341571988786484
MATS4dv,-0.027489309176497324
MATS4pe,0.11702704279393594
MATS4se,0.179226401421344
MATS5dv,-0.05194893133176831
MATS5pe,0.015378632581412742
MATS5se,-0.0971274641950726
MATS6dv,-0.39999879482293366
MATS6pe,-0.40956453408568766
MATS6se,-0.3234508358676752
MATS7dv,-0.1402693886663276
MATS7pe,-0.11086430675948743
MATS7se,-0.016481160605162148
MATS8dv,0.07862162353833874
MATS8pe,0.04018515853159174
MATS8se,0.008128678146677322
MAXaaCH,2.142317220034121
MAXaasC,1.2729967928529438
MAXaasN,2.2435080467372135
MAXdsCH,2.1595748299319726
MAXdssC,1.120547850568143
MAXsCH3,2.0706878120343126
MAXsssN,2.196829727261275
MDEC-11,0.14285714285714285
MDEC-12,3.41303225129283
MDEC-13,2.695960951198558
MDEC-22,13.934623085105049
MDEC-23,15.956636761369635
MDEC-33,4.8511423922355785
MDEN-33,0.6223699000246825
MINaaCH,2.0393448140735924
MINaasC,1.1585950491307635
MINaasN,1.8951360544217686
MINdsCH,2.1595748299319726
MINdssC,1.120547850568143
MINsCH3,2.039540632611069
MINsssN,2.196829727261275
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,110.89999999999999
TpiPC10,9.234467275803032
VAdjMat,5.906890595608519
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.3074580316804031
Xch-6dv,0.5186895949095165
Xch-7dv,0.563655264837625
Xpc-4dv,3.0972626482788823
Xpc-5dv,5.12134845247772
Xpc-6dv,6.487203603835124
Zagreb1,144.0
Zagreb2,172.0
fragCpx,144.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,3
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,30
nBondsS,33
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,2
AATS0are,5.957488
AATS1are,6.210096153846153
AATS2are,6.145682222222222
AATS3are,5.947256074766354
AATS4are,5.939024778761063
AATS5are,5.978720720720721
AATS6are,6.17222641509434
AATS7are,5.890648571428573
AATS8are,5.676683760683762
AATSC0dv,3.1852641975308655
AATSC0pe,0.08303215999999995
AATSC0se,0.052246209599999975
AATSC1dv,1.0057519468186138
AATSC1pe,0.004649993846153866
AATSC1se,-0.0002245188307692444
AATSC2dv,0.20848065843621413
AATSC2pe,0.0005742844444444612
AATSC2se,0.0013020175111110952
AATSC3dv,-0.12771718010845734
AATSC3pe,-0.002171823551401865
AATSC3se,-0.00027907688971962735
AATSC4dv,-0.0875607123347536
AATSC4pe,0.009717008141592931
AATSC4se,0.009363900134513272
AATSC5dv,-0.16547107107107104
AATSC5pe,0.0012769210810810753
AATSC5se,-0.005074541852252256
AATSC6dv,-1.274101840204985
AATSC6pe,-0.034007027924528255
AATSC6se,-0.01689908016603775
AATSC7dv,-0.44679506172839506
AATSC7pe,-0.009205302857142836
AATSC7se,-0.000861078171428564
AATSC8dv,0.25043064260842035
AATSC8pe,0.0033366605128204887
AATSC8se,0.00042469262222224265
ATSC0are,3.7946479999999974
ATSC1are,0.22885808000000152
ATSC2are,-0.05731839999999738
ATSC3are,-0.38859071999999906
ATSC4are,1.2152355199999998
ATSC5are,0.1449934400000007
ATSC6are,-3.212809759999993
ATSC7are,-0.6209087999999989
ATSC8are,0.17261167999999694
BalabanJ,2.2499969163793897e-06
Diameter,100000000
GATS1are,0.7357510752390857
GATS2are,1.0754887175598662
GATS3are,0.9862516990727935
GATS4are,0.8583380350337111
GATS5are,1.1542874106938024
GATS6are,1.8711009136084935
GATS7are,0.8803293480712836
GATS8are,0.9047103354401422
HybRatio,0.3
Lipinski,True
MATS1are,0.057991109097299084
MATS2are,-0.00839170209082743
MATS3are,-0.047852778070095185
MATS4are,0.14170348128690918
MATS5are,0.017211704579808383
MATS6are,-0.399372037113005
MATS7are,-0.07791786145720417
MATS8are,0.019439398651383197
MAXssCH2,1.0519307804024476
MINssCH2,0.687389011351403
NsssssAs,0
RotRatio,0.13333333333333333
SMR_VSA1,16.97413280897133
SMR_VSA2,0.0
SMR_VSA3,9.467009378641833
SMR_VSA4,0.0
SMR_VSA5,20.013250011515776
SMR_VSA6,19.345281995336553
SMR_VSA7,72.02878881043044
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,322.78000000000077
mZagreb2,5.999999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,44
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.07589295999999995
AATSC1are,0.004401116923076953
AATSC2are,-0.000636871111111082
AATSC3are,-0.003631688971962608
AATSC4are,0.01075429663716814
AATSC5are,0.0013062472072072134
AATSC6are,-0.030309526037735783
AATSC7are,-0.005913417142857133
AATSC8are,0.001475313504273478
LabuteASA,182.41761575296857
PEOE_VSA1,17.306942892030456
PEOE_VSA2,9.361636831863176
PEOE_VSA3,0.0
PEOE_VSA4,4.567099647791355
PEOE_VSA5,23.098670827325854
PEOE_VSA6,41.668621220242784
PEOE_VSA7,6.923737199690624
PEOE_VSA8,31.453489892946124
PEOE_VSA9,16.485154174176408
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,9.19516785836981
PEOE_VSA11,12.741599977525652
PEOE_VSA12,0.0
PEOE_VSA13,10.566890591904773
SlogP_VSA1,31.728567562393152
SlogP_VSA2,28.812291373978386
SlogP_VSA3,13.08951281182515
SlogP_VSA4,0.0
SlogP_VSA5,17.494812388240383
SlogP_VSA6,46.70327886845886
SlogP_VSA7,0.0
SlogP_VSA8,11.105091403710494
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
EState_VSA1,0.0
EState_VSA2,17.966300056231983
EState_VSA3,6.544756405912575
EState_VSA4,38.074229270671125
EState_VSA5,5.563451491696996
EState_VSA6,34.43545670526059
EState_VSA7,17.55720391594359
EState_VSA8,58.43307608407833
EState_VSA9,0.0
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),29.12
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.036261855178251
VSA_EState9,43.356730361076295
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,4.794537184071822
FilterItLogS,-4.809360332893404
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.8214285714285714
MDEDescriptor,"0.14285714285714285,3.41303225129283,2.695960951198558,0.0,13.934623085105049,15.956636761369635,0.0,4.8511423922355785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6223699000246825"
APolDescriptor,64.85144599999997
BCUTDescriptor,"11.849999999999984,34.968854752083416,-0.3373152375324754,0.2473180681930981,2.342996038701312,13.6756292172429"
BPolDescriptor,37.788554
TPSADescriptor,82.66
XLogPDescriptor,4.769
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,451.06135318
ChiPathDescriptor,"18.802754140504845,13.169035095596021,11.589401674279612,10.263102373888598,8.810961073006307,6.140283530318717,4.246733016455984,3.2783138906006477,19.131246155088295,12.121064651652546,10.119205126616693,8.712281358081386,7.371211277684734,4.671955049913056,3.238651398973126,2.4102860463118354"
ChiChainDescriptor,"0.0,0.0,0.3142696805273545,0.6896607036299687,0.7885575056139855,0.0,0.0,0.34973352636184374,0.5729906521112333,0.6080646918706958"
AtomCountDescriptor,50
BondCountDescriptor,30
SmallRingDescriptor,"4,2,4,2,0,0,3,1,0,0,0"
ChiClusterDescriptor,"1.5405247858211857,0.0,0.46029015576148086,0.0,1.243140699775216,0.0,0.38272918519283305,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,6,7,1,5,0,0,0"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.7800000000000002
WeightedPathDescriptor,"56.50986176741098,2.0182093488361064,22.981336025129472,2.580115193419841,10.11192679202996"
FractionalPSADescriptor,0.18325666656485595
WienerNumbersDescriptor,"2.7000001878E10,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.190931670321619,7.087637078758381,8.721621442852221,3.4163397326308025,5.641262472443491,6.407698559191205"
FractionalCSP3Descriptor,0.3
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,1,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"22.68,10.346938775510203,5.023781212841855"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,14
FragmentComplexityDescriptor,1948.08
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.3
AutocorrelationDescriptorMass,"55.950618962569195,41.846440603074456,62.24387128458003,62.80968651892263,66.47938148391262"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.44216735327310325,-0.29196067261906117,0.0685268902963025,-0.10494601456019062,0.33559916868773565"
EccentricConnectivityIndexDescriptor,-129542204
AutocorrelationDescriptorPolarizability,"2739.895053511594,3266.453452443642,4651.963894582787,4267.611803959932,4116.547863187837"
