DLiP-ID,C001BB
GATS4pe,1.15790778942622
GATS4se,1.002472405333047
GATS5dv,1.1808546686746988
GATS5pe,1.2427040669347058
GATS5se,1.0849160710091306
GATS6dv,0.992209748083242
GATS6pe,0.6261772271241324
GATS6se,0.5137339089940035
GATS7dv,1.1572510630758328
GATS7pe,0.9987997904606545
GATS7se,0.8191811267631123
GATS8dv,0.9873051027639972
GATS8pe,0.7719833959962064
GATS8se,0.6046282796514911
MATS1dv,0.33094879518072295
MATS1pe,-0.17498429875839486
MATS1se,-0.17382560988271106
MATS2dv,0.12002205249569702
MATS2pe,0.1743777208775514
MATS2se,0.15553836938081372
MATS3dv,-0.1121832919914954
MATS3pe,-0.07316965789810484
MATS3se,-0.07791031610966644
MATS4dv,-0.19361947791164658
MATS4pe,-0.08780389922474095
MATS4se,-0.051747700707941255
MATS5dv,-0.11340361445783136
MATS5pe,-0.252882011783408
MATS5se,-0.2167522972773624
MATS6dv,-0.045410049288061395
MATS6pe,0.0959258894424847
MATS6se,0.09115846510602621
MATS7dv,-0.3122840627214741
MATS7pe,-0.2456982793117245
MATS7se,-0.17161711452212075
MATS8dv,-0.1041869684620836
MATS8pe,0.005430173422091935
MATS8se,0.01650678095212735
MAXaaCH,1.914833980653786
MAXaasC,0.7627083333333335
MAXsNH2,5.640675862937767
MDEC-22,6.932975959970572
MDEC-23,7.897579409834702
MDEC-33,2.1822472719434427
MDEN-11,0.25
MDEN-12,1.7854903269264255
MDEN-22,1.3103706971044482
MINaaCH,1.6346296296296297
MINaasC,0.2774825207860925
MINsNH2,5.4713892493789675
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,89.64999999999999
TpiPC10,7.87251469478506
VAdjMat,5.087462841250339
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.05070891476747745
Xch-7dv,0.04419429024266126
Xpc-4dv,0.4303813783037389
Xpc-5dv,0.44956581281704777
Xpc-6dv,0.45569494488051493
Zagreb1,78.0
Zagreb2,87.0
fragCpx,17.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,1
nBondsM,13
nBondsO,17
nBondsS,16
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,1
AATS0are,6.274600000000001
AATS1are,6.541962068965519
AATS2are,6.3519000000000005
AATS3are,6.4105058823529415
AATS4are,6.3851933333333335
AATS5are,6.269691666666666
AATS6are,6.05839090909091
AATS7are,6.134676470588237
AATS8are,5.814294117647059
AATSC0dv,3.509050072664817
AATSC0pe,0.1033719381688466
AATSC0se,0.06124898454221165
AATSC1dv,1.1613158937772496
AATSC1pe,-0.018088466111771773
AATSC1se,-0.010646642092746683
AATSC2dv,0.42116339203140607
AATSC2pe,0.018025762980578636
AATSC2se,0.009526567181926267
AATSC3dv,-0.39365678891453537
AATSC3pe,-0.007563689352078552
AATSC3se,-0.004771927747079782
AATSC4dv,-0.6794204430351874
AATSC4pe,-0.00907645924164356
AATSC4se,-0.0031694941207556886
AATSC5dv,-0.397938961553706
AATSC5pe,-0.026140903686087995
AATSC5se,-0.013275858105430033
AATSC6dv,-0.15934613675398476
AATSC6pe,0.009916045112240144
AATSC6se,0.005583363420170739
AATSC7dv,-1.095820412984853
AATSC7pe,-0.025398307337203586
AATSC7se,-0.01051137399454434
AATSC8dv,-0.3655972892526015
AATSC8pe,0.0005613275512346016
AATSC8se,0.0010110235713785218
ATSC0are,2.8073172413793093
ATSC1are,-0.40031379310345067
ATSC2are,0.8585957193816863
ATSC3are,-0.3785372175981
ATSC4are,-0.31949571938169036
ATSC5are,-0.9985558858501786
ATSC6are,0.32015279429250965
ATSC7are,-0.856682282996432
ATSC8are,-0.042896076099878194
BalabanJ,1.4449991466005197e-06
Diameter,100000000
GATS1are,1.032457051891485
GATS2are,0.5781320244385975
GATS3are,1.1969602185653048
GATS4are,1.3143651688567555
GATS5are,1.42066238229651
GATS6are,0.6891535800642786
GATS7are,1.1023985131871399
GATS8are,0.832706241310559
HybRatio,0.0
Lipinski,True
MATS1are,-0.14259656415131974
MATS2are,0.21117666815117522
MATS3are,-0.0766734339715241
MATS4are,-0.0733430616050179
MATS5are,-0.2865341435313137
MATS6are,0.10021895311200871
MATS7are,-0.2602839406783517
MATS8are,-0.013033022800310741
NsssssAs,0
RotRatio,0.11764705882352941
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,10.228500251258795
SMR_VSA5,0.0
SMR_VSA6,11.46733495432437
SMR_VSA7,42.46456947923127
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,187.02999999999972
mZagreb2,3.611111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,22
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.09680404280618307
AATSC1are,-0.013803923900118989
AATSC2are,0.020442755223373483
AATSC3are,-0.007422298384276471
AATSC4are,-0.007099904875148675
AATSC5are,-0.027737663495838297
AATSC6are,0.009701599827045746
AATSC7are,-0.02519653773518918
AATSC8are,-0.001261649297055241
LabuteASA,104.98779779757146
PEOE_VSA1,11.46733495432437
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,5.114250125629398
PEOE_VSA5,17.521283286809375
PEOE_VSA6,18.19910120538483
PEOE_VSA7,24.26546827384644
PEOE_VSA8,0.0
PEOE_VSA9,5.687386274683562
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,11.50524905251859
PEOE_VSA11,5.817862777835028
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,11.46733495432437
SlogP_VSA2,4.9839785209472085
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,52.693069730490066
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,17
EState_VSA1,0.0
EState_VSA2,18.224895939015006
EState_VSA3,11.50524905251859
EState_VSA4,5.687386274683562
EState_VSA5,0.0
EState_VSA6,12.13273413692322
EState_VSA7,30.33183534230805
EState_VSA8,15.212478772206005
EState_VSA9,11.46733495432437
GhoseFilter,True
SlogP_VSA10,23.01049810503718
SlogP_VSA11,0.0
TopoPSA(NO),89.64999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,37.66666666666667
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-3.4896252725106045
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.8235294117647058
MDEDescriptor,"0.0,0.0,0.0,0.0,6.932975959970572,7.897579409834702,0.0,2.1822472719434427,0.0,0.0,0.0,0.0,0.0,0.25,1.7854903269264255,0.0,1.3103706971044482,0.0,0.0"
APolDescriptor,35.041516
BCUTDescriptor,"11.988415148012773,34.968853398499974,-0.28728223890692595,0.16367664261500842,2.7299963996026504,8.891684227966405"
BPolDescriptor,14.858483999999999
TPSADescriptor,89.64999999999999
ALOGPDescriptor,"2.3336,5.445688960000001,65.4783"
XLogPDescriptor,3.2220000000000004
VAdjMaDescriptor,5.08746284125034
WeightDescriptor,249.07812316
ChiPathDescriptor,"11.380468888623982,7.75402019542349,6.736973898629749,5.279599203882745,4.08253832472759,3.0692367433969436,1.781186030218746,0.9733154235929908,9.762538080598098,4.743144665235461,3.1760322696508907,1.953345235925216,1.1741479308198153,0.7134096066773636,0.27238750851202154,0.11619720156115639"
ChiChainDescriptor,"0.0,0.0,0.0,0.17010345435994295,0.2563640695691264,0.0,0.0,0.0,0.05070891476747745,0.04419429024266126"
AtomCountDescriptor,29
BondCountDescriptor,17
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"0.895168206888927,0.0,0.11785113019775793,0.0,0.27817064337356656,0.0,0.016666666666666666,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,9,0,0,0,0,0"
ZagrebIndexDescriptor,78.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.01
WeightedPathDescriptor,"33.29556409212067,1.958562593654157,15.187157720086441,0.0,14.187157720086441"
FractionalPSADescriptor,0.3599272343256402
WienerNumbersDescriptor,"1.6000000469E10,20.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.793439667872046,2.4425242324460124,2.952256898386197,0.4303813783037389,0.44956581281704777,0.42750776935791057"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.058823529411764,7.43801652892562,4.6390532544378695"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,569.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"26.512851414231182,18.357071900359156,24.38177993435742,22.714143800718308,16.243214436092558"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.1860390788668234,-0.07098678580128227,-0.045730493877571,0.006483193761511146,0.034435986396870344"
EccentricConnectivityIndexDescriptor,-359738402
AutocorrelationDescriptorPolarizability,"861.5875043414317,948.4966117651541,1203.3760413517987,1071.413986138482,745.3622928773231"
