DLiP-ID,C001LU
GATS5dv,0.8225392220619017
GATS5pe,0.7260233324809033
GATS5se,0.5901808767915557
GATS6dv,0.7719376682607201
GATS6pe,0.7042912627414049
GATS6se,0.5974464856952845
GATS7dv,0.9286046975298502
GATS7pe,0.7027234750399892
GATS7se,0.6360323063095407
GATS8dv,1.2439632572601458
GATS8pe,1.0690629204238427
GATS8se,1.152948493930505
MATS1dv,0.41454467860263766
MATS1pe,-0.04729108062131018
MATS1se,-0.07128011930703143
MATS2dv,0.0937760999203465
MATS2pe,-0.01296096114195567
MATS2se,-0.02602107894506845
MATS3dv,-0.04129527491861633
MATS3pe,-0.06505547466931134
MATS3se,-0.0696512530694912
MATS4dv,-0.10202952980614001
MATS4pe,-0.08321220900670072
MATS4se,-0.05477624195597236
MATS5dv,-0.004731230497508668
MATS5pe,-0.004186802368069587
MATS5se,0.012837175151676209
MATS6dv,0.059651467003517894
MATS6pe,0.08038475137743749
MATS6se,0.10331089262088673
MATS7dv,-0.024353956452031932
MATS7pe,0.06153649034796261
MATS7se,0.039104324605588985
MATS8dv,-0.20510394862519557
MATS8pe,-0.032605154604787634
MATS8se,-0.03921305984816988
MAXaaCH,2.0881627928949356
MAXaasC,1.4277749433106577
MAXsCH3,2.255219251280759
MAXsssN,2.6319321617535905
MDEC-11,0.16666666666666669
MDEC-12,4.497506679167027
MDEC-13,1.3212657272055228
MDEC-22,12.947456693908265
MDEC-23,14.794925321965625
MDEC-33,2.6207413942088964
MINaaCH,1.8144984567901234
MINaasC,0.40919726841353854
MINsCH3,2.255219251280759
MINsssN,2.6319321617535905
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,23.47
TpiPC10,7.1997016837310115
VAdjMat,5.247927513443585
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07508729752421728
Xch-7dv,0.12652631627304783
Xpc-4dv,1.2870999684252824
Xpc-5dv,1.9422143688128641
Xpc-6dv,2.726901044241742
Zagreb1,88.0
Zagreb2,101.0
fragCpx,19.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,6
nBondsD,0
nBondsM,6
nBondsO,19
nBondsS,39
nBondsT,0
nFARing,1
nFHRing,0
nFaRing,0
nHetero,3
naHRing,0
AATS0are,5.667166666666667
AATS1are,6.027844444444446
AATS2are,5.8309756097560985
AATS3are,5.725592920353982
AATS4are,5.626439024390244
AATS5are,5.500939393939393
AATS6are,5.439654135338344
AATS7are,5.379171171171171
AATS8are,5.4912
AATSC0dv,2.399975613473556
AATSC0pe,0.07106291358024687
AATSC0se,0.03911973333333332
AATSC1dv,0.9948971193415636
AATSC1pe,-0.003360641975308653
AATSC1se,-0.0027884592592592535
AATSC2dv,0.22506035293549106
AATSC2pe,-0.0009210436615477336
AATSC2se,-0.001017937669376692
AATSC3dv,-0.09910765275636538
AATSC3pe,-0.004623031574347211
AATSC3se,-0.0027247384464110097
AATSC4dv,-0.24486838338890934
AATSC4pe,-0.005913302017464613
AATSC4se,-0.0021428319783197832
AATSC5dv,-0.011354837815743165
AATSC5pe,-0.000297526374859702
AATSC5se,0.000502186868686866
AATSC6dv,0.14316206611636545
AATSC6pe,0.00571237464030447
AATSC6se,0.004041494569757722
AATSC7dv,-0.05844890157647361
AATSC7pe,0.0043729622956289625
AATSC7se,0.0015297507507507455
AATSC8dv,-0.4922444749276025
AATSC8pe,-0.002317017283950612
AATSC8se,-0.0015340044444444457
ATSC0are,2.9251644444444436
ATSC1are,-0.08714222222222273
ATSC2are,-0.07832854320987694
ATSC3are,-0.5451440493827161
ATSC4are,-0.6716828148148143
ATSC5are,0.008248740740741153
ATSC6are,0.8302117530864198
ATSC7are,0.35901881481481507
ATSC8are,-0.19590740740740717
BalabanJ,1.8049988191507995e-06
Diameter,100000000
GATS1are,1.0222300892485434
GATS2are,0.9716785384812587
GATS3are,1.1351168807378373
GATS4are,0.9547931004606244
GATS5are,0.7251273242757859
GATS6are,0.710062001555345
GATS7are,0.7293148150414291
GATS8are,1.1672506161097114
HybRatio,0.625
Lipinski,True
MATS1are,-0.029790537891886983
MATS2are,-0.014694960563123352
MATS3are,-0.07421557562031225
MATS4are,-0.08400813692469958
MATS5are,0.0009613376480121018
MATS6are,0.09602834944332218
MATS7are,0.04975726012416072
MATS8are,-0.04018387570233464
MAXssCH2,1.261681783824641
MAXsssCH,0.6659259259259256
MINssCH2,1.1009259259259259
MINsssCH,0.6659259259259256
NsssssAs,0
RotRatio,0.2631578947368421
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,51.993423343159265
SMR_VSA6,13.08951281182515
SMR_VSA7,29.32600418877882
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SsssssAs,0
VMcGowan,245.8899999999997
mZagreb2,4.222222222222221
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,3
nBondsKS,42
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.06500365432098763
AATSC1are,-0.001936493827160505
AATSC2are,-0.0009552261367058163
AATSC3are,-0.004824283622855895
AATSC4are,-0.005460835892803368
AATSC5are,6.249046015712995e-05
AATSC6are,0.006242193632228721
AATSC7are,0.003234403737070406
AATSC8are,-0.0026120987654320955
LabuteASA,127.1417626447807
PEOE_VSA1,10.006437125691184
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,16.981450852126283
PEOE_VSA6,19.913841467842857
PEOE_VSA7,68.45325804677242
PEOE_VSA8,6.041840829147961
PEOE_VSA9,0.0
n10AHRing,0
n10FARing,1
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,5.749511833283905
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,29.137790766664295
SlogP_VSA3,12.841643245852019
SlogP_VSA4,0.0
SlogP_VSA5,44.23684225155327
SlogP_VSA6,18.19910120538483
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
EState_VSA1,0.0
EState_VSA2,16.981450852126283
EState_VSA3,11.791352662431866
EState_VSA4,12.841643245852019
EState_VSA5,43.478880663997174
EState_VSA6,0.0
EState_VSA7,12.13273413692322
EState_VSA8,24.813751198693335
EState_VSA9,0.0
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
TopoPSA(NO),23.47
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,34.83333333333334
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,5.106527394840706
FilterItLogS,-4.8099872038391425
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.5263157894736842
MDEDescriptor,"0.16666666666666669,4.497506679167027,1.3212657272055228,0.0,12.947456693908265,14.794925321965625,0.0,2.6207413942088964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,50.44861799999998
BCUTDescriptor,"11.899999999999999,78.91833737050769,-0.36045404523633995,0.10242885082589262,3.8869945647616415,10.518853364995179"
BPolDescriptor,31.693381999999993
TPSADescriptor,23.47
ALOGPDescriptor,"0.7277999999999996,0.5296928399999994,72.7385"
XLogPDescriptor,4.178000000000001
VAdjMaDescriptor,5.247927513443585
WeightDescriptor,327.11977676
ChiPathDescriptor,"12.957819157813608,8.740713402868018,7.348945665425828,5.901387492702075,4.9504862021489675,4.099948272130739,2.722219967461033,1.768250210583042,13.774896079623899,7.29011201573077,5.385604823708233,3.9303244500666756,3.087320217459766,2.3210772969240034,1.3536411761381428,0.7978509750522144"
ChiChainDescriptor,"0.0,0.0,0.0,0.13608276348795434,0.2997751815397718,0.0,0.0,0.0,0.07508729752421729,0.12652631627304786"
AtomCountDescriptor,45
BondCountDescriptor,19
SmallRingDescriptor,"2,1,1,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"0.9553418012614795,0.0,0.16666666666666666,0.0,0.5368586342290856,0.0,0.10621638910345693,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,4,2,4,6,0,0"
ZagrebIndexDescriptor,88.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"37.26150846700217,1.9611320245790618,6.9452344795576195,2.5441293798740414,3.4011050996835777"
FractionalPSADescriptor,0.07174741995871249
WienerNumbersDescriptor,"1.8000000601E10,26.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.1915306390642635,3.4537011819556342,4.879469389835298,1.2870999684252826,1.9422143688128637,2.4797015063524213"
FractionalCSP3Descriptor,0.625
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,7,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.05263157894737,8.3232,4.5"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1683.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.625
AutocorrelationDescriptorMass,"63.39254012813283,19.8306377766739,26.32891168698691,27.32891168698691,23.996547820626017"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.14851557584134642,-0.06913561979224632,-0.026275993425842525,0.019575954044334962,0.015064913473436085"
EccentricConnectivityIndexDescriptor,-654705702
AutocorrelationDescriptorPolarizability,"1231.1759088833314,1386.295446285248,1857.1046018535312,1888.2618968836978,1545.3175916279306"
