DLiP-ID,T004OA
AATSC4i,0.023201095493767268
AATSC4m,17.362337729628027
AATSC4p,0.046849807371026814
AATSC4s,-0.4467160019126355
AATSC4v,8.248268769721987
AATSC5Z,0.21900596973483277
AATSC5c,-9.59962046514772e-05
AATSC5d,0.006887912864589248
AATSC5i,0.07585718219258908
AATSC5m,1.0095458678107607
AATSC5p,-0.011371698418498697
AATSC5s,-0.05321712219521675
AATSC5v,-0.8968095174763562
AATSC6Z,-1.2226538942107457
AATSC6c,0.0005154375995936932
AATSC6d,-0.025076218242399
AATSC6i,-0.03237419811059322
AATSC6m,-5.619553922448981
AATSC6p,0.02155950300691172
AATSC6s,-0.22172643066912937
AATSC6v,-4.335529792242165
AATSC7Z,-1.0157917661534157
AATSC7c,-0.00020631200765717386
AATSC7d,-0.1136644718644585
AATSC7i,0.035128123549084705
AATSC7m,-4.47735273204549
AATSC7p,0.00030885198564933457
AATSC7s,-0.04798446113989299
AATSC7v,-0.6472390951461335
AATSC8Z,-2.0823877584881636
AATSC8c,-0.0008573332890805435
AATSC8d,-0.024542619437023183
AATSC8i,-0.257894786762755
AATSC8m,-9.649106407001824
AATSC8p,-0.09953051176635694
AATSC8s,-0.23146872071751634
AATSC8v,-8.442114793309354
ATS0are,314.8012
ATS1are,319.9748000000001
ATS2are,580.326
ATS3are,793.2459000000001
ATS4are,898.0411
ATS5are,871.0282000000001
ATS6are,792.9390000000001
ATS7are,791.9320000000001
ATS8are,750.9112
ATSC0dv,204.81431090954896
ATSC0pe,7.859567346938772
ATSC0se,5.870921999999998
ATSC1dv,19.400363017466994
ATSC1pe,-0.3532666805497696
ATSC1se,0.02180244897959173
ATSC2dv,66.87621927077707
ATSC2pe,3.4521973760932942
ATSC2se,2.4674955714285716
ATSC3dv,21.787650207475274
ATSC3pe,-1.391009246147439
ATSC3se,-1.6608302653061218
ATSC4dv,9.400794936266255
ATSC4pe,-1.0869488962932117
ATSC4se,-1.3863354081632662
ATSC5dv,-102.51816886996674
ATSC5pe,0.7869144939608544
ATSC5se,1.1792662653061208
ATSC6dv,-127.10932173322846
ATSC6pe,-3.8708922115785054
ATSC6se,-2.1425818775510197
ATSC7dv,21.51633835696032
ATSC7pe,-0.5928473969179539
ATSC7se,-0.8777341836734677
ATSC8dv,-0.15293010628286874
ATSC8pe,0.1511329862557249
ATSC8se,0.04147336734693947
AXp-0dv,0.6412029926735655
AXp-1dv,0.3827769670070919
AXp-2dv,0.23412976252060216
AXp-3dv,0.1359658665760706
AXp-4dv,0.08448133023706314
AXp-5dv,0.04927369453286655
AXp-6dv,0.031370748573125835
AXp-7dv,0.01933124526350126
BertzCT,808.36271178679
ECIndex,517
ETA_eta,28.196251796579975
GATS1dv,0.6668515502369272
GATS1pe,0.6391680073785024
GATS1se,0.603050709922564
GATS2dv,0.7157778475073915
GATS2pe,0.498160128171439
GATS2se,0.4837829186318231
GATS3dv,0.8719817554777292
GATS3pe,0.9241982547583908
GATS3se,0.9401993592083501
GATS4dv,1.092575758226128
GATS4pe,1.1210383735914462
GATS4se,1.1300228916887582
GATS5dv,1.376221260865034
GATS5pe,1.185385628821784
GATS5se,1.1693059145023248
GATS6dv,1.2763459973330318
GATS6pe,1.218321718908555
GATS6se,1.165929194767023
GATS7dv,0.8202883122047143
GATS7pe,0.8627151647949505
GATS7se,0.8623460318628549
GATS8dv,0.9365171014462141
GATS8pe,0.9920809231700615
GATS8se,1.0008314396057674
LogEE_A,4.201964523511547
LogEE_D,141.73820457518067
MATS1dv,0.09282728180802745
MATS1pe,-0.04404839753343629
MATS1se,0.0036393602231472163
MATS2dv,0.17581912003666983
MATS2pe,0.23651117525293502
MATS2se,0.2263105286594613
MATS3dv,0.04104331725715811
MATS3pe,-0.06828475195779454
MATS3se,-0.1091468732726408
MATS4dv,0.015950755133300073
MATS4pe,-0.04806040802647568
MATS4se,-0.08206140956254801
MATS5dv,-0.18580726493183997
MATS5pe,0.03716644767088187
MATS5se,0.07456374515249586
MATS6dv,-0.24327818646144467
MATS6pe,-0.19306275777759996
MATS6se,-0.14305965843184426
MATS7dv,0.03929459807231691
MATS7pe,-0.028214285847372306
MATS7se,-0.055921844347368514
MATS8dv,-0.00029745663475912296
MATS8pe,0.007660402557990862
MATS8se,0.002814193506421303
MAXaaCH,1.4260302925512716
MAXaasC,0.1829661759229766
MAXdssC,-0.4961574074074069
MAXsCH3,1.7966402924359723
MAXssNH,2.6880273333613283
MAXsssN,1.127458585285966
MDEC-11,0.4999999999999999
MDEC-12,2.0134261676501537
MDEC-13,3.678906382614162
MDEC-22,5.198070456344747
MDEC-23,14.439444567439779
MDEC-33,6.853976507383535
MDEN-23,0.33333333333333337
MDEO-11,1.8309342388435295
MINaaCH,1.289089957327692
MINaasC,-0.07810597232720173
MINdssC,-1.0291954706265234
MINsCH3,1.7966402924359723
MINssNH,2.6880273333613283
MINsssN,1.127458585285966
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.454831932773109
SM1_Dzi,1.4925914302278884
SM1_Dzm,3.479056489446494
SM1_Dzp,-5.5558071187680325
SM1_Dzv,-2.3094655121302994
SddssSe,0
SpAD_Dt,422.94485848210803
SpAbs_A,31.795268992285756
SpAbs_D,283.4764091503613
SpMAD_A,1.1776025552698428
SpMAD_D,10.499126264828195
SpMax_A,2.486944757442782
SpMax_D,141.73820457518067
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,112.16
TpiPC10,7.4413203897176174
VAdjMat,5.807354922057604
VE1_DzZ,5.10261452709792
VE1_Dzi,5.1145360752642945
VE1_Dzm,5.102684908511473
VE1_Dzp,5.117955983787618
VE1_Dzv,5.124567318569744
VE2_DzZ,0.1889857232258489
VE2_Dzi,0.18942726204682572
VE2_Dzm,0.1889883299448694
VE2_Dzp,0.18955392532546733
VE2_Dzv,0.1897987895766572
VE3_DzZ,2.6230048337513705
VE3_Dzi,2.625338469427421
VE3_Dzm,2.623018626862293
VE3_Dzp,2.6260069104349344
VE3_Dzv,2.627297868825782
VR1_DzZ,158.79360849485806
VR1_Dzi,158.40908637631284
VR1_Dzm,158.7712259653386
VR1_Dzp,157.79514581284658
VR1_Dzv,157.2310551829466
VR2_DzZ,5.881244759068817
VR2_Dzi,5.867003199122698
VR2_Dzm,5.880415776494022
VR2_Dzp,5.8442646597350585
VR2_Dzv,5.823372414183207
VR3_DzZ,6.060857072240381
VR3_Dzi,6.058432614232211
VR3_Dzm,6.060716108713392
VR3_Dzp,6.054549419306618
VR3_Dzv,6.0509681855489195
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.18150320654998772
Xch-7dv,0.32856341994283494
Xpc-4dv,3.5620128038465833
Xpc-5dv,5.137168741222147
Xpc-6dv,6.933567172356554
Zagreb1,138.0
Zagreb2,160.0
fragCpx,82.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,4
nBondsM,10
nBondsO,28
nBondsS,40
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,10
naHRing,0
AATS0are,6.424514285714285
AATS1are,6.399496000000002
AATS2are,6.377208791208791
AATS3are,6.246030708661419
AATS4are,6.369085815602837
AATS5are,6.5986984848484855
AATS6are,6.3435120000000005
AATS7are,6.045282442748093
AATS8are,6.104969105691057
AATSC0dv,4.179883896113244
AATSC0pe,0.16039933361099534
AATSC0se,0.11981473469387752
AATSC1dv,0.38800726034933986
AATSC1pe,-0.007065333610995392
AATSC1se,0.0004360489795918346
AATSC2dv,0.7349035084700777
AATSC2pe,0.03793623490212411
AATSC2se,0.02711533594976452
AATSC3dv,0.171556300846262
AATSC3pe,-0.010952828709822355
AATSC3se,-0.01307740366382773
AATSC4dv,0.06667230451252663
AATSC4pe,-0.007708857420519232
AATSC4se,-0.009832166015342314
AATSC5dv,-0.776652794469445
AATSC5pe,0.005961473439097382
AATSC5se,0.008933835343228188
AATSC6dv,-1.0168745738658276
AATSC6pe,-0.030967137692628044
AATSC6se,-0.01714065502040816
AATSC7dv,0.16424685768671998
AATSC7pe,-0.004525552648228655
AATSC7se,-0.006700260944072272
AATSC8dv,-0.001243334197421697
AATSC8pe,0.0012287234654936984
AATSC8se,0.00033718184834910135
AETA_eta,1.0443056220955547
ATSC0are,7.850799999999997
ATSC1are,-0.634048979591836
ATSC2are,3.9179999999999997
ATSC3are,-1.078720408163265
ATSC4are,-2.154377551020407
ATSC5are,-0.12340816326530107
ATSC6are,-3.7526081632653026
ATSC7are,-0.13647346938775812
ATSC8are,-0.21768163265306356
BCUTZ-1h,17.002128472097215
BCUTZ-1l,5.700489789170554
BCUTc-1h,0.4506375639096442
BCUTc-1l,-0.3750350558191494
BCUTd-1h,4.048539379337679
BCUTd-1l,0.9706181678433977
BCUTi-1h,14.543255118140593
BCUTi-1l,10.31976598558674
BCUTm-1h,35.45152860981201
BCUTm-1l,11.711752697101316
BCUTp-1h,2.9546165983690624
BCUTp-1l,0.7414555277131315
BCUTs-1h,7.015031964942253
BCUTs-1l,0.29758472120874685
BCUTv-1h,24.441833563023952
BCUTv-1l,14.699968322218897
BalabanJ,2.0766080656012593
Diameter,12
ETA_beta,29.75
GATS1are,0.6977327151373109
GATS2are,0.48867197407473556
GATS3are,0.9156284388892211
GATS4are,1.2301052935112182
GATS5are,1.307896821169354
GATS6are,1.2832730422377339
GATS7are,0.7932646140598498
GATS8are,0.9805506849076746
HybRatio,0.5294117647058824
Lipinski,True
LogEE_Dt,211.47242924105402
MATS1are,-0.07914709328985575
MATS2are,0.26872322663834364
MATS3are,-0.05301360531390754
MATS4are,-0.09536408992244363
MATS5are,-0.005835151329877745
MATS6are,-0.1873722932694756
MATS7are,-0.00650218171960513
MATS8are,-0.01104584235835747
MAXddssS,-3.96969764371798
MAXssCH2,0.5246927752582515
MAXsssCH,-0.10810484552457877
MINddssS,-3.96969764371798
MINssCH2,-0.22938710244581517
MINsssCH,-0.9001832955404392
NsssssAs,0
RotRatio,0.25
SM1_Dzpe,2.0136769285592555
SM1_Dzse,2.013924436802223
SMR_VSA1,23.113398747313287
SMR_VSA2,0.0
SMR_VSA3,9.622004595302565
SMR_VSA4,5.917906046161393
SMR_VSA5,50.089104401972975
SMR_VSA6,6.544756405912575
SMR_VSA7,28.244367832867482
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,209.07282872638626
SpAD_Dzi,238.09959533588494
SpAD_Dzm,208.9769636530451
SpAD_Dzp,297.9034364882767
SpAD_Dzv,288.35583108933156
SpAbs_Dt,422.9448584821079
SpDiam_A,4.926812429007092
SpDiam_D,208.17065700208144
SpMAD_Dt,15.664624388226223
SpMax_Dt,211.47242924105402
SsssssAs,0
VE1_Dzpe,5.115796953906783
VE1_Dzse,5.115439368135896
VE2_Dzpe,0.1894739612558068
VE2_Dzse,0.18946071733836653
VE3_Dzpe,2.625584967492592
VE3_Dzse,2.6255150666986355
VMcGowan,297.3100000000005
VR1_Dzpe,158.03277447830806
VR1_Dzse,158.03670987787
VR2_Dzpe,5.853065721418817
VR2_Dzse,5.8532114769581485
VR3_Dzpe,6.056054217932929
VR3_Dzse,6.0560791200494375
mZagreb1,12.0625
mZagreb2,5.833333333333334
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,43
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16022040816326524
AATSC1are,-0.01268097959183672
AATSC2are,0.04305494505494505
AATSC3are,-0.008493861481600513
AATSC4are,-0.015279273411492248
AATSC5are,-0.0009349103277674324
AATSC6are,-0.03002086530612242
AATSC7are,-0.0010417822090668558
AATSC8are,-0.0017697693711631183
AETA_beta,1.1018518518518519
BCUTdv-1h,6.024054871911043
BCUTdv-1l,0.6449002485839332
BCUTpe-1h,3.5372288220704107
BCUTpe-1l,2.23969135826851
BCUTse-1h,3.768467467698579
BCUTse-1l,2.439223558038858
ETA_alpha,13.22857142857143
ETA_dBeta,-3.75
ETA_eta_B,0.8964319232897324
ETA_eta_F,25.506891297635743
ETA_eta_L,7.249558157888499
ETA_eta_R,53.70314309421572
ETA_psi_1,0.5255391600454031
LabuteASA,168.23421737660382
LogEE_DzZ,104.33111100672427
LogEE_Dzi,119.10507883202499
LogEE_Dzm,104.28479202265159
LogEE_Dzp,148.15178674983363
LogEE_Dzv,143.9213082655402
PEOE_VSA1,10.423315998847038
PEOE_VSA2,9.589074368143644
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,37.04935417984628
PEOE_VSA7,36.95865049739824
PEOE_VSA8,22.631863862543188
PEOE_VSA9,11.316305098443785
SM1_Dzare,2.008532317226176
SpAD_Dzpe,238.62264945373886
SpAD_Dzse,237.9420241927227
SpAbs_DzZ,206.12982374661658
SpAbs_Dzi,236.7175662338221
SpAbs_Dzm,206.0133229398129
SpAbs_Dzp,301.85938061843524
SpAbs_Dzv,290.1520820432107
SpDiam_Dt,318.51951030652407
SpMAD_DzZ,7.743438100977269
SpMAD_Dzi,8.8185035309587
SpMAD_Dzm,7.7398875427053735
SpMAD_Dzp,11.033460610676915
SpMAD_Dzv,10.679845595901169
SpMax_DzZ,104.33111100672427
SpMax_Dzi,119.10507883202499
SpMax_Dzm,104.28479202265159
SpMax_Dzp,148.15178674983363
SpMax_Dzv,143.9213082655402
VE1_Dzare,5.114769866843702
VE2_Dzare,0.18943592099421117
VE3_Dzare,2.625384179582298
VR1_Dzare,158.1727661131029
VR2_Dzare,5.858250596781589
VR3_Dzare,6.05693966506127
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48994708994708996
AETA_dBeta,-0.1388888888888889
AETA_eta_B,0.03320118234406416
AETA_eta_F,0.9446996776902127
AETA_eta_L,0.26850215399587035
AETA_eta_R,1.9890052997857675
BCUTare-1h,3.581250422012431
BCUTare-1l,2.1844213430492694
ETA_beta_s,16.75
ETA_dPsi_A,0.18846083995459684
ETA_dPsi_B,0.0
ETA_eta_BR,1.0684319232897324
ETA_eta_FL,5.268223481194864
ETA_eta_RL,12.517781639083363
LogEE_Dzpe,119.38590535385312
LogEE_Dzse,119.04560189031699
PEOE_VSA10,6.041840829147961
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,5.316788604006331
SlogP_VSA2,48.334463451977726
SlogP_VSA3,19.612365521551226
SlogP_VSA4,5.917906046161393
SlogP_VSA5,33.10993926815928
SlogP_VSA6,23.094584680902603
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,238.13811803576968
SpAbs_Dzpe,236.75813377914693
SpAbs_Dzse,236.07727934383172
SpDiam_DzZ,155.82835220844453
SpDiam_Dzi,176.1336220102952
SpDiam_Dzm,155.79306741599123
SpDiam_Dzp,225.61047858659418
SpDiam_Dzv,218.07662321187158
SpMAD_Dzpe,8.837875905694032
SpMAD_Dzse,8.812667562693433
SpMax_Dzpe,119.38590535385312
SpMax_Dzse,119.04560189031699
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6203703703703703
AETA_eta_BR,0.03957155271443453
AETA_eta_FL,0.19511938819240238
AETA_eta_RL,0.46362154218827273
DetourIndex,2775
EState_VSA1,33.98345782900686
EState_VSA2,33.8242341780004
EState_VSA3,12.841643245852019
EState_VSA4,4.305215991296234
EState_VSA5,18.19910120538483
EState_VSA6,13.847474399381248
EState_VSA7,0.0
EState_VSA8,5.316788604006331
EState_VSA9,28.30840717530574
ETA_beta_ns,13.0
ETA_shape_p,0.30957523398128145
ETA_shape_x,0.06299496040316774
ETA_shape_y,0.3326133909287257
GhoseFilter,True
LogEE_Dzare,119.14344910370802
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,236.27836589018995
SpDiam_Dzpe,177.44658991852754
SpDiam_Dzse,177.088919591306
SpMAD_Dzare,8.819930297621099
SpMax_Dzare,119.14344910370802
TopoPSA(NO),103.78
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,27.09887198706643
VSA_EState9,41.019813121450206
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.48148148148148145
EState_VSA10,18.00687135247258
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.010052910052910017
FilterItLogS,-3.853787726659441
SpDiam_Dzare,176.7673659676435
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6483965014577261
ETA_epsilon_2,0.932275132275132
ETA_epsilon_3,0.43670886075949367
ETA_epsilon_4,0.6103896103896103
ETA_epsilon_5,0.8886699507389161
AETA_beta_ns_d,0.037037037037037035
ETA_dEpsilon_A,0.21168764069823243
ETA_dEpsilon_B,0.03800689106811583
ETA_dEpsilon_C,-0.1736807496301166
ETA_dEpsilon_D,0.04360518153621595
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.4444444444444444
MDEDescriptor,"0.4999999999999999,2.0134261676501537,3.678906382614162,0.0,5.198070456344747,14.439444567439779,0.0,6.853976507383535,0.0,0.0,1.8309342388435295,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0"
APolDescriptor,58.05944599999998
BCUTDescriptor,"11.85,34.96985555007492,-0.3315929273640622,0.26063182936450346,4.082992197309632,12.855522699490011"
BPolDescriptor,35.92255399999999
TPSADescriptor,112.16
ALOGPDescriptor,"1.3693999999999986,1.8752563599999963,95.5499"
XLogPDescriptor,2.79
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,436.06264833999995
ChiPathDescriptor,"20.35300667219901,12.517781639083365,12.483624031277376,8.878178631985122,7.349169432200319,5.619697212277047,3.078189925011004,1.9172047509417842,16.699725992156786,9.63703318209456,8.180518945166877,5.3829585788085526,3.9977122600785693,2.411429512480453,1.3663758712109404,0.8054659883285409"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.1950083285868333,0.47214987047812407,0.0,0.0,0.09128709291752768,0.12556660127116415,0.21221417793357472"
AtomCountDescriptor,49
BondCountDescriptor,28
SmallRingDescriptor,"2,1,2,1,0,0,1,1,0,0,0"
ChiClusterDescriptor,"3.030255883555083,0.16666666666666666,0.8759423616138584,0.15137471507731048,1.4659910526773696,0.022807522979332223,0.29447038208680976,0.01691363992580506"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,6,0,3,5,1,0"
ZagrebIndexDescriptor,138.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"53.000745628400516,1.9629905788296487,27.32452314307532,12.343877358511563,6.436542237911731"
FractionalPSADescriptor,0.25721074810458966
WienerNumbersDescriptor,"1850.0,42.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.586911142809577,8.329843104099297,12.908036246349235,2.522960533617911,3.3442571033763038,3.93633413598996"
FractionalCSP3Descriptor,0.5294117647058824
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,0,3,3,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"23.28061224489796,9.666864961332541,5.9904"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,1798.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.5294117647058824
AutocorrelationDescriptorMass,"53.14595863440526,42.4605843218753,61.51927965617198,64.05164580353382,84.96862276892026"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.6342969536362476,-0.3178611362342042,0.11683679410244055,-0.004988367573049805,-0.2800656715443542"
EccentricConnectivityIndexDescriptor,517
AutocorrelationDescriptorPolarizability,"2206.095422572029,2591.85962062064,3698.392012967891,3720.8620508208874,3688.113437635218"
