DLiP-ID,C003NU
AATSC8d,0.10517681523331245
AATSC8i,-0.016486058432891564
AATSC8m,7.467685843389826
AATSC8p,0.011785979758949525
AATSC8s,0.23193430204905988
AATSC8v,5.939299612907446
ATS0are,310.9784999999999
ATS1are,330.63500000000005
ATS2are,586.9590000000001
ATS3are,578.005
ATS4are,626.2379999999998
ATS5are,642.367
ATS6are,594.072
ATS7are,499.10800000000006
ATS8are,362.00000000000006
ATSC0dv,225.51604938271598
ATSC0pe,8.288364444444444
ATSC0se,6.496548799999999
ATSC1dv,9.697338820301798
ATSC1pe,-0.4865901728395058
ATSC1se,-0.06825298222222258
ATSC2dv,57.69508916323735
ATSC2pe,2.9677566913580247
ATSC2se,3.2283089688888884
ATSC3dv,-101.44850480109737
ATSC3pe,-1.3699636543209852
ATSC3se,-0.4896138622222215
ATSC4dv,-82.04060356652947
ATSC4pe,-0.4655365432098738
ATSC4se,0.3210171111111116
ATSC5dv,-23.515226337448574
ATSC5pe,1.6941251851851873
ATSC5se,1.6605047333333334
ATSC6dv,1.6234293552811847
ATSC6pe,0.8768121975308654
ATSC6se,0.6197833644444446
ATSC7dv,-3.2251851851851963
ATSC7pe,-0.9665959999999985
ATSC7se,-0.7625327066666667
ATSC8dv,50.491303155006854
ATSC8pe,0.19254883950617285
ATSC8se,-0.2898880044444443
AXp-0dv,0.5485026043128143
AXp-1dv,0.3025072864503887
AXp-2dv,0.14882663993819473
AXp-3dv,0.07337112680037235
AXp-4dv,0.038689331532210276
AXp-5dv,0.02055814479402785
AXp-6dv,0.010720067101758721
AXp-7dv,0.005544995278992138
BertzCT,1440.7071823631638
ECIndex,6800000000
GATS1dv,0.6406269341993484
GATS1pe,0.7187311999102465
GATS1se,0.7326351995586661
GATS2dv,0.7456941436448932
GATS2pe,0.7648672832466946
GATS2se,0.738961307082167
GATS3dv,0.9112189844447277
GATS3pe,0.63711054587421
GATS3se,0.596188129107146
GATS4dv,0.8584754855803975
GATS4pe,0.5889014693691073
GATS4se,0.5153567198633218
GATS5dv,0.813879356459338
GATS5pe,0.5114426236389983
GATS5se,0.4282222321752479
GATS6dv,0.8749691570465626
GATS6pe,0.6755116326588396
GATS6se,0.6103774875085396
GATS7dv,0.9803578076072441
GATS7pe,0.912172995395955
GATS7se,0.8437744858403571
GATS8dv,0.8597982521221238
GATS8pe,0.8850369121368862
GATS8se,0.8603014531163614
MATS1dv,0.03949040145543411
MATS1pe,-0.053915163730116365
MATS1se,-0.009648401348741037
MATS2dv,0.13870618128457962
MATS2pe,0.19413054565434376
MATS2se,0.2694181247712205
MATS3dv,-0.22245353787824285
MATS3pe,-0.08173561368776924
MATS3se,-0.03726851787135728
MATS4dv,-0.16370573937416516
MATS4pe,-0.02527536594808665
MATS4se,0.022236067864217418
MATS5dv,-0.0446884120762414
MATS5pe,0.08759914644925076
MATS5se,0.10954199031250034
MATS6dv,0.0033396174322453506
MATS6pe,0.0490770583234824
MATS6se,0.044258632360069966
MATS7dv,-0.007945197480310391
MATS7pe,-0.06478935396448667
MATS7se,-0.06520835824114514
MATS8dv,0.1707653006120579
MATS8pe,0.017718729111574273
MATS8se,-0.03403361186773244
MAXaaCH,2.157146636432351
MAXaaaC,1.1709863945578234
MAXaasC,0.8201700155370791
MAXaasN,2.14301776266062
MAXsCH3,2.056546201814059
MDEC-12,1.9372752906313184
MDEC-13,2.682461519999418
MDEC-22,8.356887091142275
MDEC-23,27.172235973074237
MDEC-33,14.793976454454006
MDEO-11,3.000000000000001
MDEO-12,1.6e-07
MDEO-22,1.027705591428153
MINaaCH,1.9801077622406986
MINaaaC,1.0602716101872849
MINaasC,0.7970218673889311
MINaasN,2.14301776266062
MINsCH3,2.056546201814059
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,126.61
TpiPC10,10.477868902643337
VAdjMat,6.087462841250339
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05892556509887896
Xch-6dv,0.14630462349487838
Xch-7dv,0.241745846671117
Xpc-4dv,1.9180203428916198
Xpc-5dv,3.0001647200010555
Xpc-6dv,4.350349768631359
Zagreb1,172.0
Zagreb2,208.0
fragCpx,286.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,2
n5FRing,0
n5HRing,2
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,4
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,21
nBondsD,2
nBondsM,23
nBondsO,34
nBondsS,26
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,10
naHRing,1
AATS0are,6.9106333333333305
AATS1are,6.747653061224491
AATS2are,7.0717951807228925
AATS3are,6.351703296703296
AATS4are,6.2623799999999985
AATS5are,6.117780952380952
AATS6are,6.124453608247423
AATS7are,6.161827160493828
AATS8are,6.135593220338984
AATSC0dv,5.011467764060355
AATSC0pe,0.18418587654320986
AATSC0se,0.1443677511111111
AATSC1dv,0.19790487388371017
AATSC1pe,-0.009930411690602159
AATSC1se,-0.0013929180045351547
AATSC2dv,0.6951215561835825
AATSC2pe,0.035756104715156924
AATSC2se,0.03889528878179384
AATSC3dv,-1.1148187340779931
AATSC3pe,-0.015054545651878958
AATSC3se,-0.005380372112332104
AATSC4dv,-0.8204060356652947
AATSC4pe,-0.004655365432098738
AATSC4se,0.003210171111111116
AATSC5dv,-0.22395453654712927
AATSC5pe,0.01613452557319226
AATSC5se,0.015814330793650792
AATSC6dv,0.016736385105991593
AATSC6pe,0.009039301005472839
AATSC6se,0.006389519221076749
AATSC7dv,-0.039817101051669086
AATSC7pe,-0.011933283950617265
AATSC7se,-0.009413984032921811
AATSC8dv,0.8557847992374042
AATSC8pe,0.0032635396526469974
AATSC8se,-0.004913356007532954
ATSC0are,9.32116444444444
ATSC1are,-1.0393390617283953
ATSC2are,3.8037233580246914
ATSC3are,-1.285021432098762
ATSC4are,-0.1945565432098726
ATSC5are,2.0711918518518564
ATSC6are,0.8905344197530904
ATSC7are,-1.165227111111108
ATSC8are,-0.06762671604938131
BalabanJ,3.490665954167355e-07
Diameter,100000000
GATS1are,0.7908712329091309
GATS2are,0.760670513004948
GATS3are,0.620258070435969
GATS4are,0.5601557649926427
GATS5are,0.47620700567828766
GATS6are,0.6474911122952876
GATS7are,0.8827165026485856
GATS8are,0.8688810393935894
HybRatio,0.15
Lipinski,True
MATS1are,-0.10240083869116123
MATS2are,0.2212448524250891
MATS3are,-0.06817282996320222
MATS4are,-0.00939265098971879
MATS5are,0.0952299099628811
MATS6are,0.04432220106082958
MATS7are,-0.0694493052794017
MATS8are,-0.005533611062132244
MAXddssS,-4.916666666666666
MAXssCH2,0.27988007631631384
MINddssS,-4.916666666666666
MINssCH2,0.27519257631631366
NsssssAs,0
RotRatio,0.0
SMR_VSA1,41.03784819470122
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,7.04767198267719
SMR_VSA5,0.0
SMR_VSA6,13.585884612199655
SMR_VSA7,42.595045982382736
SMR_VSA8,0.0
SMR_VSA9,22.99804733313562
SsssssAs,0
VMcGowan,272.95000000000044
mZagreb1,9.534722222222223
mZagreb2,6.166666666666664
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,2
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,38
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.2071369876543209
AATSC1are,-0.02121100125976317
AATSC2are,0.04582799226535773
AATSC3are,-0.014121114638447936
AATSC4are,-0.001945565432098726
AATSC5are,0.019725636684303393
AATSC6are,0.009180767213949385
AATSC7are,-0.014385519890260594
AATSC8are,-0.0011462155262607
LabuteASA,170.08106592822725
PEOE_VSA1,23.50020168889056
PEOE_VSA2,4.552749873690364
PEOE_VSA3,8.417796984328938
PEOE_VSA4,4.567099647791355
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,35.71805955677285
PEOE_VSA8,5.386224214464796
PEOE_VSA9,16.158672643394386
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,21
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
PEOE_VSA10,7.04767198267719
PEOE_VSA11,29.194890904748693
PEOE_VSA12,29.501585911465522
PEOE_VSA13,0.0
SlogP_VSA1,23.51455146299155
SlogP_VSA2,31.109181343909317
SlogP_VSA3,17.446672564326796
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,42.595045982382736
SlogP_VSA7,0.0
SlogP_VSA8,32.44782178994024
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
EState_VSA1,10.399000581649606
EState_VSA2,13.585884612199655
EState_VSA3,0.0
EState_VSA4,50.05964490861106
EState_VSA5,5.386224214464796
EState_VSA6,0.0
EState_VSA7,12.13273413692322
EState_VSA8,42.077083475928056
EState_VSA9,36.47074854690986
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,22.99804733313562
TopoPSA(NO),118.23
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,34.976351095993955
VSA_EState9,49.523648904006045
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-4.368285979070972
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.0,1.9372752906313184,2.682461519999418,0.0,8.356887091142275,27.172235973074237,0.0,14.793976454454006,0.0,0.0,3.000000000000001,1.6000000016E-8,1.027705591428153,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,55.61789499999998
BCUTDescriptor,"11.998999999999986,31.972829813254037,-0.3491115925669156,0.49778432435042813,4.959750000000002,11.535235554633871"
BPolDescriptor,33.476105
TPSADescriptor,126.61
ALOGPDescriptor,"0.4359999999999998,0.1900959999999998,97.80239999999999"
XLogPDescriptor,3.7799999999999985
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,429.05183755999985
ChiPathDescriptor,"21.04324111651101,14.29282633568371,14.637840466661858,11.001483848431329,10.296547414019463,8.678341946695175,6.910029397472619,5.660626797686852,15.671465627532267,9.478226527986541,7.274382006111965,5.560348562621333,4.468583715989365,3.3226450838119654,2.2264605292723543,1.5254533210522632"
ChiChainDescriptor,"0.0,0.0,0.23570226039551587,0.5300689695732953,0.9540439015013259,0.0,0.0,0.05892556509887897,0.15377794573669407,0.26963666497890765"
AtomCountDescriptor,45
BondCountDescriptor,34
SmallRingDescriptor,"6,4,1,1,0,0,2,4,0,0,0"
ChiClusterDescriptor,"3.693893855613065,0.5,0.5553720259450958,0.0,0.9379437383716804,0.0,0.2084334112705927,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,5,0,0,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,12
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"62.22690127205253,2.074230042401751,27.767741235408387,21.393707501067833,3.3740337343405513"
FractionalPSADescriptor,0.29509254807070834
WienerNumbersDescriptor,"1.25000001227E11,48.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.854584003116686,8.945786285437274,13.62924602275108,2.149156771991831,3.4744146852117423,4.714465680279821"
FractionalCSP3Descriptor,0.15
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,2,0,0,7,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,22
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"21.825259515570934,8.408284023668639,4.32"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,1531.1
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.15
AutocorrelationDescriptorMass,"42.68348562405406,47.380879423210864,61.351033900929416,51.8197374600953,49.04110708002935"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,0
AutocorrelationDescriptorCharge,"1.0720420811688836,-0.806438150236276,0.2690835937286808,-0.04105349038550805,0.03499790532618772"
EccentricConnectivityIndexDescriptor,-719476804
AutocorrelationDescriptorPolarizability,"2075.9048127807196,2560.4710269615875,3946.0655204086383,4017.6634686365287,3559.195162493164"
