DLiP-ID,C001SY
AATSC8c,0.00010296520721944916
AATSC8d,-0.06302855437269927
AATSC8i,-0.1552066646645555
AATSC8m,-8.752286861723269
AATSC8p,-0.029356184695479508
AATSC8s,-0.147979256409595
AATSC8v,-10.242621894289405
ATS0are,427.0749
ATS1are,442.42500000000007
ATS2are,771.649
ATS3are,984.2570000000001
ATS4are,969.075
ATS5are,1021.3000000000001
ATS6are,964.3639999999999
ATS7are,898.366
ATS8are,904.7940000000001
ATSC0dv,274.9855072463768
ATSC0pe,9.62909855072463
ATSC0se,6.7730352463768115
ATSC1dv,75.59441293845832
ATSC1pe,-0.2527188195757071
ATSC1se,-0.3720352354547385
ATSC2dv,36.06952320940978
ATSC2pe,1.6383576769586348
ATSC2se,1.5913646586851473
ATSC3dv,-22.661415668977103
ATSC3pe,1.9493411048099136
ATSC3se,2.3311109976895614
ATSC4dv,-33.226212980466286
ATSC4pe,-2.1462718966603744
ATSC4se,-1.1394775022054118
ATSC5dv,119.84856122663305
ATSC5pe,3.338831232934235
ATSC5se,2.2335735164881423
ATSC6dv,30.309808863684104
ATSC6pe,0.8095730098718605
ATSC6se,-0.3656349624028509
ATSC7dv,-131.25897920604913
ATSC7pe,-3.3814128544423347
ATSC7se,-2.3591213509766873
ATSC8dv,-112.11300147027936
ATSC8pe,-3.0870808653644186
ATSC8se,-1.3036623978155801
AXp-0dv,0.5865586968295515
AXp-1dv,0.3367499559578826
AXp-2dv,0.182549668296628
AXp-3dv,0.1107444220731661
AXp-4dv,0.06687587175147615
AXp-5dv,0.034495011163858814
AXp-6dv,0.020182315852457285
AXp-7dv,0.011906409072916993
BertzCT,918.3959792739812
ECIndex,7000000000
GATS1dv,0.547561324519267
GATS1pe,0.7549654938685895
GATS1se,0.7931884562836788
GATS2dv,0.8894310380588717
GATS2pe,0.7704164714851722
GATS2se,0.7253498542858368
GATS3dv,1.0058310338784555
GATS3pe,0.7955738385426556
GATS3se,0.7109742702117244
GATS4dv,0.9082131529269719
GATS4pe,0.8557344669124213
GATS4se,0.8028316739014805
GATS5dv,0.7039213948273715
GATS5pe,0.6340186858541889
GATS5se,0.5931120430646257
GATS6dv,0.9243059179827595
GATS6pe,0.8289368513676356
GATS6se,0.8575686557683939
GATS7dv,1.2902597109255847
GATS7pe,1.168273473254326
GATS7se,1.17658031126153
GATS8dv,1.0355091177400653
GATS8pe,0.919456047531113
GATS8se,0.8312591739755574
MATS1dv,0.27097607252029093
MATS1pe,-0.025870391648019752
MATS1se,-0.05414418101145837
MATS2dv,0.07298909883473817
MATS2pe,0.09467830940284724
MATS2se,0.1307415949911442
MATS3dv,-0.03488499923369467
MATS3pe,0.0856966204603328
MATS3se,0.145693811141503
MATS4dv,-0.05052847437162816
MATS4pe,-0.09321037471263931
MATS4se,-0.07035380096455882
MATS5dv,0.1708674909205899
MATS5pe,0.13593937183951213
MATS5se,0.12928654771148762
MATS6dv,0.0463744353634113
MATS6pe,0.03537330445284279
MATS6se,-0.022712744934976957
MATS7dv,-0.22405310812002674
MATS7pe,-0.16483306100345482
MATS7se,-0.16349282628354936
MATS8dv,-0.18507667001381392
MATS8pe,-0.14553514304095524
MATS8se,-0.08737502364459689
MAXaaCH,2.138395084503039
MAXaaaC,1.2206309424468698
MAXaasC,1.2099906042663982
MAXdssC,-0.0874163832199546
MAXsCH3,2.131023017486762
MAXsssN,2.270904562442261
MDEC-11,0.25
MDEC-12,4.34188892645956
MDEC-13,0.03217207765842692
MDEC-22,23.137353429217757
MDEC-23,0.0
MDEC-33,0.0062085371179261715
MDEO-11,0.003539529195983114
MDEO-12,3.1622776601683767e-06
MDEO-22,0.19999999999999996
MINaaCH,2.0530162611756366
MINaaaC,1.213673267018776
MINaasC,1.2099906042663982
MINdssC,-1.8240740740740737
MINsCH3,2.131023017486762
MINsssN,2.270904562442261
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,113.36999999999999
TpiPC10,8.29258225542579
VAdjMat,6.129283016944966
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.08333333333333333
Xch-6dv,0.11075960409289115
Xch-7dv,0.10873521045213914
Xpc-4dv,1.7477568303129565
Xpc-5dv,2.2340575072214124
Xpc-6dv,2.460316472297151
Zagreb1,160.0
Zagreb2,179.0
fragCpx,103.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,11
nBondsD,3
nBondsM,14
nBondsO,35
nBondsS,56
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,1
nHetero,8
naHRing,0
AATS0are,6.189491304347826
AATS1are,6.3203571428571435
AATS2are,6.222975806451613
AATS3are,6.0383865030674855
AATS4are,5.873181818181818
AATS5are,5.80284090909091
AATS6are,5.880268292682926
AATS7are,6.1113333333333335
AATS8are,5.952592105263158
AATSC0dv,3.9852972064692294
AATSC0pe,0.1395521529090526
AATSC0se,0.0981599311069103
AATSC1dv,1.0799201848351188
AATSC1pe,-0.0036102688510815297
AATSC1se,-0.005314789077924835
AATSC2dv,0.29088325168878854
AATSC2pe,0.013212561910956731
AATSC2se,0.012833585957138285
AATSC3dv,-0.13902708999372457
AATSC3pe,0.011959147882269408
AATSC3se,0.014301294464353138
AATSC4dv,-0.20137098776040174
AATSC4pe,-0.01300770846460833
AATSC4se,-0.006905924255790374
AATSC5dv,0.6809577342422333
AATSC5pe,0.018970632005308154
AATSC5se,0.012690758616409899
AATSC6dv,0.18481590770539089
AATSC6pe,0.004936420791901589
AATSC6se,-0.002229481478066164
AATSC7dv,-0.8929182258914907
AATSC7pe,-0.023002808533621324
AATSC7se,-0.01604844456446726
AATSC8dv,-0.7375855359886799
AATSC8pe,-0.02030974253529223
AATSC8se,-0.008576726301418291
ATSC0are,10.350481159420285
ATSC1are,-0.379933060281445
ATSC2are,1.9596932787229662
ATSC3are,2.59023436252888
ATSC4are,-2.0856201638311376
ATSC5are,3.6007668977105447
ATSC6are,0.3362897080445163
ATSC7are,-3.702591745431625
ATSC8are,-2.7851715395925254
BalabanJ,6.041665203156796e-07
Diameter,100000000
GATS1are,0.7660648696300896
GATS2are,0.7612451155118815
GATS3are,0.7696292574364262
GATS4are,0.8300750691011901
GATS5are,0.6121768546221754
GATS6are,0.8375761203882127
GATS7are,1.1764621829953608
GATS8are,0.8835980021431624
HybRatio,0.5
Lipinski,True
MATS1are,-0.03618241890075985
MATS2are,0.10535495586584703
MATS3are,0.10593513092655502
MATS4are,-0.08426356405216774
MATS5are,0.1363863450773357
MATS6are,0.01366967784777398
MATS7are,-0.16791018704147254
MATS8are,-0.12215096781742765
MAXssCH2,1.0859741136021799
MAXsssCH,0.17621157722348157
MINssCH2,0.45642313869992424
MINsssCH,-0.1614729780801214
NsssssAs,0
RotRatio,0.2857142857142857
SMR_VSA1,34.07039224949697
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,5.917906046161393
SMR_VSA5,45.634727278833594
SMR_VSA6,32.84803314676356
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,372.1500000000015
mZagreb1,12.5
mZagreb2,7.944444444444443
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,62
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15000697332493168
AATSC1are,-0.005427615146877786
AATSC2are,0.01580397805421747
AATSC3are,0.015891008359072884
AATSC4are,-0.012640122205037197
AATSC5are,0.020458902827900822
AATSC6are,0.0020505470002714406
AATSC7are,-0.025187698948514456
AATSC8are,-0.018323496971003456
LabuteASA,200.01209941531837
PEOE_VSA1,24.586690428131988
PEOE_VSA2,4.794537184071822
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,56.31204387861251
PEOE_VSA7,55.108699224155785
PEOE_VSA8,13.151638370425493
PEOE_VSA9,12.021872433909696
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,6.606881964512918
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,71.97287991889931
SlogP_VSA3,30.27815908274157
SlogP_VSA4,5.917906046161393
SlogP_VSA5,38.673390759856275
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
EState_VSA1,11.938610575903699
EState_VSA2,17.991177721861547
EState_VSA3,13.027703587438928
EState_VSA4,45.503616051028665
EState_VSA5,16.335899920626588
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,61.211953609462995
EState_VSA9,29.275855065425148
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),113.36999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,86.16666666666667
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,4.794537184071822
FilterItLogS,-4.515087362773025
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.5294117647058824
MDEDescriptor,"0.25,4.34188892645956,0.018091688789089535,0.0,23.137353429217757,0.0,0.0,0.00231429039830422,0.0,0.0,0.001409111953867977,5.011872340282215E-7,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,75.811755
BCUTDescriptor,"11.996125656155712,16.00167740371935,-0.3775165305569334,0.3736848395609186,3.290124999999989,10.671145150187606"
BPolDescriptor,46.94824499999999
TPSADescriptor,113.36999999999999
ALOGPDescriptor,"2.4169000000000023,5.841405610000011,123.46139999999998"
XLogPDescriptor,3.796999999999999
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,473.24135273999985
ChiPathDescriptor,"24.924074484064487,16.349774308148643,13.860084662189525,11.004136673790278,7.649363114513792,5.530474647361131,3.823557922247115,2.905826675702589,19.94299569220475,11.786248458525892,8.21473507334826,5.98019879195097,4.079428176840045,2.414650781470118,1.493491373081838,1.0001383621250273"
ChiChainDescriptor,"0.0,0.0,0.14433756729740646,0.25343678769327627,0.3103012199276332,0.0,0.0,0.08333333333333333,0.11075960409289115,0.10873521045213914"
AtomCountDescriptor,69
BondCountDescriptor,35
SmallRingDescriptor,"3,2,2,1,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.9466999810140002,0.0,0.5872672270190455,0.0,0.8172663854515821,0.0,0.08590863831524163,0.0"
RuleOfFiveDescriptor,1
CarbonTypesDescriptor,"0,0,3,7,3,7,5,1,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.4400000000000004
WeightedPathDescriptor,"67.37933800087558,1.98174523531987,21.097618387599233,17.886301061198758,3.211317326400472"
FractionalPSADescriptor,0.23956063717509868
WienerNumbersDescriptor,"1.68000002034E11,43.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.628469352389763,4.905770940286103,6.1042388516628385,1.7477568303129567,2.2340575072214106,2.152094626193089"
FractionalCSP3Descriptor,0.5
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,9,0,0,7,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"30.22530612244898,16.687407407407406,10.886145404663923"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,3778.08
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.5
AutocorrelationDescriptorMass,"39.7812635500631,38.48737359373441,51.142872677489805,48.64388960202578,40.155009727373525"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,12
AutocorrelationDescriptorCharge,"1.0012240929082157,-0.44804471223811165,-0.2101695991039658,0.22500774282473923,-0.2563248330886203"
EccentricConnectivityIndexDescriptor,1280523194
AutocorrelationDescriptorPolarizability,"1908.5019155281573,2157.134043446047,2822.2766938416835,2775.954418891984,2529.4774289210127"
