DLiP-ID,C001YJ
GATS4se,1.2280345239317212
GATS5dv,1.377385876418663
GATS5pe,1.323386998026804
GATS5se,1.3520661344704268
GATS6dv,1.595063860667634
GATS6pe,1.3709717126573286
GATS6se,1.2379372038061145
GATS7dv,0.7735326923076922
GATS7pe,0.4187286419173071
GATS7se,0.2368736455425492
GATS8dv,0.7804681318681318
GATS8pe,0.5439974540893687
GATS8se,0.34856065809492875
MATS1dv,0.008904428904428904
MATS1pe,-0.1730070963544134
MATS1se,-0.050279925656429095
MATS2dv,0.2887810650887574
MATS2pe,0.14054624666077992
MATS2se,0.18401939705720535
MATS3dv,0.1372629161882893
MATS3pe,0.02259650708077113
MATS3se,-0.034801957484224946
MATS4dv,-0.07391608391608387
MATS4pe,-0.170698853822353
MATS4se,-0.218144262512499
MATS5dv,-0.13735182849936944
MATS5pe,-0.13944518262173872
MATS5se,-0.1685547005313456
MATS6dv,-0.3793149492017416
MATS6pe,-0.2272374838147507
MATS6se,-0.13604131055853608
MATS7dv,-0.08880000000000002
MATS7pe,0.11070227519627307
MATS7se,0.14703429248494443
MATS8dv,-0.03051428571428573
MATS8pe,0.11079723355650364
MATS8se,0.11726396774716426
MAXaaCH,1.8236955939783321
MAXaaaC,0.7945587679516254
MAXaasC,0.2554166666666673
MAXsNH2,5.289477040816326
MAXssNH,2.443916288737717
MDEC-22,8.126045856330412
MDEC-23,9.996901403081516
MDEC-33,2.381101577952299
MDEN-12,0.3849001794597506
MDEN-22,0.16666666666666669
MDEO-11,0.4999999999999999
MINaaCH,1.5706188586545728
MINaaaC,0.6592791005291008
MINaasC,0.2554166666666673
MINsNH2,5.289477040816326
MINssNH,2.443916288737717
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,93.46
TpiPC10,8.245979455942587
VAdjMat,5.169925001442312
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.04557283536183117
Xch-7dv,0.08042144727501448
Xpc-4dv,1.5836925809471698
Xpc-5dv,2.2827849674921086
Xpc-6dv,3.033686722567419
Zagreb1,86.0
Zagreb2,100.0
fragCpx,18.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,18
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.3557676470588245
AATS1are,6.411660606060607
AATS2are,6.477442307692309
AATS3are,6.163714925373134
AATS4are,6.39269393939394
AATS5are,6.539963934426229
AATS6are,6.34907358490566
AATS7are,5.67145
AATS8are,5.6656
AATSC0dv,3.7485582468281433
AATSC0pe,0.1432516435986159
AATSC0se,0.10375160986159167
AATSC1dv,0.03337877040299186
AATSC1pe,-0.02478355090699383
AATSC1se,-0.0052166232305756646
AATSC2dv,1.0825126430662764
AATSC2pe,0.020133480835773203
AATSC2se,0.0190923086904445
AATSC3dv,0.5145380364612921
AATSC3pe,0.0032369867789082264
AATSC3se,-0.0036107591153230066
AATSC4dv,-0.2770787459368773
AATSC4pe,-0.024452891370451948
AATSC4se,-0.02263281841774143
AATSC5dv,-0.5148713294382362
AATSC5pe,-0.01997575160247322
AATSC5se,-0.017487821529865586
AATSC6dv,-1.4218841809753868
AATSC6pe,-0.032552143043676915
AATSC6se,-0.014114504978128866
AATSC7dv,-0.3328719723183392
AATSC7pe,0.01585828287197241
AATSC7se,0.015255044550173114
AATSC8dv,-0.11438457736035598
AATSC8pe,0.015871885813148866
AATSC8se,0.012166325432526054
ATSC0are,4.5450382352941165
ATSC1are,-0.8503106401384084
ATSC2are,1.4269268166089961
ATSC3are,0.08285994809688571
ATSC4are,-1.7800477508650518
ATSC5are,-1.0433274221453295
ATSC6are,-1.4823566608996537
ATSC7are,0.5062726643598626
ATSC8are,0.3504871107266445
BalabanJ,1.6199995491001304e-06
Diameter,100000000
GATS1are,0.8703777163590805
GATS2are,0.7075029335605346
GATS3are,0.8816452110155995
GATS4are,1.419520511378601
GATS5are,1.5527051111604075
GATS6are,1.5581113084387166
GATS7are,0.42687264651238915
GATS8are,0.5888606755672519
HybRatio,0.18181818181818182
Lipinski,True
MATS1are,-0.1927547324971666
MATS2are,0.20527673532307544
MATS3are,0.009251480338171542
MATS4are,-0.2017572236861145
MATS5are,-0.1279476056699555
MATS6are,-0.20922723489528391
MATS7are,0.09468165996144493
MATS8are,0.07491096348395829
MAXddssS,-3.506805555555553
MAXssCH2,0.26939649470899507
MINddssS,-3.506805555555553
MINssCH2,0.22599655139833752
NsssssAs,0
RotRatio,0.2222222222222222
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,9.706073385399296
SMR_VSA4,5.733667477162185
SMR_VSA5,4.895483475517775
SMR_VSA6,13.08951281182515
SMR_VSA7,36.6591554170726
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,226.85999999999976
mZagreb2,3.847222222222222
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,26
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13367759515570932
AATSC1are,-0.025766989095103283
AATSC2are,0.02744090031940377
AATSC3are,0.0012367156432371
AATSC4are,-0.0269704204676523
AATSC5are,-0.017103728231890648
AATSC6are,-0.02796899360188026
AATSC7are,0.012656816608996566
AATSC8are,0.0100139174493327
LabuteASA,124.01931513910658
PEOE_VSA1,5.733667477162185
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,13.139891848781026
PEOE_VSA4,0.0
PEOE_VSA5,24.814066322359952
PEOE_VSA6,12.13273413692322
PEOE_VSA7,12.13273413692322
PEOE_VSA8,36.25564838398089
PEOE_VSA9,4.895483475517775
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,10.455762341614273
SlogP_VSA2,26.491288317101294
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,41.55463889259037
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
EState_VSA1,10.023291153407584
EState_VSA2,42.79906260970287
EState_VSA3,5.386224214464796
EState_VSA4,5.386224214464796
EState_VSA5,0.0
EState_VSA6,30.592788348610984
EState_VSA7,6.06636706846161
EState_VSA8,9.706073385399296
EState_VSA9,5.733667477162185
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),85.08
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.035950491307638
VSA_EState9,23.88752173091459
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,8.417796984328938
FilterItLogS,-4.442860984111727
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.5263157894736842
MDEDescriptor,"0.0,0.0,0.0,0.0,8.126045856330412,9.996901403081516,0.0,2.381101577952299,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.3849001794597506,0.0,0.16666666666666669,0.0,0.0"
APolDescriptor,41.52589499999999
BCUTDescriptor,"11.849999999999998,34.96985480501128,-0.32904360829300994,0.24153664854687518,2.729,12.374068010479183"
BPolDescriptor,25.034104999999997
TPSADescriptor,93.46
ALOGPDescriptor,"-0.14430000000000026,0.020822490000000075,63.29640000000001"
XLogPDescriptor,1.133
VAdjMaDescriptor,5.169925001442312
WeightDescriptor,323.02620320000005
ChiPathDescriptor,"12.303118619434356,8.148995134896753,7.337922634561318,5.753178212028566,4.726556629490727,3.9354939108969567,2.1841165660130364,1.5581501591844498,11.780855427273444,5.544577852956724,3.9724402107956016,2.745756173421603,1.9164109032219103,1.2642410704437794,0.6176389433327033,0.35794285896555994"
ChiChainDescriptor,"0.0,0.0,0.0,0.15137471507731048,0.23728382326827402,0.0,0.0,0.0,0.04557283536183117,0.0656808575034411"
AtomCountDescriptor,34
BondCountDescriptor,18
SmallRingDescriptor,"2,2,1,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.4710773760043288,0.20412414523193154,0.4006717010408706,0.08333333333333333,0.47075556537556085,0.025499585890087693,0.10033990008484783,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,5,2,2,0,0,0"
ZagrebIndexDescriptor,86.0
LargestChainDescriptor,10
MannholdLogPDescriptor,1.79
WeightedPathDescriptor,"36.136963946008656,1.901945470842561,18.783647744667366,4.95755903846055,8.368529667746271"
FractionalPSADescriptor,0.2893263737559231
WienerNumbersDescriptor,"3.5000000463E10,26.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.8903069802851715,4.732066768688854,6.92052134340784,0.9623716595837162,1.350956552575982,1.5931014076810075"
FractionalCSP3Descriptor,0.18181818181818182
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.0,8.3232,4.5"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,747.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.18181818181818182
AutocorrelationDescriptorMass,"43.1825318290589,27.560767111601415,33.38584146350048,35.696400715005566,34.61045636764383"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.3016977577087801,-0.16099955485634837,0.05105560881632457,0.02481437409428592,-0.062348018926931766"
EccentricConnectivityIndexDescriptor,1640261596
AutocorrelationDescriptorPolarizability,"1320.741283867096,1513.5603162745058,2125.4188841382443,2113.934042625031,1744.220486634766"
