DLiP-ID,C001LO
GATS1se,0.9371473873003034
GATS2dv,0.9913734198838399
GATS2pe,0.7269872818777495
GATS2se,0.6840684647272052
GATS3dv,0.9662214477331028
GATS3pe,0.7444722004566068
GATS3se,0.6682032781891006
GATS4dv,1.090297059236688
GATS4pe,0.9612288658899792
GATS4se,0.9458524250880572
GATS5dv,0.9992614702266118
GATS5pe,0.8585511700163261
GATS5se,0.8065063398740628
GATS6dv,1.0888586170053027
GATS6pe,0.915965976390297
GATS6se,0.8609475590471335
GATS7dv,1.1532942629628653
GATS7pe,1.101011976126024
GATS7se,1.039391330056537
GATS8dv,1.1150945984843796
GATS8pe,1.1365357735132564
GATS8se,1.095287859484526
MATS1dv,0.26053262163186985
MATS1pe,-0.11976264039581411
MATS1se,-0.12279822631635229
MATS2dv,0.06544688561258427
MATS2pe,-0.01648671155880383
MATS2se,-0.025899295125354712
MATS3dv,0.023786434867312127
MATS3pe,0.055314795144589916
MATS3se,0.08692093900431193
MATS4dv,-0.031235930084216372
MATS4pe,-0.029526135844184766
MATS4se,-0.04820089808350229
MATS5dv,0.013419509303382149
MATS5pe,0.03849444363387313
MATS5se,0.040511963839142254
MATS6dv,-0.036681326285690624
MATS6pe,0.04241260986982112
MATS6se,0.05152227442249754
MATS7dv,-0.15050669022969348
MATS7pe,-0.08673616466201271
MATS7se,-0.06923546395096539
MATS8dv,-0.15626230605960456
MATS8pe,-0.10120765251464021
MATS8se,-0.0962530563995994
MAXaaCH,1.8589455782312925
MAXaasC,0.9525725151171582
MAXsNH2,5.990789871504157
MDEC-22,11.430758628664776
MDEC-23,26.814805510994866
MDEC-24,4.157598043214872
MDEC-33,11.132017467356672
MDEC-34,3.438886079007003
MDEO-11,0.33333333333333337
MDEO-12,0.36514837167011066
MINaaCH,1.5468609063995968
MINaasC,-0.031774533887628964
MINsNH2,5.990789871504157
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,75.71000000000001
TpiPC10,8.059128014409879
VAdjMat,5.807354922057604
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.2897076715901818
Xch-7dv,0.721748557149825
Xpc-4dv,3.4566333680479353
Xpc-5dv,6.408904530762711
Xpc-6dv,9.921264121310232
Zagreb1,144.0
Zagreb2,180.0
fragCpx,184.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,5
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,0
nBondsM,6
nBondsO,28
nBondsS,50
nBondsT,0
nFARing,2
nFHRing,1
nFaRing,0
nHetero,5
naHRing,0
AATS0are,5.93780754716981
AATS1are,6.215339285714287
AATS2are,6.012898148148147
AATS3are,5.889668639053254
AATS4are,5.753071065989846
AATS5are,5.794838323353293
AATS6are,5.816732484076434
AATS7are,5.868307692307694
AATS8are,5.780244094488189
AATSC0dv,3.010244847909498
AATSC0pe,0.1081593449626201
AATSC0se,0.07295090210039158
AATSC1dv,0.7842669819796909
AATSC1pe,-0.01295344873620508
AATSC1se,-0.008958241386105945
AATSC2dv,0.19701115022700405
AATSC2pe,-0.0017831919227878797
AATSC2se,-0.0018893769431589005
AATSC3dv,0.07160299300946117
AATSC3pe,0.005982812009580365
AATSC3se,0.006340960911777668
AATSC4dv,-0.09402779760567362
AATSC4pe,-0.0031935275121843625
AATSC4se,-0.0035162989972405277
AATSC5dv,0.04039600874197968
AATSC5pe,0.004163533808140219
AATSC5se,0.0029553843079238706
AATSC6dv,-0.11041977346598744
AATSC6pe,0.004587320101675009
AATSC6se,0.0037585963973851273
AATSC7dv,-0.45306198883984555
AATSC7pe,-0.009381326754413253
AATSC7se,-0.005050789552562066
AATSC8dv,-0.4703878017383818
AATSC8pe,-0.010946553401187957
AATSC8se,-0.007021747294270645
ATSC0are,5.571724528301885
ATSC1are,-0.667863652545388
ATSC2are,-0.2186197935208244
ATSC3are,1.400051975792097
ATSC4are,-0.8612477750089013
ATSC5are,0.736049127803488
ATSC6are,0.8280537557849765
ATSC7are,-1.3126265574937688
ATSC8are,-1.481573869704521
BalabanJ,1.5679985193614341e-06
Diameter,100000000
GATS1are,0.9737482740394344
GATS2are,0.7694708537459367
GATS3are,0.7680732035394763
GATS4are,1.0352509291556506
GATS5are,0.9132600700352553
GATS6are,0.9786163806238185
GATS7are,1.1864418707616877
GATS8are,1.2291530795209586
HybRatio,0.7
Lipinski,True
MATS1are,-0.113445171127339
MATS2are,-0.019255373963309525
MATS3are,0.07880316988179722
MATS4are,-0.04158609296156822
MATS5are,0.041925337226451025
MATS6are,0.05017011681110918
MATS7are,-0.08731550750653941
MATS8are,-0.1109700603289668
MAXssCH2,1.410627572016461
MAXsssCH,0.8706912425464011
MAXssssC,0.26166713907785344
MINssCH2,0.4167469765684051
MINsssCH,-0.16828278533635754
MINssssC,0.26166713907785344
NsssssAs,0
RotRatio,0.07142857142857142
SMR_VSA1,14.94991774348146
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,28.902376085043144
SMR_VSA5,57.15368413597868
SMR_VSA6,6.544756405912575
SMR_VSA7,23.259637120317212
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
SsssssAs,0
VMcGowan,276.1500000000005
mZagreb2,4.98611111111111
n10ARing,0
n10FRing,2
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,3
nBondsKS,53
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.10512687789248838
AATSC1are,-0.011926136652596215
AATSC2are,-0.0020242573474150405
AATSC3are,0.008284331217704716
AATSC4are,-0.004371816116796453
AATSC5are,0.004407479807206515
AATSC6are,0.005274227743853353
AATSC7are,-0.009179206695760622
AATSC8are,-0.011665935981925363
LabuteASA,154.7122647903936
PEOE_VSA1,20.683585220643646
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,6.06636706846161
PEOE_VSA7,73.32345690559563
PEOE_VSA8,18.52902952053558
PEOE_VSA9,12.207932775496605
n10AHRing,0
n10FARing,2
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,0.0
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.733667477162185
SlogP_VSA2,22.86177758334229
SlogP_VSA3,11.157684576726059
SlogP_VSA4,23.16870860788096
SlogP_VSA5,55.755799108698355
SlogP_VSA6,12.13273413692322
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
EState_VSA1,0.0
EState_VSA2,41.528980072641176
EState_VSA3,12.965578028838586
EState_VSA4,28.88062112187817
EState_VSA5,38.524929737556064
EState_VSA6,6.06636706846161
EState_VSA7,6.06636706846161
EState_VSA8,0.0
EState_VSA9,10.470530430962235
GhoseFilter,True
SlogP_VSA10,0.0
SlogP_VSA11,11.49902366656781
TopoPSA(NO),75.71000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.0
VSA_EState9,50.08333333333333
nBridgehead,4
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,10.213054789681411
FilterItLogS,-3.7382081973245582
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.0,0.0,0.0,0.0,11.430758628664776,26.814805510994866,4.157598043214872,11.132017467356672,3.438886079007003,0.0,0.33333333333333337,0.36514837167011066,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,59.556203999999966
BCUTDescriptor,"11.996151432442518,34.96885375816826,-0.38241149861587304,0.13049985612204418,2.7299957006565823,12.200289784088175"
BPolDescriptor,32.285796
TPSADescriptor,75.71000000000001
ALOGPDescriptor,"0.04289999999999994,0.0018404099999999948,90.55280000000002"
XLogPDescriptor,4.485
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,365.17577165999995
ChiPathDescriptor,"16.47432701575866,11.57644860669558,11.358043886451565,10.303656185791839,9.33098810949846,8.205814487137543,6.461712986089415,4.853034764038017,15.30307675586476,9.469845035943026,8.834196651223609,7.345315179929987,6.77617068518329,5.634424030319045,4.225238290006132,2.970199289139181"
ChiChainDescriptor,"0.0,0.0,0.0,0.3559291881517252,0.9422896889099773,0.0,0.0,0.0,0.28970767159018185,0.7217485571498248"
AtomCountDescriptor,53
BondCountDescriptor,28
SmallRingDescriptor,"6,1,2,1,0,0,0,6,0,0,0"
ChiClusterDescriptor,"2.2334839439500236,0.10206207261596577,0.5547534718654352,0.051031036307982884,1.6810016024072545,0.10206207261596577,0.2127170358714669,0.029462782549439483"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,4,2,1,9,3,1"
ZagrebIndexDescriptor,144.0
LargestChainDescriptor,10
MannholdLogPDescriptor,3.1100000000000003
WeightedPathDescriptor,"51.58600035670227,2.0634400142680906,11.766076672874942,8.266011379990356,2.5000652928846048"
FractionalPSADescriptor,0.2073248169117048
WienerNumbersDescriptor,"2.4000001149E10,46.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.42732851039403,9.624930783947887,15.056227966058817,3.4566333680479366,6.408904530762715,9.422644767991297"
FractionalCSP3Descriptor,0.7
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,8,0,0,2,5,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,8
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.367346938775512,6.5578512396694215,2.8359375"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,2536.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.7
AutocorrelationDescriptorMass,"35.3963373157481,29.4945498417107,46.82291775024096,50.81503233711364,41.819465570866974"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.3237892056942664,-0.11076644203893767,-0.12779450750702548,0.14562282482850783,-0.0562696959916399"
EccentricConnectivityIndexDescriptor,165425096
AutocorrelationDescriptorPolarizability,"1984.5931395565638,2478.4314767913215,3864.879908938277,3939.486640807828,3158.688574847105"
